Sample_ID	Y haplogroup calls
HG03382.SG	E1b1a1a1c1b
HG03388.SG	E1b1a1a1c1b
NA19098.SG	E1b1a1a1c1b
NA20362.SG	E1b1a1a1c1b
I10729	E1b1a1a1c1b
I8086	E1b1a1a1c1b
HG03556.SG	E1b1a1a1c1b1
NA19916.SG	E1b1a1a1c1b1
HG02890.SG	E1b1a1a1c2a
HG03445.SG	E1b1a1a1c2a
I4649	E1b1a1a1c2a
HG02851.SG	E1b1a1a1c2a1
HG03433.SG	E1b1a1a1c2a1
HG03538.SG	E1b1a1a1c2b1
HG03547.SG	E1b1a1a1c2b1
I2312_all_d	E1b1a1a1c2b1
HG02675.SG	E1b1a1a1c2b2
HG02836.SG	E1b1a1a1c2b2a
HG03084.SG	E1b1a1a1c2b2a
HG02464.SG	E1b1a1a1c2c
HG02678.SG	E1b1a1a1c2c
HG02860.SG	E1b1a1a1c2c
HG02878.SG	E1b1a1a1c2c1a
NA19726.SG	E1b1a1a1c2c1a
HG02585.SG	E1b1a1a1c2c1b
HG02813.SG	E1b1a1a1c2c1b
HG02620.SG	E1b1a1a1c2c2
HG02582.SG	E1b1a1a1c2c2a
HG02887.SG	E1b1a1a1c2c2a
HG03078.SG	E1b1a1a1c2c3
HG02768.SG	E1b1a1a1c2c3a1
HG03559.SG	E1b1a1a1c2c3a1
HG02702.SG	E1b1a1a1c2c3a2
HG03039.SG	E1b1a1a1c2c3a2
HG02816.SG	E1b1a1a1c2c3a2a
HG03432.SG	E1b1a1a1c2c3a2a
HG02642.SG	E1b1a1a1c2c3b
S8095.E1.L1	E1b1a1a1c2c3b1
HG02715.SG	E1b1a1a1c2c3b1
HG03045.SG	E1b1a1a1c2c3b1
HG02561.SG	E1b1a1a1c2c3c
HG02573.SG	E1b1a1a1c2c3c
HG02610.SG	E1b1a1a1d
HG02721.SG	E1b1a1a1d
HG02884.SG	E1b1a1a1d
HG02895.SG	E1b1a1a1d
HG03240.SG	E1b1a1a1d
HG03394.SG	E1b1a1a1d
NA20346.SG	E1b1a1a1d
I4545	E1b1a1a1d1
I8098	E1b1a1a1d1
HG01204.SG	E1b1a1a1d1
HG01485.SG	E1b1a1a1d1
HG01885.SG	E1b1a1a1d1
HG02143.SG	E1b1a1a1d1
HG02314.SG	E1b1a1a1d1
HG02439.SG	E1b1a1a1d1
HG02455.SG	E1b1a1a1d1
HG02541.SG	E1b1a1a1d1
HG02554.SG	E1b1a1a1d1
HG02594.SG	E1b1a1a1d1
HG02839.SG	E1b1a1a1d1
HG02881.SG	E1b1a1a1d1
HG02923.SG	E1b1a1a1d1
HG02938.SG	E1b1a1a1d1
HG02941.SG	E1b1a1a1d1
HG02953.SG	E1b1a1a1d1
HG02968.SG	E1b1a1a1d1
HG02973.SG	E1b1a1a1d1
HG03100.SG	E1b1a1a1d1
HG03115.SG	E1b1a1a1d1
HG03118.SG	E1b1a1a1d1
HG03120.SG	E1b1a1a1d1
HG03124.SG	E1b1a1a1d1
HG03130.SG	E1b1a1a1d1
HG03133.SG	E1b1a1a1d1
HG03136.SG	E1b1a1a1d1
HG03157.SG	E1b1a1a1d1
HG03166.SG	E1b1a1a1d1
HG03169.SG	E1b1a1a1d1
HG03202.SG	E1b1a1a1d1
HG03265.SG	E1b1a1a1d1
HG03298.SG	E1b1a1a1d1
HG03304.SG	E1b1a1a1d1
HG03311.SG	E1b1a1a1d1
HG03313.SG	E1b1a1a1d1
HG03343.SG	E1b1a1a1d1
HG03521.SG	E1b1a1a1d1
NA18498.SG	E1b1a1a1d1
NA18501.SG	E1b1a1a1d1
NA18853.SG	E1b1a1a1d1
NA18879.SG	E1b1a1a1d1
NA18923.SG	E1b1a1a1d1
NA18934.SG	E1b1a1a1d1
NA19020.SG	E1b1a1a1d1
NA19025.SG	E1b1a1a1d1
NA19130.SG	E1b1a1a1d1
NA19141.SG	E1b1a1a1d1
NA19144.SG	E1b1a1a1d1
NA19160.SG	E1b1a1a1d1
NA19236.SG	E1b1a1a1d1
NA19374.SG	E1b1a1a1d1
NA19711.SG	E1b1a1a1d1
S8872.E1.L1	E1b1a1a1d1
I10723	E1b1a1a1d1
I10744	E1b1a1a1d1
I8379	E1b1a1a1d1
I8827	E1b1a1a1d1
I10740	E1b1a1a1d1
I10842	E1b1a1a1d1
HG01362.SG	E1b1a1a1d1a
HG01912.SG	E1b1a1a1d1a
HG01914.SG	E1b1a1a1d1a
HG02053.SG	E1b1a1a1d1a
HG02332.SG	E1b1a1a1d1a
HG03072.SG	E1b1a1a1d1a
HG03081.SG	E1b1a1a1d1a
HG03112.SG	E1b1a1a1d1a
HG03163.SG	E1b1a1a1d1a
HG03209.SG	E1b1a1a1d1a
HG03451.SG	E1b1a1a1d1a
HG03478.SG	E1b1a1a1d1a
HG03484.SG	E1b1a1a1d1a
HG03571.SG	E1b1a1a1d1a
NA18486.SG	E1b1a1a1d1a
NA18522.SG	E1b1a1a1d1a
NA18865.SG	E1b1a1a1d1a
NA18871.SG	E1b1a1a1d1a
NA19119.SG	E1b1a1a1d1a
NA19138.SG	E1b1a1a1d1a
NA19153.SG	E1b1a1a1d1a
NA19184.SG	E1b1a1a1d1a
NA19700.SG	E1b1a1a1d1a
I2299	E1b1a1a1d1a1
NA19703.SG	E1b1a1a1d1a1
NA20340.SG	E1b1a1a1d1a1
HG02557.SG	E1b1a1a1d1a2
NA19096.SG	E1b1a1a1d1a2
NA19256.SG	E1b1a1a1d1a2
NA19346.SG	E1b1a1a1d1a2
NA19375.SG	E1b1a1a1d1a2
NA19397.SG	E1b1a1a1d1a2
NA19448.SG	E1b1a1a1d1a2
HG02628.SG	E1b1a1b
HG03054.SG	E1b1a1b
HG03063.SG	E1b1a1b
HG03066.SG	E1b1a1b
HG03069.SG	E1b1a1b
HG03385.SG	E1b1a1b
HG03391.SG	E1b1a1b
HG03397.SG	E1b1a1b
HG03442.SG	E1b1a1b
HG03457.SG	E1b1a1b
HG03460.SG	E1b1a1b
I5950	E1b1a2
I5950.SG	E1b1a2
S10551.E1.L1	E1b1b
IAM.7	E1b1b
I1690_published	E1b1b
I1690	E1b1b
TAF015	E1b1b
I0595	E1b1b1
I3151_published	E1b1b1
I3346	E1b1b1
I3579	E1b1b1
I3583	E1b1b1
I4294	E1b1b1
I4664	E1b1b1
I2085	E1b1b1
I1069	E1b1b1
I1415_published	E1b1b1
I1415	E1b1b1
I5435	E1b1b1
I8904	E1b1b1
I8923	E1b1b1
I3151	E1b1b1
I3970	E1b1b1
S11714.Y1.E1.L1	E1b1b1a
S11788.Y1.E1.L1	E1b1b1a
S11064.E1.L1	E1b1b1a
I1710	E1b1b1a
HG02807.SG	E1b1b1a
I3981	E1b1b1a
I4246	E1b1b1a
I6252	E1b1b1a
I6854	E1b1b1a
TAF009	E1b1b1a
I8525	E1b1b1a
DA65.SG	E1b1b1a
TAF011	E1b1b1a1
S11794.Y1.E1.L1	E1b1b1a1a1
S11800.Y1.E1.L1	E1b1b1a1a1
I1317	E1b1b1a1a1
HG01497.SG	E1b1b1a1a1
HG01970.SG	E1b1b1a1a1
HG02330.SG	E1b1b1a1a1
NA19818.SG	E1b1b1a1a1
I6327	E1b1b1a1a1
I6336	E1b1b1a1a1
I6856	E1b1b1a1a1
NA19309.SG	E1b1b1a1a1b
I6250	E1b1b1a1a1b
I8874	E1b1b1a1a1b
HG01377.SG	E1b1b1a1a2
NA20544.SG	E1b1b1a1a2
S10853.E1.L2	E1b1b1a1b1
I1560_d	E1b1b1a1b1
I3948	E1b1b1a1b1
I1900	E1b1b1a1b1
I5104	E1b1b1a1b1
I5105	E1b1b1a1b1
I5111	E1b1b1a1b1
I7404	E1b1b1a1b1
TAF010	E1b1b1a1b1
I10946	E1b1b1a1b1
I5104.SG	E1b1b1a1b1
I5105.SG	E1b1b1a1b1
S10608.E1.L2	E1b1b1a1b1a
S12031.Y1.E1.L1	E1b1b1a1b1a
I1892	E1b1b1a1b1a
HG01072.SG	E1b1b1a1b1a
HG01107.SG	E1b1b1a1b1a
HG01308.SG	E1b1b1a1b1a
NA20510.SG	E1b1b1a1b1a
NA20516.SG	E1b1b1a1b1a
NA20528.SG	E1b1b1a1b1a
I5724	E1b1b1a1b1a
I7498	E1b1b1a1b1a
I7457	E1b1b1a1b1a
I10128	E1b1b1a1b1a
I10950	E1b1b1a1b1a
I8366	E1b1b1a1b1a
I8367	E1b1b1a1b1a
HG01054.SG	E1b1b1a1b1a1
S12300.E1.L1	E1b1b1a1b2
S12298.E1.L1	E1b1b1a1b2
S12304.E1.L1	E1b1b1a1b2
HG01200.SG	E1b1b1a1b2
NA19780.SG	E1b1b1a1b2
I6139	E1b1b1a1b2
JK2888	E1b1b1a1b2
IAM.4	E1b1b1b1
IAM.5	E1b1b1b1
I3682	E1b1b1b1
I3691	E1b1b1b1
HG01699.SG	E1b1b1b1
HG02317.SG	E1b1b1b1
HG02798.SG	E1b1b1b1
I3814	E1b1b1b1
I7500	E1b1b1b1
I8560	E1b1b1b1
HG01088.SG	E1b1b1b1a1
HG01104.SG	E1b1b1b1a1
HG01161.SG	E1b1b1b1a1
HG01680.SG	E1b1b1b1a1
HG02150.SG	E1b1b1b1a1
NA19676.SG	E1b1b1b1a1
NA19759.SG	E1b1b1b1a1
NA19792.SG	E1b1b1b1a1
I2187	E1b1b1b1a1
gun002.SG	E1b1b1b1a1
gun011.SG	E1b1b1b1a1
gun012.SG	E1b1b1b1a1
I2191	E1b1b1b1a1
S12139.Y1.E1.L1	E1b1b1b2
S12221.Y1.E1.L1	E1b1b1b2
S12472.Y1.E1.L1	E1b1b1b2
I1171	E1b1b1b2
RISE423.SG	E1b1b1b2
I0861	E1b1b1b2
I1320	E1b1b1b2
I1072	E1b1b1b2
I3404	E1b1b1b2
I4270_all	E1b1b1b2
I4576_all	E1b1b1b2
I6138	E1b1b1b2
I1414_published	E1b1b1b2
I1685_published	E1b1b1b2
I4576	E1b1b1b2
I4270	E1b1b1b2
I6900	E1b1b1b2
I6899	E1b1b1b2
I1414	E1b1b1b2
I1685	E1b1b1b2
I7760	E1b1b1b2
I0641	E1b1b1b2
I1799	E1b1b1b2
I6194	E1b1b1b2
I6197	E1b1b1b2
DA19.SG	E1b1b1b2
I1323	E1b1b1b2
I1985	E1b1b1b2a
I3262	E1b1b1b2a
S10769.E1.L1	E1b1b1b2a1
I1318	E1b1b1b2a1
I3966	E1b1b1b2a1
HG01112.SG	E1b1b1b2a1
I4614	E1b1b1b2a1
I3222_all	E1b1b1b2a1
I3222	E1b1b1b2a1
I7465	E1b1b1b2a1
S10770.E1.L1	E1b1b1b2a1a
HG01110.SG	E1b1b1b2a1a
HG01250.SG	E1b1b1b2a1a
HG01325.SG	E1b1b1b2a1a
I4570_all	E1b1b1b2a1a
I7766	E1b1b1b2a1a
HG01455.SG	E1b1b1b2a1d
S12399.Y1.E1.L1	E1b1b1b2b
S12398.Y1.E1.L1	E1b1b1b2b
S12379.E1.L1	E1b1b1b2b
S12384.E1.L1	E1b1b1b2b
NA19311.SG	E1b1b1b2b
NA19331.SG	E1b1b1b2b
NA19334.SG	E1b1b1b2b
I4540	E1b1b1b2b
I7944	E1b1b1b2b
I8759	E1b1b1b2b
I8918	E1b1b1b2b
I8920	E1b1b1b2b
I8922	E1b1b1b2b
I6331	E1b1b1c
S12301.E1.L1	E2
S12380.E1.L1	E2
I6332	E2
I8892	E2
I8901	E2
S12533.E1.L1	E2b
I8090_d	E2b
HG02771.SG	E2b1a
NA19035.SG	E2b1a1
NA19380.SG	E2b1a1
I10718	E2b1a1
NA19175.SG	E2b2
NA20348.SG	E2b2
S6341.E1.L5	D
S41.SG	D
mondal_JAR-27.SG	D1
mondal_JAR-54.SG	D1
mondal_JAR-61.SG	D1
mondal_ONG-4.SG	D1
mondal_ONG-9.SG	D1
NA18966.SG	D1b1a
NA19089.SG	D1b1a
NA18983.SG	D1b1a2b
NA19012.SG	D1b1a2b1
NA19058.SG	D1b1a2b1a
NA18944.SG	D1b1a2b1a1
NA18948.SG	D1b1a2b1a1
NA18967.SG	D1b1a2b1a1
NA18988.SG	D1b1a2b1a1
NA19068.SG	D1b1a2b1a1
NA19082.SG	D1b1a2b1a1
NA18960.SG	D1b1d
NA18952.SG	D1b1d1
dong_M820.SG	D1b1d1a
NA19056.SG	D1b1d1a
NA18940.SG	D1b1d1a1a
NA18961.SG	D1b1d1b
NA18970.SG	D1b1d1b
SN-56.SG	D1b2
NA19004.SG	D1b2a
NA18995.SG	D1b2a1
NA19063.SG	D1b2a2
S6420.E1.L2	CF
S10030.E1.L1	CF
vik_97026	CF
I3209	CF
I3235	CF
I6844	CF
I10368	CF
I8142	CF
I0457	CF
S11568.E1.L1	C
S10235.E1.L1	C
S11949.E1.L1	C
S11327.L1	C
LaBrana1.SG	C
Kostenki12	C
Kostenki14	C
Vestonice13_d	C
I2394	C
I3498	C
I1899	C
HG03917.SG	C
I1296_published	C
mondal_ONG-1.SG	C
Sunghir2.SG	C
I10223	C
Paglicci133_published	C
I10968	C
I7867	C
Cioclovina1_m	C
I8105	C
Paglicci133	C
I10274	C
I1296	C
DA188.SG	C
S10381.E1.L2	C1
GoyetQ116-1_udg	C1
Sunghir1.SG	C1
Sunghir3.SG	C1a
Sunghir4.SG	C1a
GoyetQ116-1_published	C1a
GoyetQ116-1	C1a
NA18989.SG	C1a1a1
NA19006.SG	C1a1a1
S10432.E1.L2	C1a1a2
NA18971.SG	C1a1a2
NA18974.SG	C1a1a2
I0706	C1a1a2
S10468.E1.L1	C1a2
S10376.E1.L2	C1a2
I1500	C1a2
I1102	C1a2
I1496	C1a2
aurig.SG	C1a2
NE5.SG	C1a2
Vestonice16	C1a2
I0585.SG	C1a2
I3947	C1a2
Tep006.SG	C1a2
I5070	C1a2
I7136	C1a2
I10008	C1a2
I10010	C1a2
I10063	C1a2
I0843	C1a2
I0585	C1a2
I1496.SG	C1a2
I5070.SG	C1a2
I7136.SG	C1a2
I4089	C1a2a
I2783	C1a2a
I4089.SG	C1a2a
Kostenki14.SG	C1b
HG03228.SG	C1b1a1
S10439.E1.L2	C1b1a1a
NA21133.SG	C1b1a1a
HG03850.SG	C1b1a1a1
mondal_RAI-4.SG	C1b1a1a1
I6553	C1b1a1a1
HG03867.SG	C1b1a1a1a1
NA21118.SG	C1b1a1a1a1a1
NA21127.SG	C1b1a1a1a1a1
NA20911.SG	C1b1a1a1a1a1a
NA21100.SG	C1b1a1a1a1a1a
NA21117.SG	C1b1a1a1a1a1a
NA21124.SG	C1b1a1a1a1a1a
NA21094.SG	C1b1a1a1a1a1a1a
NA20889.SG	C1b1a1a1a1a1a1a1
NA21123.SG	C1b1a1a1a1a1a1a1
NA21091.SG	C1b1a1a1a1a1a1a1a
NA21119.SG	C1b1a1a1a1a1a1a1a
HG03593.SG	C1b1a1b1
HG04155.SG	C1b1a1b1
S6188.E1.L8	C1b2a
EFE005	C1b2a
TAP002	C1b2a
TAP003	C1b2a
Botocudo15.SG	C1b2a1
Botocudo17.SG	C1b2a1
TAP004	C1b2a1
I5031	C1b2b
S11698.Y1.E1.L1	C2
S11696.Y1.E1.L1	C2
SN-45.SG	C2
S12224.Y1.E1.L1	C2
S12442.Y1.E1.L1	C2
HG00628.SG	C2
dong_M9JM6-1.SG	C2
mondal_BIR-08.SG	C2
mondal_BIR-15.SG	C2
mondal_BIR-18.SG	C2
mondal_BR1-16.SG	C2
mondal_IL-01.SG	C2
mondal_IL-09.SG	C2
mondal_IL-11.SG	C2
mondal_RIA-14.SG	C2
mondal_RIA-45.SG	C2
mondal_JAR-32.SG	C2
mondal_ONG-12.SG	C2
mondal_ONG-14.SG	C2
mondal_ONG-8.SG	C2
S11697.Y1.E1.L1	C2b
S11365.L1	C2b
S11325.L1	C2b
S11111.E1.L1	C2b
I6708	C2b
I0754	C2b
CP19	C2b
I1192	C2b
I6834	C2b
Burkhardtshohle_d	C2b
S11264.E1.L1	C2b1a
S11770.Y1.E1.L1	C2b1a
S12975.Y1.E1.L1	C2b1a
S12890.E1.L1	C2b1a
I1193	C2b1a
I2072	C2b1a
I2133	C2b1a
I2135	C2b1a
I3356	C2b1a
I3355	C2b1a
I1963	C2b1a
I1964	C2b1a
I1965	C2b1a
I4777	C2b1a
I7055	C2b1a
DA23.SG	C2b1a
I1965.SG	C2b1a
S11747.Y1.E1.L1	C2b1a1
S11760.Y1.E1.L1	C2b1a1
S11746.Y1.E1.L1	C2b1a1
S11758.Y1.E1.L1	C2b1a1
S11749.Y1.E1.L1	C2b1a1
S11750.Y1.E1.L1	C2b1a1
S8487.E1.L2	C2b1a1
S12977.Y1.E1.L1	C2b1a1
S12424.E1.L1	C2b1a1
I2134	C2b1a1
I2142	C2b1a1
I3430	C2b1a1
I7021	C2b1a1
I7340	C2b1a1
DA357.SG	C2b1a1
I0995	C2b1a1
I0994	C2b1a1
I2134.SG	C2b1a1
I7021.SG	C2b1a1
I2221	C2b1a1a
I4645	C2b1a1a
I7341	C2b1a1a
I4645.SG	C2b1a1a
I4042	C2b1a1b1
I6228	C2b1a1b1
I6228.SG	C2b1a1b1
Kor2.SG	C2b1a2
S11728.E1.L1	C2b1a2a
DA106.SG	C2b1a2a
DA28.SG	C2b1a3
NA18749.SG	C2e1a1
NA19091.SG	C2e1a1a
I5097	C2e1a1a
NA18620.SG	C2e1b1a
NA18612.SG	C2e1b2
HG02141.SG	C2e2
NA19079.SG	C2e2
HG02373.SG	C2e2a1
HG02381.SG	C2e2a1
S11307.E1.L1	F
S3995.E1.L2	F
S11927.E1.L1	F
S11286.E1.L1	F
S11917.E1.L1	F
S11360.L1	F
S11458.Y1.E1.L1	F
S11314.L1	F
S11048.E1.L1	F
SN-09.SG	F
SN-57.SG	F
S12060.E1.L1	F
S12066.E1.L1	F
S12167.E1.L1	F
I1396	F
S12500.Y1.E1.L1	F
I6785	F
S11276.E1.L1	F
S12886.E1.L1	F
S6457.E1.L5	F
RISE145.SG	F
Vestonice43_d	F
I3525	F
I7637	F
HG02040.SG	F
I2426_published	F
I4849	F
I3100_all	F
I6181	F
I6542	F
I3100	F
I6947	F
I7647	F
BC25.SG	F
I4417	F
I4411_d	F
I8970	F
I2948_all	F
I2948	F
I8148	F
I4207_all	F
I4207	F
S11565.E1.L1	GHIJK
I3399	GHIJK
I6354	GHIJK
S6130.E1.L5	G
I0972	G
S12159.E1.L1	G
S11763.Y1.E1.L1	G
Iceman.SG	G
I1883	G
E09624_d	G
I4156	G
I4183	G
I2429	G
I4616	G
I5458	G
I3912_all	G
I5249	G
I3300	G
I10292	G
I5754	G
I6670	G
I8253	G
I3972	G
I10684_d	G
I1674	G1
I4539	G1
I3915_all	G1
I3915	G1
NA20858.SG	G1a
NA20870.SG	G1a
I3912	G1a
S6130.E1.L3	G2
S6130.E1.L6	G2
S11805.Y1.E1.L1	G2
I2383	G2
I2014	G2
I3944	G2
I6130	G2
I6644	G2
Goyet2878-21_udg	G2
I3440	G2
I3892	G2
I7588	G2
I10615	G2
I10616	G2
Goyet2878-21	G2
I2109	G2
ANI160	G2
I0825	G2
S6130.E1.L4	G2a
S6130.E1.L8	G2a
S10561.E1.L2	G2a
S12223.Y1.E1.L1	G2a
S13183.Y1.E1.L1	G2a
RISE374.SG	G2a
I2111_published	G2a
I3309	G2a
I2746	G2a
I3699	G2a
I2748	G2a
I3882	G2a
I7895	G2a
I7941	G2a
I8156	G2a
I2111	G2a
I1671	G2a1a
I4051	G2a1a
HG03708.SG	G2a1a
I10295	G2a1a
DA117.SG	G2a1a
I1337	G2a1a1
DA190.SG	G2a1a1
I7420.SG	G2a2a
I0551	G2a2a
S6130.E1.L2	G2a2a
S6130.E1.L7	G2a2a
S11270.E1.L1	G2a2a
I7420	G2a2a
I0723	G2a2a
I2371	G2a2a
I0056	G2a2a
I0048	G2a2a
I2021	G2a2a
I2026	G2a2a
I2020	G2a2a
I4302	G2a2a
Tep003.SG	G2a2a
I3121_all	G2a2a
I6272	G2a2a
I6604	G2a2a
I3121	G2a2a
I6861	G2a2a
I7292	G2a2a
I7324	G2a2a
I8180	G2a2a
atp005.SG	G2a2a
S11305.E1.L1	G2a2a1
S11600.E1.L1	G2a2a1
I0633	G2a2a1
I1904	G2a2a1
I1876	G2a2a1
I0659	G2a2a1
I0821	G2a2a1
I2037	G2a2a1
I1901	G2a2a1
CabecoArruda122A.SG	G2a2a1
I5077	G2a2a1
I4893	G2a2a1
I3698_all_d	G2a2a1
I3698_d	G2a2a1
I1842	G2a2a1
I7601	G2a2a1
I7598	G2a2a1
I8126	G2a2a1
I8170	G2a2a1
I8569	G2a2a1
I8246	G2a2a1
I4893.SG	G2a2a1
I7221.SG	G2a2a1a
I0634	G2a2a1a
I1131	G2a2a1a
I5072	G2a2a1a
I6914	G2a2a1a
I10047	G2a2a1a
I10133	G2a2a1a
I7192	G2a2a1a
I8116	G2a2a1a
I1131.SG	G2a2a1a
I5077.SG	G2a2a1a
I7192.SG	G2a2a1a
I2510	G2a2a1a2
I5043	G2a2a1a2
I5117	G2a2a1a2
I2428	G2a2a1a2
I6857	G2a2a1a2
I10053	G2a2a1a2
Klei10.SG	G2a2a1a2
I7894	G2a2a1a2
I6643	G2a2a1a2
I7221	G2a2a1a2
I2510.SG	G2a2a1a2
S8172.E1.L1	G2a2a1a2a
S11135.E1.L1	G2a2a1a2a
I1099	G2a2a1a2a
I1103	G2a2a1a2a
I1889	G2a2a1a2a
I2792_all	G2a2a1a2a
I4333	G2a2a1a2a
I1583	G2a2a1a2a
I4483	G2a2a1a2a
I4977	G2a2a1a2a
I0698_published	G2a2a1a2a
I2792	G2a2a1a2a
I0698	G2a2a1a2a
I10353	G2a2a1a2a
I8169	G2a2a1a2a
I1583.SG	G2a2a1a2a
I4333.SG	G2a2a1a2a
I0739	G2a2a1a2a1
I3528	G2a2a1a2a1
HG01311.SG	G2a2a1a2a1
I10365	G2a2a1a2a1
S10390.E1.L2	G2a2a1a2a1a
E09538	G2a2a1a2a1a
I3872	G2a2a1a2a1a
I2760	G2a2a1a2a1a
HG02681.SG	G2a2a1a2a1a
I5118	G2a2a1a2a1a
I10138	G2a2a1a2a1a
I1893	G2a2b
I2356	G2a2b
I2395	G2a2b
I6663	G2a2b
I7587	G2a2b
MA2208_final.SG	G2a2b
S12293.E1.L1	G2a2b1
NA20767.SG	G2a2b1a
I10219	G2a2b2
S10617.E1.L2	G2a2b2a
S11813.Y1.E1.L1	G2a2b2a
I1097	G2a2b2a
I0744	G2a2b2a
I1882	G2a2b2a
I1926	G2a2b2a
I2110	G2a2b2a
I3879	G2a2b2a
I2743	G2a2b2a
I2744	G2a2b2a
I2788	G2a2b2a
HG02687.SG	G2a2b2a
I1295	G2a2b2a
I5204	G2a2b2a
I6334	G2a2b2a
I7712	G2a2b2a
I10357	G2a2b2a
I10617	G2a2b2a
I9130	G2a2b2a
S12190.E1.L1	G2a2b2a1
I1043	G2a2b2a1
I0053.SG	G2a2b2a1
I0727	G2a2b2a1
I2374	G2a2b2a1
I6337	G2a2b2a1
I10045	G2a2b2a1
I10049	G2a2b2a1
I10046	G2a2b2a1
I1896	G2a2b2a1a
HG02224.SG	G2a2b2a1a
I2367	G2a2b2a1a
I10016	G2a2b2a1a
I10058	G2a2b2a1a
I8256	G2a2b2a1a
I7219	G2a2b2a1a
I2367.SG	G2a2b2a1a
I10068	G2a2b2a1a1a
NA19747.SG	G2a2b2a1a1a1a
I0053	G2a2b2a1a1a2
DA179.SG	G2a2b2a1a1a2
S10495.E1.L1	G2a2b2a1a1a2a
I3675	G2a2b2a1a1b
I5729	G2a2b2a1a1b
I10640	G2a2b2a1a1b
I10694	G2a2b2a1a1b
I7866	G2a2b2a1a1b
I8252	G2a2b2a1a1b
I8257	G2a2b2a1a1b
BIM37b.SG	G2a2b2a1a1b
I2366	G2a2b2a1a1b1
I10347	G2a2b2a1a1b1
I10636	G2a2b2a1a1b1
I0219	G2a2b2a1a1b1
I5729.SG	G2a2b2a1a1b1
S12772.Y1.E1.L1	G2a2b2a1a1b1a
HG01097.SG	G2a2b2a1a1b1a
I5463	G2a2b2a1a1b1a
I10686	G2a2b2a1a1b1a
I1927	G2a2b2a1a1b1a1a1
FN2.SG	G2a2b2a1a1b1a1a1
NA12546.SG	G2a2b2a1a1b1a1a1c
S11152.E1.L1	G2a2b2a1a1b1a1b
S12099.Y1.E1.L1	G2a2b2a1a1b1a1b1
I10658	G2a2b2a1a1b1a1b1
I10662	G2a2b2a1a1b1a1b1
NA19670.SG	G2a2b2a1a1b1a1b1a
NA20536.SG	G2a2b2a1a1b1a1b1a1
I0746	G2a2b2a1a1c
I10048	G2a2b2a1a1c
I10054	G2a2b2a1a1c
I10294	G2a2b2a1a1c
I2354	G2a2b2a1a1c1a
I2368	G2a2b2a1a1c1a
I2369	G2a2b2a1a1c1a
I3876	G2a2b2a1a1c1a
NA18549.SG	G2a2b2a1a1c1a
I3125_all	G2a2b2a1a1c1a
I3125	G2a2b2a1a1c1a
I7261	G2a2b2a1a1c1a
I10061	G2a2b2a1a1c1a
I8199	G2a2b2a1a1c1a
I8365	G2a2b2a1a1c1a
I2431	G2a2b2a1a1c1a
I2431.SG	G2a2b2a1a1c1a
I3125.SG	G2a2b2a1a1c1a
NA12777.SG	G2a2b2a1a1c1a1a
S10373.E1.L2	G2a2b2a1a1c1a2
I3350	G2a2b2a1a1c1a2
HG01512.SG	G2a2b2a1a1c1a2
HG03577.SG	G2a2b2a1a1c1a2
I2532	G2a2b2b
Bon001.SG	G2a2b2b
Bon004.SG	G2a2b2b
NA12286.SG	G2a2b2b
I1877	G2a2b2b
ANI159-ANI181	G2a2b2b
I1302	G2a2b2b
I0676	G2a2b2b1
I1877_all	G2a2b2b1
I2739	G2a2b2b1
I1880_all	G2a2b2b1a
I4594	G2a2b2b1a
I2521	G2a2b2b1a
I1880	G2a2b2b1a
I7291	G2a2b2b1a
I2521.SG	G2a2b2b1a
vik_grt035	G2a2b2b1a1
I3642	G2a2b2b1a1
I10137	G2a2b2b1a1
I10280	G2a2b2b1a1
I10335	G2a2b2b1a1
I10364	G2a2b2b1a1
I8059	G2a2b2b1a1
DA198.SG	G2a2b2b1a1
I1314	G2a2b2b1a1
I3938	G2b
ARM002.A0101	G2b
ARM003.A0101	G2b
WC1.SG	G2b
I3440_all	G2b1
HG02789.SG	G2b1a
S6130.E1.L9	G 
S11232.Y1.E1.L1	HIJK
I1700_published	HIJK
I1700	HIJK
I3587_d	HIJK
S11703.Y1.E1.L1	H
S11909.E1.L1	H
S6865.E1.L2	H
S11055.E1.L1	H
S13181.Y1.E1.L1	H
I1709	H
I2352	H
I2376	H
I6865	H
I1906	H
I2575_published	H
I5011	H
I7643	H
I10620	H
I10622	H
I11241	H
I3214_all	H
I4209_all	H
I3214	H
I4209	H
san216.SG	H
I6548	H1a1
HG03824.SG	H1a1a
I8194	H1a1a
HG03846.SG	H1a1a1
HG02786.SG	H1a1d1
HG04164.SG	H1a1d1
I6188	H1a1d1
S10409.E1.L2	H1a1d2
S12143.Y1.E1.L1	H1a1d2
S12447.Y1.E1.L1	H1a1d2
S12479.Y1.E1.L1	H1a1d2
I3342	H1a1d2
I3407	H1a1d2
I4041	H1a1d2
HG04060.SG	H1a1d2
I5986	H1a1d2
I5987	H1a1d2
I6088	H1a1d2
I11459	H1a1d2
HG04002.SG	H1a1d2a
mondal_RAI-2.SG	H1a1d2a
HG03716.SG	H1a1d2b
HG03941.SG	H1a1d2b
HG04211.SG	H1a1d2b
mondal_BR1-12.SG	H1a1d2b
mondal_VV1-06.SG	H1a1d2b
HG03815.SG	H1a1d2b1
HG04185.SG	H1a1d2b1a
HG04235.SG	H1a1d2b2
HG03738.SG	H1a1d2b2a
HG03755.SG	H1a1d2b2a
HG04006.SG	H1a1d2b3a
