Sample_ID	Y haplogroup calls
Sanganji_131421-3_A2.SG	H1a1d2b3a1
HG03600.SG	H1a1d2b3a1
HG03777.SG	H1a1d2b3a1a
HG03009.SG	H1a1d2b3a1a1
NA20901.SG	H1a1d2b3a1a1
mondal_RAI-12.SG	H1a1d2b3a1a1
HG01583.SG	H1a1d2c
HG03778.SG	H1a1d2c
NA21107.SG	H1a1d2c1a
NA20871.SG	H1a1d2c1a1
NA21126.SG	H1a1d2c1a1
NA21116.SG	H1a1d2c1b
HG04146.SG	H1a1d2c1b1
HG04176.SG	H1a1d2c1b1
mondal_BIR-11.SG	H1a1d2c1b1
mondal_BIR-12.SG	H1a1d2c1b1
mondal_BIR-13.SG	H1a1d2c1b1
mondal_BIR-22.SG	H1a1d2c1b1
HG03644.SG	H1a1d2c1b1a
HG03646.SG	H1a1d2c1b1a
HG03745.SG	H1a1d2c1b1a
HG03800.SG	H1a1d2c1b1a
HG03950.SG	H1a1d2c1b1a
HG03985.SG	H1a1d2c1b1a
HG04061.SG	H1a1d2c1b1a
HG04161.SG	H1a1d2c1b1a
HG04206.SG	H1a1d2c1b1a
NA20863.SG	H1a1d2c1b1a
NA21087.SG	H1a1d2c2a
NA21099.SG	H1a1d2c2a
NA21113.SG	H1a1d2c2a
HG04188.SG	H1a2
HG03812.SG	H1a2a
NA21093.SG	H1a2a1
I2868_all	H1a2a1
I2868	H1a2a1
NA21111.SG	H1a2a1a
NA21112.SG	H1a2a1a
I8567	H1a2a1a
S11508.E1.L1	H1b1
HG04198.SG	H1b1
HG04222.SG	H1b1
I5990	H1b1
HG03809.SG	H1b2
mondal_IL-04.SG	H1b2
I5978	H1b2
HG03594.SG	H1b2a
HG03991.SG	H1b2a
S11906.E1.L1	H2
S11907.E1.L1	H2
S10545.E1.L1	H2
I0405	H2
I0174	H2
S6865.E1.L3	H2
I1101	H2
I0745	H2
I0867	H2
I2364	H2
I1887	H2
I1903	H2
I2520	H2
I6677	H2
Brillenhohle_d_published	H2
I7134	H2
I10619	H2
I10621	H2
I10711	H2
I0709.SG	H2
I0745.SG	H2
I2520.SG	H2
I7134.SG	H2
I1720	H3
mondal_IL-15.SG	H3
I2335_all	H3
I2335	H3
HG03870.SG	H3a1
HG03872.SG	H3a1
HG04238.SG	H3a1
S12234.E1.L1	H3a2
mondal_RAI-13.SG	H3a2
HG03848.SG	H3a2a1
HG03965.SG	H3a2a1a
HG03792.SG	H3a2a2
HG04033.SG	H3a2a2
RISE416.SG	H3a2b
HG03680.SG	H3a2b
HG03837.SG	H3a2b
I3402	H3b
HG02684.SG	H3b
BC23.SG	H3b
HG03697.SG	H3b1
HG03890.SG	H3b1
I0802	IJK
CK-03.SG	IJK
S12343.Y1.E1.L1	IJK
I2713	IJK
I4622	IJK
TAN002	IJK
I8028	IJK
S6457.E1.L6	IJ
I7648	IJ
I2426	IJ
S10450.E1.L1	I
S11665.Y1.E1.L1	I
S11677.Y1.E1.L1	I
S11670.Y1.E1.L1	I
S11662.Y1.E1.L1	I
S10481.E1.L1	I
S11604.E1.L1	I
S5773.E1.L3	I
S5868.E1.L4	I
S5868.E1.L5	I
S5773.E1.L2	I
S11903.E1.L1	I
S11905.E1.L1	I
S5886.E1.L5	I
S5957.E1.L4	I
S10899.E1.L1	I
vik_2072	I
vik_97029	I
S11060.E1.L1	I
I1424	I
StoraForvar11.SG	I
Ajvide52.SG	I
Ajvide59.SG	I
Ajvide70.SG	I
Ire8.SG	I
I0116.SG	I
RISE175.SG	I
RISE179.SG	I
RISE210.SG	I
RISE487.SG	I
Pavlov1_d	I
I1577	I
I2387	I
I2483	I
I3137_published	I
I3575	I
I3641	I
I4167	I
I4174	I
I1890	I
I2755	I
I3039	I
I3045	I
I3713_published	I
I5010	I
I5012	I
I4651	I
I4949	I
I5771	I
I5866	I
I5869	I
I5874	I
I2484_all	I
I5957_published	I
I6543	I
I6744	I
I6298	I
I6558	I
I0519	I
I0520	I
Chaudardes1_m_udg	I
GoyetQ-2_udg	I
I2484	I
I4870	I
GoyetQ-2_published	I
HohleFels49_d_published	I
Sunghir6.SG	I
I7147	I
I7018	I
I6904	I
I4661	I
I7645	I
I7020_d	I
SF11.SG	I
Donkalnis4	I
I10283	I
I10286	I
I10336	I
BerryAuBac_published	I
Burkhardtshohle_d_published	I
I6378	I
I7148	I
Brillenhohle	I
Chaudardes1_m	I
I7840	I
GoyetQ-2	I
I7983	I
I8014	I
HohleFels10	I
HohleFels79	I
Iboussieres25-1	I
I8153	I
I8414	I
Rochedane	I
BerryAuBac	I
I3713	I
Bul8	I
I7434	I
I10705_d	I
DA31.SG	I
I1282	I
I1284	I
I0807	I
I0453	I
I0790	I1
I0775	I1
S12033.Y1.E1.L1	I1
US-14.SG	I1
S10527.E1.L1	I1
vik_urm035	I1
RISE207.SG	I1
I2985	I1
I9016	I1
I2096_all	I1
I2096	I1
I3747	I1
STR241.SG	I1
STR486.SG	I1
NO3423.SG	I1a
NA07051.SG	I1a
AED249.SG	I1a
NA19723.SG	I1a1
vik_84005	I1a1b3
HG00186.SG	I1a1b3a1
HG00308.SG	I1a1b3a1
HG00321.SG	I1a1b3a1
HG00325.SG	I1a1b3a1
HG00345.SG	I1a1b3a1
HG00372.SG	I1a1b3a1
I2857	I1a1b3b
HG00190.SG	I1a1b3b
NA11829.SG	I1a1b3b
HG00189.SG	I1a1b4
S11588.E1.L1	I1a2
S12795.Y1.E1.L1	I1a2
I0772	I1a2a
I0499	I1a2a
vik_urm045	I1a2a1
HG00159.SG	I1a2a1
HG02274.SG	I1a2a1a
NA20762.SG	I1a2a1a
HG02445.SG	I1a2a1a1a
HG02420.SG	I1a2a1a1a1
HG00234.SG	I1a2a1a1b
HG02433.SG	I1a2a1a2
NA19982.SG	I1a2a1a2
NA20511.SG	I1a2a1a2
HG00101.SG	I1a2a1b
NA06994.SG	I1a2a1b
HG00252.SG	I1a2a2
NA11881.SG	I1a2a2
NA12750.SG	I1a2a2
HG00310.SG	I1a2b
NA11919.SG	I1a2b
I6650	I1a3
NA11893.SG	I1a3a1
I5459	I1a3a1a
I1881	I1a3a1a1b
HG00140.SG	I1a3a1a1c
HG00117.SG	I1b
NA11992.SG	I1b1
I7440.SG	I2
I0804	I2
Gokhem4.SG	I2
I2629_published	I2
I3716_published	I2
I5007	I2
I5009	I2
SBj.SG	I2
I10277	I2
Rochedane_published	I2
I2629	I2
I3716	I2
I3720	I2
I6641	I2
I2440	I2
I1763.SG	I2
I6696.SG	I2
NE7.SG	I2a
I2353	I2a
I5110	I2a
I4981	I2a
I10130	I2a
I1495.SG	I2a
I4440.SG	I2a
I5110.SG	I2a
I7042.SG	I2a
S10456.E1.L1	I2a1
I0015	I2a1
I0449	I2a1
S12494.Y1.E1.L1	I2a1
S10783.E1.L1	I2a1
I1495	I2a1
I1507	I2a1
Ajvide58.SG	I2a1
I1565	I2a1
Bichon.SG	I2a1
I6696	I2a1
I7042	I2a1
I1763	I2a1
I7197	I2a1
I2752	I2a1
I4438	I2a1
I4440	I2a1
I5236	I2a1
I10062	I2a1
I10949	I2a1
I8110	I2a1
I8111	I2a1
I8795	I2a1
STR491.SG	I2a1
I1507.SG	I2a1
I4438.SG	I2a1
I5236.SG	I2a1
I7439.SG	I2a1a1
S11599.E1.L1	I2a1a1
HG01167.SG	I2a1a1
HG01610.SG	I2a1a1
I3456	I2a1a1
I6601	I2a1a1
I4229.SG	I2a1a1
S11605.E1.L1	I2a1a1a
S5868.E1.L6	I2a1a1a
S12931.Y1.E1.L1	I2a1a1a
S10532.E1.L1	I2a1a1a
S12791.Y1.E1.L1	I2a1a1a
RISE486.SG	I2a1a1a
RISE489.SG	I2a1a1a
I1303	I2a1a1a
I3023	I2a1a1a
I3002	I2a1a1a
I3535	I2a1a1a
I3759	I2a1a1a
I2753	I2a1a1a
I2754	I2a1a1a
I5004	I2a1a1a
I5008	I2a1a1a
I5013	I2a1a1a
I5773_published	I2a1a1a
I5429	I2a1a1a
I4229	I2a1a1a
I6659	I2a1a1a
I7006	I2a1a1a
I7438	I2a1a1a
I7439	I2a1a1a
I7440	I2a1a1a
I7435	I2a1a1a
I7436	I2a1a1a
I7437	I2a1a1a
I10072	I2a1a1a
I10278	I2a1a1a
I7818	I2a1a1a
I8030	I2a1a1a
I8032	I2a1a1a
I8036	I2a1a1a
I8066	I2a1a1a
HohleFels49	I2a1a1a
I7435.SG	I2a1a1a1
HG01197.SG	I2a1a1a1
HG01344.SG	I2a1a1a1
I4229_all	I2a1a1a1
I8056	I2a1a1a1
HG01101.SG	I2a1a1a1a1b
Spiginas1	I2a1a2a1a
S10454.E1.L1	I2a1b
S11607.E1.L1	I2a1b
S11592.E1.L1	I2a1b
S12091.E1.L1	I2a1b
vik_urm161	I2a1b
I0013	I2a1b
I0017	I2a1b
S11054.E1.L1	I2a1b
S11622.E1.L1	I2a1b
S11624.E1.L1	I2a1b
S12812.E1.L1	I2a1b
S12817.E1.L1	I2a1b
S12811.E1.L1	I2a1b
I0013.SG	I2a1b
I0412.SG	I2a1b
I1879	I2a1b
I0017.SG	I2a1b
I6697	I2a1b
I2631	I2a1b
I2637	I2a1b
I2796_published	I2a1b
I2830	I2a1b
I2932	I2a1b
I4303	I2a1b
CabecoArruda117B.SG	I2a1b
CovaMoura364.SG	I2a1b
LugarCanto45.SG	I2a1b
I5005	I2a1b
I4304	I2a1b
I5428	I2a1b
I6608	I2a1b
I6759	I2a1b
I7137	I2a1b
I7375	I2a1b
I7370	I2a1b
I7394	I2a1b
Steigen.SG	I2a1b
Kretuonas5	I2a1b
I10216	I2a1b
I2634	I2a1b
I8023	I2a1b
I8048	I2a1b
I8068	I2a1b
I8364	I2a1b
I8797	I2a1b
I2796	I2a1b
I0001	I2a1b
I0519_all	I2a1b
I7982	I2a1b
I7987	I2a1b
por002.SG	I2a1b
I2637.SG	I2a1b
I7554.SG	I2a1b1
S10477.E1.L1	I2a1b1
S11581.E1.L1	I2a1b1
S10528.E1.L1	I2a1b1
S10526.E1.L1	I2a1b1
S12317.E1.L1	I2a1b1
I0412	I2a1b1
I2978	I2a1b1
I2979	I2a1b1
I2630	I2a1b1
I2635	I2a1b1
I2935	I2a1b1
I7554	I2a1b1
I7372	I2a1b1
Kretuonas2	I2a1b1
I8033	I2a1b1
I8035	I2a1b1
I8067	I2a1b1
I2932.SG	I2a1b1
I7370.SG	I2a1b1a
I0172.SG	I2a1b1a
I0172	I2a1b1a
I7644	I2a1b1a
I8034	I2a1b1a
I2935.SG	I2a1b1a
I2978.SG	I2a1b1a
I3133.SG	I2a1b1a
I7137.SG	I2a1b2
S10479.E1.L2	I2a1b2a
S10430.E1.L2	I2a1b2a1
I1116	I2a1b2a1
HG00360.SG	I2a1b2a1
I1116.SG	I2a1b2a1
S11308.E1.L1	I2a2
S5888.E1.L4	I2a2
S5888.E1.L5	I2a2
S13238.Y1.E1.L1	I2a2
S13239.Y1.E1.L1	I2a2
S12312.E1.L1	I2a2
I1430	I2a2
I3272	I2a2
I2977	I2a2
I4172	I2a2
I1975	I2a2
I4915	I2a2
I4971	I2a2
I4962_d	I2a2
I5888_published	I2a2
I2177	I2a2
I2529_published	I2a2
I4607_all	I2a2
I5401	I2a2
I2658	I2a2
I6754	I2a2
I0518	I2a2
I6767	I2a2
I4607	I2a2
I1845	I2a2
I7126	I2a2
I2529	I2a2
I10284	I2a2
I8158	I2a2
I2405	I2a2
I0518_all	I2a2
por004.SG	I2a2
I2405_published	I2a2
I1274	I2a2
I0826	I2a2
I7126.SG	I2a2
S11691.Y1.E1.L1	I2a2a
S11681.Y1.E1.L1	I2a2a
S5872.E1.L3	I2a2a
S5886.E1.L4	I2a2a
S5957.E1.L5	I2a2a
S11249.E1.L1	I2a2a
S11248.E1.L1	I2a2a
I2657	I2a2a
S13187.Y1.E1.L1	I2a2a
S13237.Y1.E1.L1	I2a2a
S13236.Y1.E1.L1	I2a2a
RISE254.SG	I2a2a
I0581	I2a2a
ATP17.SG	I2a2a
I3269	I2a2a
I3714	I2a2a
I4171	I2a2a
I4188	I2a2a
I4193	I2a2a
I1976_published	I2a2a
I3040	I2a2a
Ukraine_N1.SG	I2a2a
I4565	I2a2a
NA12413.SG	I2a2a
I3719	I2a2a
I5838	I2a2a
I5359	I2a2a
I5387	I2a2a
I6587	I2a2a
I2786	I2a2a
I1970	I2a2a
I7602	I2a2a
I7603	I2a2a
I7605	I2a2a
I7606	I2a2a
I7642	I2a2a
I7604	I2a2a
I10287	I2a2a
I10341	I2a2a
Falkenstein	I2a2a
I8333	I2a2a
I1976	I2a2a
I2473	I2a2a
atp12-1420.SG	I2a2a
I2467	I2a2a
I2473_published	I2a2a
I1277	I2a2a
I0460	I2a2a
I0458	I2a2a
I4915.SG	I2a2a
I5838.SG	I2a2a
I4192	I2a2a1
I5868_published	I2a2a1
I6747	I2a2a1
I6755	I2a2a1
Falkenstein_d_published	I2a2a1
I5868	I2a2a1
I0520_all	I2a2a1
I2691.SG	I2a2a1
I4878.SG	I2a2a1
vik_grt036	I2a2a1a1a
S12440.Y1.E1.L1	I2a2a1a1a
S12439.Y1.E1.L1	I2a2a1a1a
I3134	I2a2a1a1a
I3068	I2a2a1a1a
I1767	I2a2a1a1a
I2660	I2a2a1a1a
I7638	I2a2a1a1a
I6753	I2a2a1a1a
I3134.SG	I2a2a1a1a
I3135.SG	I2a2a1a1a
I2655	I2a2a1a1a1
HG02536.SG	I2a2a1a1a1
I2933	I2a2a1a1a2
I6757	I2a2a1a1a2
I6760	I2a2a1a1a2
I6762	I2a2a1a1a2
HG01527.SG	I2a2a1a2a
I4206	I2a2a1a2a
HG02470.SG	I2a2a1a2a1a1
NA11932.SG	I2a2a1a2a1a1
RISE479.SG	I2a2a1a2a2
I2758	I2a2a1a2a2
I5243	I2a2a1a2a2
I5243.SG	I2a2a1a2a2
S10455.E1.L1	I2a2a1b
S10467.E1.L1	I2a2a1b
S10471.E1.L1	I2a2a1b
S10463.E1.L1	I2a2a1b
S11061.E1.L1	I2a2a1b
S13186.Y1.E1.L1	I2a2a1b
I2379	I2a2a1b
I2650	I2a2a1b
I3712_published	I2a2a1b
I4441	I2a2a1b
ILK001	I2a2a1b
I4882	I2a2a1b
I2793	I2a2a1b
I5402	I2a2a1b
I7012	I2a2a1b
I10007	I2a2a1b
I8558	I2a2a1b
I8793	I2a2a1b
I8794	I2a2a1b
I2441	I2a2a1b
I4553.SG	I2a2a1b
I4880.SG	I2a2a1b
I4881.SG	I2a2a1b
S10480.E1.L1	I2a2a1b1
S10546.E1.L1	I2a2a1b1
S10559.E1.L2	I2a2a1b1
I2375	I2a2a1b1
I2377	I2a2a1b1
I3311	I2a2a1b1
I3559	I2a2a1b1
I3717	I2a2a1b1
I2175	I2a2a1b1
I2176_published	I2a2a1b1
I5737	I2a2a1b1
I5886_published	I2a2a1b1
I1378	I2a2a1b1
I7141	I2a2a1b1
I7146	I2a2a1b1
I7143	I2a2a1b1
I7142	I2a2a1b1
I6103	I2a2a1b1
I2176	I2a2a1b1
I10349	I2a2a1b1
I3712	I2a2a1b1
I7142.SG	I2a2a1b1
S12468.Y1.E1.L1	I2a2a1b1b
I1738	I2a2a1b1b
RISE552.SG	I2a2a1b1b
I2165	I2a2a1b1b
I5870	I2a2a1b1b
I5872_published	I2a2a1b1b
I5875	I2a2a1b1b
I7920	I2a2a1b1b
I1738.SG	I2a2a1b1b
I7146.SG	I2a2a1b1b
S12149.Y1.E1.L1	I2a2a1b1b1
S12471.Y1.E1.L1	I2a2a1b1b1
I2392	I2a2a1b1b1
S10458.E1.L1	I2a2a1b2
S10459.E1.L1	I2a2a1b2
S10452.E1.L1	I2a2a1b2
S10466.E1.L1	I2a2a1b2
S10472.E1.L1	I2a2a1b2
S10461.E1.L1	I2a2a1b2
S8420.E1.L2	I2a2a1b2
I0406	I2a2a1b2
I5102	I2a2a1b2
ILK002	I2a2a1b2
I4596	I2a2a1b2
I4880	I2a2a1b2
I4881	I2a2a1b2
I4914	I2a2a1b2
I6617	I2a2a1b2
I7135	I2a2a1b2
I10005	I2a2a1b2
I10009	I2a2a1b2
I10132	I2a2a1b2
I7952	I2a2a1b2
I8799	I2a2a1b2
c40331.SG	I2a2a1b2
I2650.SG	I2a2a1b2
I4551.SG	I2a2a1b2
I4596.SG	I2a2a1b2
I4882.SG	I2a2a1b2
I4914.SG	I2a2a1b2
I5102.SG	I2a2a1b2
I4441.SG	I2a2a1b2a
NA20351.SG	I2a2a1b2a1a2
HG00136.SG	I2a2a1b2a2a1a1a1a
NA12003.SG	I2a2a1b2a2a1a1a1a1a1
NA19984.SG	I2a2a1b2a2a1a1a1a1a1
S13184.Y1.E1.L1	I2a2a1b2a2a2
NA12748.SG	I2a2a1b2a2a2a
Bul6	I2a2a1b2a2a2a
I4553	I2a2a1b2a2b1
I7272.SG	I2a2a2a
I7539.SG	I2a2a2a
S10474.E1.L1	I2a2a2a
S10465.E1.L1	I2a2a2a
S10473.E1.L1	I2a2a2a
S10470.E1.L1	I2a2a2a
S10462.E1.L1	I2a2a2a
S5872.E1.L2	I2a2a2a
S11766.Y1.E1.L1	I2a2a2a
S12990.Y1.E1.L1	I2a2a2a
S12438.Y1.E1.L1	I2a2a2a
S12437.Y1.E1.L1	I2a2a2a
RISE247.SG	I2a2a2a
I2378	I2a2a2a
I3135	I2a2a2a
I2403	I2a2a2a
I3715	I2a2a2a
I2691	I2a2a2a
I7272	I2a2a2a
I3041	I2a2a2a
I4551	I2a2a2a
I5106	I2a2a2a
I4878	I2a2a2a
I5689	I2a2a2a
I6750	I2a2a2a
I2606	I2a2a2a
I2800	I2a2a2a
I7187	I2a2a2a
I7539	I2a2a2a
I10351	I2a2a2a
I7010	I2a2a2a
I8527	I2a2a2a
I8742	I2a2a2a
I8951	I2a2a2a
I2699	I2a2a2a
I3137	I2a2a2a
DA30.SG	I2a2a2a
I0455	I2a2a2a
I2660.SG	I2a2a2a
S11590.E1.L1	I2a2b
I0114	I2a2b
S12087.E1.L1	I2a2b
I3140	I2a2b
HG01988.SG	I2a2b
I7959	I2a2b
S10491.E1.L1	I2c
S11935.E1.L1	I2c
S11904.E1.L1	I2c
S11934.E1.L1	I2c
S11933.E1.L1	I2c
S11902.E1.L1	I2c
I0012	I2c
I1096	I2c
I1637	I2c
I1636	I2c
I0116	I2c
I0724	I2c
I3532	I2c
I7199	I2c
I2789	I2c
I1905	I2c
I4806	I2c
I4961	I2c
I4884	I2c
I2384	I2c
I2791	I2c
Hum2.SG	I2c
I10271	I2c
I10320	I2c
I7888	I2c
I7901	I2c
I7960	I2c
I7962	I2c
I10319	I2c1
I10321	I2c1
I7963	I2c1
S6420.E1.L4	J
S11304.E1.L1	J
I0963	J
S6420.E1.L3	J
S6441.E1.L4	J
S11673.Y1.E1.L1	J
I1343	J
S8932.E1.L1	J
I0956	J
S10553.E1.L1	J
S10417.E1.L2	J
S6420.E1.L6	J
S6420.E1.L7	J
S12116.Y1.E1.L1	J
S11845.E1.L1	J
S11843.E1.L1	J
S11254.E1.L1	J
S12070.E1.L1	J
S12158.E1.L1	J
S12000.E1.L1	J
S6441.E1.L9	J
S12220.Y1.E1.L1	J
S12222.Y1.E1.L1	J
S12487.Y1.E1.L1	J
S12465.Y1.E1.L1	J
S12482.Y1.E1.L1	J
S12453.Y1.E1.L1	J
S12486.Y1.E1.L1	J
S13166.Y1.E1.L1	J
S6420.E1.L6_new	J
S6457.E1.L2	J
S6441.E1.L7	J
S6420.E1.L7_new	J
I1662	J
I0497	J
RISE408.SG	J
I1721_d	J
I6441	J
I1293_all	J
I2051	J
I2055	J
I3771	J
I3381	J
I3690	J
I3686	J
I3351	J
I3978	J
I4054	J
I4185	J
I7073	J
I1934_published	J
I1792	J
I4367	J
I4521	J
I4525	J
Tep001.SG	J
I2128	J
I2927	J
I4899	J
I4998	J
I5295	J
mondal_IL-10.SG	J
mondal_RAI-15.SG	J
mondal_RIA-41.SG	J
I2507_all	J
I2874_all	J
I3286_all	J
I5228	J
I5404	J
I5562	J
I6161	J
JK2911	J
I6127	J
I6386	J
I6460	J
I2507	J
I3243	J
I3286	J
I2874	J
I7179	J
MK5008.B0101	J
OSS002.B0101	J
VEK007.A0101	J
I7094	J
I6928	J
I3584	J
I6923	J
I7182	J
I1808	J
I1934	J
I7738	J
I7735	J
I4411	J
Popovo2	J
I10104	J
I10146	J
I10266	J
I10268	J
I10678	J
I10695	J
I11480	J
I7772	J
I7796	J
I7882	J
I7923	J
I7929	J
I7939	J
I8145	J
I8524	J
I8932	J
I4102_all	J
I4102	J
I7405	J
I8205	J
I2190	J
I8216	J
I2195	J
I8471	J
I8959	J
DA124.SG	J
DA208.SG	J
DA379_final.SG	J
MA2205_final.SG	J
Alh10.SG	J
I1325	J
S10020.E1.L1	J1
S10392.E1.L2	J1
S12481.Y1.E1.L1	J1
S6441.E1.L8	J1
S12248.E1.L1	J1
SATP.SG	J1
I1784	J1
I4517	J1
HG01253.SG	J1
HG01256.SG	J1
I4097_all	J1
I6221	J1
I3821_all	J1
I6549	J1
I6550	J1
I4097	J1
I3821	J1
VEK009.A0101	J1
I6735	J1
I7715	J1
I8504	J1
I8505	J1
HG03767.SG	J1a
I6257	J1a
I2495	J1a
I7942	J1a
I6735.SG	J1a
S6441.E1.L5	J1a2b
S6441.E1.L6	J1a2b
S6441.E1.L3	J1a2b
S11128.E1.L1	J1a2b
S11035.E1.L1	J1a2b
S11037.E1.L1	J1a2b
I1705	J1a2b
I3965	J1a2b
HG01069.SG	J1a2b
HG01130.SG	J1a2b
HG01431.SG	J1a2b
HG01437.SG	J1a2b
HG01571.SG	J1a2b
HG01686.SG	J1a2b
HG01935.SG	J1a2b
HG02253.SG	J1a2b
NA12282.SG	J1a2b
NA20543.SG	J1a2b
I3985_all	J1a2b
I3987_all	J1a2b
JK2134	J1a2b
I6461	J1a2b
I6464	J1a2b
I6566	J1a2b
I6569	J1a2b
I6459	J1a2b
I3985	J1a2b
I3987	J1a2b
I3705	J1a2b
I3706	J1a2b
I3703	J1a2b
ERS1790733.SG	J1a2b
I10093	J1a2b
I10101	J1a2b
I10106	J1a2b
I10264	J1a2b
I8187	J1a2b
I8188	J1a2b
I2198	J1a2b
I3911.SG	J1a2b
S10394.E1.L2	J1a2b3
HG00181.SG	J1a2b3a1
I0955	J1a3a
S12419.E1.L1	J1a3a
S12416.E1.L1	J1a3a
I4354	J1a3a
I4533	J1a3a
HG01494.SG	J1a3a
I2869_all	J1a3a
I2869	J1a3a
I4533.SG	J1a3a
S12458.Y1.E1.L1	J2
RISE504.SG	J2
I7079	J2
I5068	J2
I6420	J2
DA381_final.SG	J2
I7421.SG	J2a
S10384.E1.L2	J2a
S7400.E1.L3	J2a
S12162.E1.L1	J2a
I4157	J2a
S12891.E1.L1	J2a
I0708	J2a
S12712.Y1.E1.L1	J2a
S12514.E1.L1	J2a
S12515.E1.L1	J2a
I7421	J2a
I3931	J2a
I3789	J2a
I4292	J2a
I1902	J2a
HG01589.SG	J2a
HG02774.SG	J2a
I4478	J2a
I5091	J2a
I5207	J2a
I5372_d	J2a
I3435_all	J2a
I3435	J2a
I7037	J2a
I7265	J2a
I10359	J2a
I11474	J2a
I8370	J2a
I8728	J2a
I6167	J2a
I8208	J2a
DA203.SG	J2a
MA2212_final.SG	J2a
I0052	J2a
I0708.SG	J2a
I1331	J2a
I1332	J2a
I0211	J2a
I7223.SG	J2a1
S10388.E1.L2	J2a1
S11027.E1.L1	J2a1
S10609.E1.L2	J2a1
S12129.Y1.E1.L1	J2a1
S10507.E1.L1	J2a1
S11828.Y1.E1.L1	J2a1
S12215.Y1.E1.L1	J2a1
S12463.Y1.E1.L1	J2a1
I1504	J2a1
I7494	J2a1
I0119	J2a1
I3406	J2a1
I3930	J2a1
I4159	J2a1
I4353	J2a1
I4429	J2a1
HG02236.SG	J2a1
HG02493.SG	J2a1
HG02724.SG	J2a1
HG02733.SG	J2a1
HG03012.SG	J2a1
HG03018.SG	J2a1
HG03021.SG	J2a1
HG03615.SG	J2a1
HG03660.SG	J2a1
HG03905.SG	J2a1
HG04003.SG	J2a1
HG04107.SG	J2a1
NA20884.SG	J2a1
NA21090.SG	J2a1
I4474	J2a1
I4532	J2a1
I5078	J2a1
mondal_BR1-10.SG	J2a1
mondal_BR1-3.SG	J2a1
mondal_PRBB-1.SG	J2a1
I3339_all	J2a1
I3898_all	J2a1
I4029_all	J2a1
I4238_all	J2a1
I4274_all	J2a1
I5396	J2a1
I6255	J2a1
I6266	J2a1
I6268	J2a1
I4274	J2a1
I6325	J2a1
I3898	J2a1
I3339	J2a1
I6852	J2a1
I10013	J2a1
I10945	J2a1
I7743	J2a1
I7957	J2a1
I0073	J2a1
I8724	J2a1
I8725	J2a1
I9041	J2a1
DA58.SG	J2a1
DA59.SG	J2a1
I7223	J2a1
Ker1.SG	J2a1
I3898.SG	J2a1
I4532.SG	J2a1
I1326	J2a1
I5078.SG	J2a1
HG02490.SG	J2a1a
I2056	J2a1b
HG01402.SG	J2a1b
NA20534.SG	J2a1b
I4519	J2a1b1
NA20513.SG	J2a1b1
NA20765.SG	J2a1b1
NA20815.SG	J2a1b1
NA20827.SG	J2a1b1
I3983	J2a1b1a
NA20521.SG	J2a1b3
NA20787.SG	J2a1b3
NA20801.SG	J2a1b3
HG02651.SG	J2a1c
HG03693.SG	J2a1c
HG03854.SG	J2a1c
HG01781.SG	J2a1d
HG01991.SG	J2a1d
I0070	J2a1d
HG01164.SG	J2a1h
I8726	J2a1h
DA230.SG	J2a1h
S11028.E1.L1	J2a1h2
S12117.Y1.E1.L1	J2a1h2
S12113.Y1.E1.L1	J2a1h2
S12115.Y1.E1.L1	J2a1h2
S11527.E1.L1	J2a1h2
S12451.Y1.E1.L1	J2a1h2
I3303	J2a1h2
HG01672.SG	J2a1h2
HG03237.SG	J2a1h2
NA21130.SG	J2a1h2
I5297	J2a1h2
I4794	J2a1h2
I2337_all	J2a1h2
I2337	J2a1h2
I10952	J2a1h2
I11478	J2a1h2
I7716	J2a1h2
DA204.SG	J2a1h2
DA222.SG	J2a1h2
DA57.SG	J2a1h2
HG01412.SG	J2a1h2a1
HG01756.SG	J2a1h2a1
NA20778.SG	J2a1h2a1
NA20805.SG	J2a1h2a1
NA20809.SG	J2a1h2a1
I9039	J2a1h2a1
HG03851.SG	J2a1h2d
I4030_all	J2a2
I6165	J2a2
I6428	J2a2
I4030	J2a2
I10142	J2a2
I8816	J2a2
I6165.SG	J2a2
S10411.E1.L2	J2a2a
S12185.E1.L1	J2b
S12982.Y1.E1.L1	J2b
I1730	J2b
3DT26.SG	J2b
NA20588.SG	J2b
I4349	J2b
I4241	J2b
I7003	J2b
I6943	J2b
I7472	J2b
I3963	J2b
HG01619.SG	J2b1
I6936	J2b1
I1730.SG	J2b1
HG02690.SG	J2b2
HG03006.SG	J2b2
HG03696.SG	J2b2
HG03785.SG	J2b2
HG03908.SG	J2b2
HG03969.SG	J2b2
HG03976.SG	J2b2
HG03998.SG	J2b2
HG04210.SG	J2b2
HG04239.SG	J2b2
NA20885.SG	J2b2
NA20905.SG	J2b2
mondal_RAI-9.SG	J2b2
mondal_VV1-01.SG	J2b2
mondal_VV1-03.SG	J2b2
mondal_VV1-05.SG	J2b2
I7259	J2b2
S13231.Y1.E1.L1	J2b2a
I4331	J2b2a
NA20763.SG	J2b2a
I5073	J2b2a
I5074	J2b2a
I5080	J2b2a
I4798	J2b2a
I5723	J2b2a
I5691	J2b2a
KDC001.A0101	J2b2a
I10206	J2b2a
S13169.Y1.E1.L1	J2b2a1a
HG00160.SG	J2b2a1a
HG01509.SG	J2b2a1a1
NA11930.SG	J2b2a1a1
NA20525.SG	J2b2a1a1
NA20811.SG	J2b2a1a1
SN-31.SG	K
