Sample_ID	Master ID	Skeletal code	Skeletal element	LibraryID(s)	Data type	14C date(s) that are newly published in this study	Study in which DNA was published	Associated authors if this is a newly reported sample	Average of 95.4% date range in calBP (defined as 1950 CE)  	"Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age B, Lab number) e.g. 5983-5747 calBCE (6980±50 B B, Beta-226472). (Format 2) Archaeological context date B, e.g. 2500-1700 BCE"	Period	Analysis label	Culture label	Passed all analysis filters	Location	Country	Deme	Lat.	Long.	Sex	mtDNA best (>2x)	Coverage at autosomal SNPs in the ~1.2 million target set	Number of the ~1.2 million SNPs hit (autosomes only)	Assessment of data quality (notes in parentheses)	X-contamination point estimate from ANGSD if male and ≥200 SNPs	X-contamination Z-score from ANGSD if male and ≥200 SNPs	UDG treatment (minus=untreated; half=treated except in last nucleotides; plus=treated over all nucleotides)	Number of new dates reported in this study	Get date?	Count of entries for samples with newly reported data	Missing archaeological description	Missing skeletal code(s)	Missing latitude / longitude	language	clinal status
NA21144.SG	NA21144	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1145224	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20845.SG	NA20845	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1174047	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20846.SG	NA20846	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1151014	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20850.SG	NA20850	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1117538	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20852.SG	NA20852	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1118397	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20858.SG	NA20858	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1130889	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20861.SG	NA20861	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1148492	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20863.SG	NA20863	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1175427	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20864.SG	NA20864	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1176650	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20866.SG	NA20866	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1163678	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20867.SG	NA20867	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1167740	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20870.SG	NA20870	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1131918	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20871.SG	NA20871	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1158057	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20884.SG	NA20884	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1123643	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20885.SG	NA20885	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1172524	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20887.SG	NA20887	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1159219	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20889.SG	NA20889	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1166938	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20890.SG	NA20890	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1163396	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20891.SG	NA20891	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1175956	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20895.SG	NA20895	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1172920	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20897.SG	NA20897	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1161135	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20898.SG	NA20898	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1170586	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20901.SG	NA20901	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1168595	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20903.SG	NA20903	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1168940	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20904.SG	NA20904	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1174595	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20905.SG	NA20905	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1151891	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20911.SG	NA20911	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1171599	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21087.SG	NA21087	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1152825	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21090.SG	NA21090	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1156288	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21091.SG	NA21091	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1146027	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21092.SG	NA21092	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1162508	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21093.SG	NA21093	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1167119	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21094.SG	NA21094	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1138279	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21095.SG	NA21095	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1178907	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21098.SG	NA21098	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1153395	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21099.SG	NA21099	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1061666	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21100.SG	NA21100	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1166331	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21104.SG	NA21104	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1173742	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21105.SG	NA21105	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1166696	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21107.SG	NA21107	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1169462	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21109.SG	NA21109	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1150020	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21111.SG	NA21111	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1175819	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21112.SG	NA21112	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1175140	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21113.SG	NA21113	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1167593	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21114.SG	NA21114	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1159716	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21115.SG	NA21115	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1112395	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21116.SG	NA21116	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1178206	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21117.SG	NA21117	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1170838	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21118.SG	NA21118	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1175812	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21119.SG	NA21119	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1176600	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21123.SG	NA21123	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1106699	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21124.SG	NA21124	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1177974	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21126.SG	NA21126	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1180685	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21127.SG	NA21127	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1164754	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21128.SG	NA21128	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1165945	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21129.SG	NA21129	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1179666	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21130.SG	NA21130	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1174463	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21133.SG	NA21133	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1177475	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21135.SG	NA21135	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	M	..	..	1178256	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
stockplate3_A10	stockplate3_A10				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Gond_Chattisgarh	Gond_Chattisgarh	Yes	"Chhattisgarh, Bastar"	India	South Asia	19.20367778	81.93438611	M			573619											Dravidian	Austroasiatic-Related
stockplate3_A11	stockplate3_A11				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Gond_Chattisgarh	Gond_Chattisgarh	Yes	"Chhattisgarh, Bastar"	India	South Asia	19.20367778	81.93438611	M			577532											Dravidian	Austroasiatic-Related
stockplate3_A12	stockplate3_A12				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Gond_Chattisgarh	Gond_Chattisgarh	Yes	"Chhattisgarh, Bastar"	India	South Asia	19.20367778	81.93438611	M			576467											Dravidian	Austroasiatic-Related
stockplate3_A9	stockplate3_A9				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Gond_Chattisgarh	Gond_Chattisgarh	Yes	"Chhattisgarh, Bastar"	India	South Asia	19.20367778	81.93438611	M			577894											Dravidian	Austroasiatic-Related
stockplate3_B1	stockplate3_B1				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Gond_Chattisgarh	Gond_Chattisgarh	Yes	"Chhattisgarh, Bastar"	India	South Asia	19.20367778	81.93438611	M			577306											Dravidian	Austroasiatic-Related
stockplate6_B10	stockplate6_B10				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Gond_MP	Gond_MP	Yes	"Madhya Pradesh , Bhansia, Kankariya"	India	South Asia	23.86183611	76.4939	M			578431											Dravidian	Austroasiatic-Related
stockplate6_B12	stockplate6_B12				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Gond_MP	Gond_MP	Yes	"Madhya Pradesh , Bhansia, Kankariya"	India	South Asia	23.86183611	76.4939	M			578538											Dravidian	Austroasiatic-Related
CCMB_PL_8_135	CCMB_PL_8_135				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Gond_MP	Gond_MP	Yes	"Madhya Pradesh , Bhansia, Kankariya"	India	South Asia	23.86183611	76.4939	M			498179											Dravidian	Austroasiatic-Related
CCMB_PL_8_138	CCMB_PL_8_138				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Gond_MP	Gond_MP	Yes	"Madhya Pradesh , Bhansia, Kankariya"	India	South Asia	23.86183611	76.4939	M			487890											Dravidian	Austroasiatic-Related
CCMB_PL_8_143	CCMB_PL_8_143				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Gond_MP	Gond_MP	Yes	"Madhya Pradesh , Bhansia, Kankariya"	India	South Asia	23.86183611	76.4939	M			496088											Dravidian	Austroasiatic-Related
CCMB_PL_8_144	CCMB_PL_8_144				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Gond_MP	Gond_MP	Yes	"Madhya Pradesh , Bhansia, Kankariya"	India	South Asia	23.86183611	76.4939	M			498082											Dravidian	Austroasiatic-Related
CCMB_PL_8_145	CCMB_PL_8_145				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Gond_MP	Gond_MP	Yes	"Madhya Pradesh , Bhansia, Kankariya"	India	South Asia	23.86183611	76.4939	M			496435											Dravidian	Austroasiatic-Related
CCMB_PL_8_146	CCMB_PL_8_146				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Gond_MP	Gond_MP	Yes	"Madhya Pradesh , Bhansia, Kankariya"	India	South Asia	23.86183611	76.4939	M			498068											Dravidian	Austroasiatic-Related
CCMB_PL_8_148	CCMB_PL_8_148				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Gond_MP	Gond_MP	Yes	"Madhya Pradesh , Bhansia, Kankariya"	India	South Asia	23.86183611	76.4939	M			497776											Dravidian	Austroasiatic-Related
CCMB_PL_8_149	CCMB_PL_8_149				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Gond_MP	Gond_MP	Yes	"Madhya Pradesh , Bhansia, Kankariya"	India	South Asia	23.86183611	76.4939	M			497263											Dravidian	Austroasiatic-Related
CCMB_PL_8_151	CCMB_PL_8_151				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Gond_MP	Gond_MP	Yes	"Madhya Pradesh , Bhansia, Kankariya"	India	South Asia	23.86183611	76.4939	M			494412											Dravidian	Austroasiatic-Related
CCMB_PL_8_152	CCMB_PL_8_152				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Gond_MP	Gond_MP	Yes	"Madhya Pradesh , Bhansia, Kankariya"	India	South Asia	23.86183611	76.4939	M			496543											Dravidian	Austroasiatic-Related
CCMB_PL_8_153	CCMB_PL_8_153				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Gond_MP	Gond_MP	Yes	"Madhya Pradesh , Bhansia, Kankariya"	India	South Asia	23.86183611	76.4939	M			497734											Dravidian	Austroasiatic-Related
CCMB_PL_8_154	CCMB_PL_8_154				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Gond_MP	Gond_MP	Yes	"Madhya Pradesh , Bhansia, Kankariya"	India	South Asia	23.86183611	76.4939	M			497483											Dravidian	Austroasiatic-Related
CCMB_PL_8_159	CCMB_PL_8_159				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Gond_MP	Gond_MP	Yes	"Madhya Pradesh , Bhansia, Kankariya"	India	South Asia	23.86183611	76.4939	M			495682											Dravidian	Austroasiatic-Related
CCMB_PL_8_160	CCMB_PL_8_160				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Gond_MP	Gond_MP	Yes	"Madhya Pradesh , Bhansia, Kankariya"	India	South Asia	23.86183611	76.4939	M			491829											Dravidian	Austroasiatic-Related
CCMB_PL_16_e10	CCMB_PL_16_e10				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Gond_Raj	Gond_Raj	Yes	..	India	South Asia	..	..	M			497069											Indo-European	Austroasiatic-Related
CCMB_PL_16_e11	CCMB_PL_16_e11				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Gond_Raj	Gond_Raj	Yes	..	India	South Asia	..	..	M			493516											Indo-European	Austroasiatic-Related
stockplate4_A12	stockplate4_A12				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Gorait	Gorait	Yes	"Jharkhand, Ranchi"	India	South Asia	23.3441	85.30956111	F			577512											Indo-European	Austroasiatic-Related
stockplate4_B1	stockplate4_B1				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Gorait	Gorait	Yes	"Jharkhand, Ranchi"	India	South Asia	23.3441	85.30956111	M			578367											Indo-European	Austroasiatic-Related
stockplate4_B2	stockplate4_B2				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Gorait	Gorait	Yes	"Jharkhand, Ranchi"	India	South Asia	23.3441	85.30956111	M			578307											Indo-European	Austroasiatic-Related
stockplate4_B3	stockplate4_B3				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Gorait	Gorait	Yes	"Jharkhand, Ranchi"	India	South Asia	23.3441	85.30956111	M			578295											Indo-European	Austroasiatic-Related
stockplate4_B4	stockplate4_B4				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Gorait	Gorait	Yes	"Jharkhand, Ranchi"	India	South Asia	23.3441	85.30956111	M			578321											Indo-European	Austroasiatic-Related
stockplate4_E5	stockplate4_E5				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Gorait	Gorait	Yes	"Jharkhand, Ranchi"	India	South Asia	23.3441	85.30956111	M			578397											Indo-European	Austroasiatic-Related
stockplate4_E6	stockplate4_E6				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Gorait	Gorait	Yes	"Jharkhand, Ranchi"	India	South Asia	23.3441	85.30956111	F			578082											Indo-European	Austroasiatic-Related
stockplate4_E8	stockplate4_E8				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Gorait	Gorait	Yes	"Jharkhand, Ranchi"	India	South Asia	23.3441	85.30956111	M			578441											Indo-European	Austroasiatic-Related
