Sample_ID	Component	Value	K
I0357	V4	0.236248	4
I0357	V1	0.177541	5
I0357	V2	0.636301	5
I0357	V3	1.00E-05	5
I0357	V4	0.071451	5
I0357	V5	0.114698	5
I0357	V1	0.623134	6
I0357	V2	1.00E-05	6
I0357	V3	1.00E-05	6
I0357	V4	0.073432	6
I0357	V5	0.136144	6
I0357	V6	0.167271	6
I0357	V1	0.036694	7
I0357	V2	1.00E-05	7
I0357	V3	0.176647	7
I0357	V4	0.109741	7
I0357	V5	1.00E-05	7
I0357	V6	0.676888	7
I0357	V7	1.00E-05	7
I0357	V1	1.00E-05	8
I0357	V2	1.00E-05	8
I0357	V3	0.105162	8
I0357	V4	0.03624	8
I0357	V5	0.176436	8
I0357	V6	0.682122	8
I0357	V7	1.00E-05	8
I0357	V8	1.00E-05	8
I0357	V1	0.001679	9
I0357	V2	1.00E-05	9
I0357	V3	1.00E-05	9
I0357	V4	1.00E-05	9
I0357	V5	1.00E-05	9
I0357	V6	0.047037	9
I0357	V7	0.951224	9
I0357	V8	1.00E-05	9
I0357	V9	1.00E-05	9
I0358	V1	1	1
I0358	V1	0.447728	2
I0358	V2	0.552272	2
I0358	V1	0.342824	3
I0358	V2	0.276654	3
I0358	V3	0.380523	3
I0358	V1	0.056533	4
I0358	V2	0.315432	4
I0358	V3	0.229782	4
I0358	V4	0.398253	4
I0358	V1	0.341598	5
I0358	V2	0.519802	5
I0358	V3	1.00E-05	5
I0358	V4	0.106761	5
I0358	V5	0.031829	5
I0358	V1	0.509029	6
I0358	V2	1.00E-05	6
I0358	V3	1.00E-05	6
I0358	V4	0.107183	6
I0358	V5	0.048391	6
I0358	V6	0.335378	6
I0358	V1	0.067255	7
I0358	V2	0.131696	7
I0358	V3	0.041344	7
I0358	V4	0.035167	7
I0358	V5	1.00E-05	7
I0358	V6	0.724517	7
I0358	V7	1.00E-05	7
I0358	V1	0.134563	8
I0358	V2	1.00E-05	8
I0358	V3	0.033731	8
I0358	V4	0.068948	8
I0358	V5	0.049656	8
I0358	V6	0.713072	8
I0358	V7	1.00E-05	8
I0358	V8	1.00E-05	8
I0358	V1	0.068869	9
I0358	V2	0.006469	9
I0358	V3	1.00E-05	9
I0358	V4	0.544659	9
I0358	V5	1.00E-05	9
I0358	V6	0.052548	9
I0358	V7	0.327415	9
I0358	V8	1.00E-05	9
I0358	V9	1.00E-05	9
I0359	V1	1	1
I0359	V1	0.481542	2
I0359	V2	0.518458	2
I0359	V1	0.392797	3
I0359	V2	0.213804	3
I0359	V3	0.393399	3
I0359	V1	1.00E-05	4
I0359	V2	0.296933	4
I0359	V3	0.217944	4
I0359	V4	0.485113	4
I0359	V1	0.411597	5
I0359	V2	0.483325	5
I0359	V3	1.00E-05	5
I0359	V4	0.105058	5
I0359	V5	1.00E-05	5
I0359	V1	0.482163	6
I0359	V2	1.00E-05	6
I0359	V3	1.00E-05	6
I0359	V4	0.102159	6
I0359	V5	1.00E-05	6
I0359	V6	0.415648	6
I0359	V1	0.059104	7
I0359	V2	0.186929	7
I0359	V3	1.00E-05	7
I0359	V4	1.00E-05	7
I0359	V5	1.00E-05	7
I0359	V6	0.753927	7
I0359	V7	1.00E-05	7
I0359	V1	0.186634	8
I0359	V2	1.00E-05	8
I0359	V3	1.00E-05	8
I0359	V4	0.060955	8
I0359	V5	1.00E-05	8
I0359	V6	0.752361	8
I0359	V7	1.00E-05	8
I0359	V8	1.00E-05	8
I0359	V1	0.03816	9
I0359	V2	1.00E-05	9
I0359	V3	1.00E-05	9
I0359	V4	0.943294	9
I0359	V5	1.00E-05	9
I0359	V6	0.018486	9
I0359	V7	1.00E-05	9
I0359	V8	1.00E-05	9
I0359	V9	1.00E-05	9
I0361	V1	1	1
I0361	V1	0.439637	2
I0361	V2	0.560363	2
I0361	V1	0.345045	3
I0361	V2	0.284383	3
I0361	V3	0.370571	3
I0361	V1	0.013059	4
I0361	V2	0.359253	4
I0361	V3	0.198289	4
I0361	V4	0.429398	4
I0361	V1	0.361139	5
I0361	V2	0.565726	5
I0361	V3	1.00E-05	5
I0361	V4	0.073115	5
I0361	V5	1.00E-05	5
I0361	V1	0.563077	6
I0361	V2	1.00E-05	6
I0361	V3	1.00E-05	6
I0361	V4	0.07095	6
I0361	V5	0.000714	6
I0361	V6	0.365239	6
I0361	V1	0.02084	7
I0361	V2	0.118388	7
I0361	V3	0.025458	7
I0361	V4	1.00E-05	7
I0361	V5	1.00E-05	7
I0361	V6	0.835285	7
I0361	V7	1.00E-05	7
I0361	V1	0.115822	8
I0361	V2	1.00E-05	8
I0361	V3	1.00E-05	8
I0361	V4	0.023233	8
I0361	V5	0.012626	8
I0361	V6	0.83475	8
I0361	V7	1.00E-05	8
I0361	V8	0.013539	8
I0361	V1	1.00E-05	9
I0361	V2	1.00E-05	9
I0361	V3	1.00E-05	9
I0361	V4	0.843216	9
I0361	V5	1.00E-05	9
I0361	V6	1.00E-05	9
I0361	V7	0.156035	9
I0361	V8	1.00E-05	9
I0361	V9	0.000689	9
I0370	V1	1	1
I0370	V1	0.381095	2
I0370	V2	0.618905	2
I0370	V1	0.20929	3
I0370	V2	0.429901	3
I0370	V3	0.360809	3
I0370	V1	0.11884	4
I0370	V2	0.45776	4
I0370	V3	0.196293	4
I0370	V4	0.227106	4
I0370	V1	0.164363	5
I0370	V2	0.699727	5
I0370	V3	0.002083	5
I0370	V4	0.042022	5
I0370	V5	0.091804	5
I0370	V1	0.679472	6
I0370	V2	0.003479	6
I0370	V3	1.00E-05	6
I0370	V4	0.045645	6
I0370	V5	0.122063	6
I0370	V6	0.149331	6
I0370	V1	0.000482	7
I0370	V2	1.00E-05	7
I0370	V3	0.208985	7
I0370	V4	0.083007	7
I0370	V5	1.00E-05	7
I0370	V6	0.707496	7
I0370	V7	1.00E-05	7
I0370	V1	1.00E-05	8
I0370	V2	1.00E-05	8
I0370	V3	0.076591	8
I0370	V4	1.00E-05	8
I0370	V5	0.209041	8
I0370	V6	0.714318	8
I0370	V7	1.00E-05	8
I0370	V8	1.00E-05	8
I0370	V1	1.00E-05	9
I0370	V2	1.00E-05	9
I0370	V3	1.00E-05	9
I0370	V4	1.00E-05	9
I0370	V5	1.00E-05	9
I0370	V6	1.00E-05	9
I0370	V7	0.99992	9
I0370	V8	1.00E-05	9
I0370	V9	1.00E-05	9
I0371	V1	1	1
I0371	V1	0.394169	2
I0371	V2	0.605831	2
I0371	V1	0.235559	3
I0371	V2	0.399202	3
I0371	V3	0.365239	3
I0371	V1	0.125515	4
I0371	V2	0.41684	4
I0371	V3	0.207487	4
I0371	V4	0.250158	4
I0371	V1	0.182727	5
I0371	V2	0.677183	5
I0371	V3	1.00E-05	5
I0371	V4	0.049653	5
I0371	V5	0.090427	5
I0371	V1	0.662932	6
I0371	V2	1.00E-05	6
I0371	V3	1.00E-05	6
I0371	V4	0.052002	6
I0371	V5	0.111973	6
I0371	V6	0.173074	6
I0371	V1	0.005448	7
I0371	V2	1.00E-05	7
I0371	V3	0.146256	7
I0371	V4	0.078641	7
I0371	V5	1.00E-05	7
I0371	V6	0.769626	7
I0371	V7	1.00E-05	7
I0371	V1	1.00E-05	8
I0371	V2	1.00E-05	8
I0371	V3	0.073353	8
I0371	V4	0.004989	8
I0371	V5	0.150487	8
I0371	V6	0.771131	8
I0371	V7	1.00E-05	8
I0371	V8	1.00E-05	8
I0371	V1	1.00E-05	9
I0371	V2	1.00E-05	9
I0371	V3	1.00E-05	9
I0371	V4	1.00E-05	9
I0371	V5	1.00E-05	9
I0371	V6	0.005715	9
I0371	V7	0.994215	9
I0371	V8	1.00E-05	9
I0371	V9	1.00E-05	9
I0374	V1	1	1
I0374	V1	0.37116	2
I0374	V2	0.62884	2
I0374	V1	0.209796	3
I0374	V2	0.440444	3
I0374	V3	0.34976	3
I0374	V1	0.119173	4
I0374	V2	0.469447	4
I0374	V3	0.183603	4
I0374	V4	0.227777	4
I0374	V1	0.163553	5
I0374	V2	0.69634	5
I0374	V3	0.010699	5
I0374	V4	0.034545	5
I0374	V5	0.094864	5
I0374	V1	0.682646	6
I0374	V2	0.011069	6
I0374	V3	1.00E-05	6
I0374	V4	0.036357	6
I0374	V5	0.115604	6
I0374	V6	0.154314	6
I0374	V1	1.30E-05	7
I0374	V2	1.00E-05	7
I0374	V3	0.249434	7
I0374	V4	0.087454	7
I0374	V5	1.00E-05	7
I0374	V6	0.66307	7
I0374	V7	1.00E-05	7
I0374	V1	1.00E-05	8
I0374	V2	1.00E-05	8
I0374	V3	0.079458	8
I0374	V4	1.00E-05	8
I0374	V5	0.265152	8
I0374	V6	0.65534	8
I0374	V7	1.00E-05	8
I0374	V8	1.00E-05	8
I0374	V1	1.00E-05	9
I0374	V2	0.014658	9
I0374	V3	1.00E-05	9
I0374	V4	0.210446	9
I0374	V5	1.00E-05	9
I0374	V6	1.00E-05	9
I0374	V7	0.639169	9
I0374	V8	1.00E-05	9
I0374	V9	0.135678	9
I0418	V1	1	1
I0418	V1	0.427243	2
I0418	V2	0.572757	2
I0418	V1	0.221193	3
I0418	V2	0.380447	3
I0418	V3	0.39836	3
I0418	V1	0.115919	4
I0418	V2	0.409698	4
I0418	V3	0.23745	4
I0418	V4	0.236933	4
I0418	V1	0.169403	5
I0418	V2	0.634949	5
I0418	V3	1.00E-05	5
I0418	V4	0.101261	5
I0418	V5	0.094377	5
I0418	V1	0.621524	6
I0418	V2	1.00E-05	6
I0418	V3	1.00E-05	6
I0418	V4	0.10324	6
I0418	V5	0.114234	6
I0418	V6	0.160983	6
I0418	V1	0.061538	7
I0418	V2	1.00E-05	7
I0418	V3	0.167053	7
I0418	V4	0.082667	7
I0418	V5	1.00E-05	7
I0418	V6	0.688713	7
I0418	V7	1.00E-05	7
I0418	V1	1.00E-05	8
I0418	V2	1.00E-05	8
I0418	V3	0.078224	8
I0418	V4	0.062034	8
I0418	V5	0.16926	8
I0418	V6	0.690442	8
I0418	V7	1.00E-05	8
I0418	V8	1.00E-05	8
I0418	V1	1.00E-05	9
I0418	V2	0.013533	9
I0418	V3	1.00E-05	9
I0418	V4	0.248923	9
I0418	V5	1.00E-05	9
I0418	V6	0.060521	9
I0418	V7	0.605402	9
I0418	V8	1.00E-05	9
I0418	V9	0.071582	9
I0419	V1	1	1
I0419	V1	0.448298	2
I0419	V2	0.551702	2
I0419	V1	0.37289	3
I0419	V2	0.257739	3
I0419	V3	0.369372	3
I0419	V1	1.00E-05	4
I0419	V2	0.336926	4
I0419	V3	0.198961	4
I0419	V4	0.464104	4
I0419	V1	0.386408	5
I0419	V2	0.540446	5
I0419	V3	1.00E-05	5
I0419	V4	0.073126	5
I0419	V5	1.00E-05	5
I0419	V1	0.538807	6
I0419	V2	1.00E-05	6
I0419	V3	1.00E-05	6
I0419	V4	0.070303	6
I0419	V5	1.00E-05	6
I0419	V6	0.390859	6
I0419	V1	0.024895	7
I0419	V2	0.142307	7
I0419	V3	1.00E-05	7
I0419	V4	1.00E-05	7
I0419	V5	1.00E-05	7
I0419	V6	0.832758	7
I0419	V7	1.00E-05	7
I0419	V1	0.143453	8
I0419	V2	1.00E-05	8
I0419	V3	1.00E-05	8
I0419	V4	0.027071	8
I0419	V5	0.002453	8
I0419	V6	0.826979	8
I0419	V7	1.40E-05	8
I0419	V8	1.00E-05	8
I0419	V1	1.00E-05	9
I0419	V2	1.00E-05	9
I0419	V3	1.00E-05	9
I0419	V4	0.99992	9
I0419	V5	1.00E-05	9
I0419	V6	1.00E-05	9
I0419	V7	1.00E-05	9
I0419	V8	1.00E-05	9
I0419	V9	1.00E-05	9
I0422	V1	1	1
I0422	V1	0.420923	2
I0422	V2	0.579077	2
I0422	V1	0.314628	3
I0422	V2	0.321117	3
I0422	V3	0.364255	3
I0422	V1	0.048386	4
I0422	V2	0.378952	4
I0422	V3	0.195769	4
I0422	V4	0.376893	4
I0422	V1	0.314896	5
I0422	V2	0.590073	5
I0422	V3	1.00E-05	5
I0422	V4	0.065221	5
I0422	V5	0.0298	5
I0422	V1	0.577763	6
I0422	V2	1.00E-05	6
I0422	V3	1.00E-05	6
I0422	V4	0.066051	6
I0422	V5	0.048782	6
I0422	V6	0.307384	6
I0422	V1	0.024124	7
I0422	V2	0.097067	7
I0422	V3	0.087545	7
I0422	V4	0.03379	7
I0422	V5	1.00E-05	7
I0422	V6	0.757454	7
I0422	V7	1.00E-05	7
I0422	V1	0.098055	8
I0422	V2	1.00E-05	8
I0422	V3	0.031168	8
I0422	V4	0.025136	8
I0422	V5	0.090183	8
I0422	V6	0.755428	8
I0422	V7	1.00E-05	8
I0422	V8	1.00E-05	8
I0422	V1	0.028069	9
I0422	V2	1.00E-05	9
I0422	V3	1.00E-05	9
I0422	V4	0.553197	9
I0422	V5	1.00E-05	9
I0422	V6	0.008494	9
I0422	V7	0.390742	9
I0422	V8	1.00E-05	9
I0422	V9	0.019458	9
I0424	V1	1	1
I0424	V1	0.44221	2
I0424	V2	0.55779	2
I0424	V1	0.352258	3
I0424	V2	0.27586	3
I0424	V3	0.371881	3
I0424	V1	0.037755	4
I0424	V2	0.329246	4
I0424	V3	0.212119	4
I0424	V4	0.42088	4
I0424	V1	0.359892	5
I0424	V2	0.536824	5
I0424	V3	1.00E-05	5
I0424	V4	0.08798	5
I0424	V5	0.015295	5
I0424	V1	0.526511	6
I0424	V2	1.00E-05	6
I0424	V3	1.00E-05	6
I0424	V4	0.087951	6
I0424	V5	0.03084	6
I0424	V6	0.354678	6
I0424	V1	0.044227	7
I0424	V2	0.13601	7
I0424	V3	0.02246	7
I0424	V4	0.016493	7
I0424	V5	1.00E-05	7
I0424	V6	0.780791	7
I0424	V7	1.00E-05	7
I0424	V1	0.137038	8
I0424	V2	1.00E-05	8
I0424	V3	0.014467	8
I0424	V4	0.045375	8
I0424	V5	0.024789	8
I0424	V6	0.776234	8
I0424	V7	0.002078	8
I0424	V8	1.00E-05	8
I0424	V1	0.056148	9
I0424	V2	1.00E-05	9
I0424	V3	1.00E-05	9
I0424	V4	0.631008	9
I0424	V5	1.00E-05	9
I0424	V6	0.025492	9
I0424	V7	0.287302	9
I0424	V8	1.00E-05	9
I0424	V9	1.00E-05	9
I0429	V1	1	1
I0429	V1	0.400797	2
I0429	V2	0.599203	2
I0429	V1	0.194446	3
I0429	V2	0.423822	3
I0429	V3	0.381732	3
I0429	V1	0.094364	4
I0429	V2	0.471562	4
I0429	V3	0.20752	4
I0429	V4	0.226553	4
I0429	V1	0.160485	5
I0429	V2	0.742495	5
I0429	V3	1.00E-05	5
I0429	V4	0.040672	5
I0429	V5	0.056338	5
I0429	V1	0.7204	6
I0429	V2	1.00E-05	6
I0429	V3	1.00E-05	6
I0429	V4	0.0447	6
I0429	V5	0.089797	6
I0429	V6	0.145083	6
I0429	V1	1.00E-05	7
I0429	V2	1.00E-05	7
I0429	V3	0.193892	7
I0429	V4	0.041413	7
I0429	V5	1.00E-05	7
I0429	V6	0.764655	7
I0429	V7	1.00E-05	7
I0429	V1	1.00E-05	8
I0429	V2	1.00E-05	8
I0429	V3	0.034994	8
I0429	V4	1.00E-05	8
I0429	V5	0.196237	8
I0429	V6	0.768719	8
I0429	V7	1.00E-05	8
I0429	V8	1.00E-05	8
I0429	V1	1.00E-05	9
I0429	V2	1.00E-05	9
I0429	V3	1.00E-05	9
I0429	V4	1.00E-05	9
I0429	V5	1.00E-05	9
I0429	V6	1.00E-05	9
I0429	V7	0.99992	9
I0429	V8	1.00E-05	9
I0429	V9	1.00E-05	9
I0430	V1	1	1
I0430	V1	0.462246	2
I0430	V2	0.537754	2
I0430	V1	0.370769	3
I0430	V2	0.24673	3
I0430	V3	0.382501	3
I0430	V1	0.006957	4
I0430	V2	0.318033	4
I0430	V3	0.217178	4
I0430	V4	0.457833	4
I0430	V1	0.386855	5
I0430	V2	0.51729	5
I0430	V3	1.00E-05	5
I0430	V4	0.095836	5
I0430	V5	1.00E-05	5
I0430	V1	0.515612	6
I0430	V2	1.00E-05	6
I0430	V3	1.00E-05	6
I0430	V4	0.093712	6
I0430	V5	1.00E-05	6
I0430	V6	0.390646	6
I0430	V1	0.047388	7
I0430	V2	0.150138	7
I0430	V3	1.00E-05	7
I0430	V4	1.00E-05	7
I0430	V5	1.00E-05	7
I0430	V6	0.802435	7
I0430	V7	1.00E-05	7
I0430	V1	0.151567	8
I0430	V2	1.00E-05	8
I0430	V3	1.00E-05	8
I0430	V4	0.049547	8
I0430	V5	1.00E-05	8
I0430	V6	0.798836	8
I0430	V7	1.00E-05	8
I0430	V8	1.00E-05	8
I0430	V1	0.030134	9
I0430	V2	1.00E-05	9
I0430	V3	1.00E-05	9
I0430	V4	0.840592	9
I0430	V5	1.00E-05	9
I0430	V6	0.018039	9
I0430	V7	0.111185	9
I0430	V8	1.00E-05	9
I0430	V9	1.00E-05	9
I0431	V1	1	1
I0431	V1	0.451089	2
I0431	V2	0.548911	2
I0431	V1	0.357698	3
I0431	V2	0.263214	3
I0431	V3	0.379087	3
I0431	V1	0.012447	4
I0431	V2	0.334067	4
I0431	V3	0.216225	4
I0431	V4	0.437261	4
I0431	V1	0.371221	5
I0431	V2	0.534351	5
I0431	V3	1.00E-05	5
I0431	V4	0.094408	5
I0431	V5	1.00E-05	5
I0431	V1	0.532156	6
I0431	V2	1.00E-05	6
I0431	V3	1.00E-05	6
I0431	V4	0.091824	6
I0431	V5	0.000825	6
I0431	V6	0.375174	6
I0431	V1	0.053379	7
I0431	V2	0.15492	7
I0431	V3	0.046525	7
I0431	V4	1.00E-05	7
I0431	V5	1.00E-05	7
I0431	V6	0.745146	7
I0431	V7	1.00E-05	7
I0431	V1	0.153448	8
I0431	V2	1.00E-05	8
I0431	V3	1.00E-05	8
I0431	V4	0.054858	8
I0431	V5	0.043555	8
I0431	V6	0.748099	8
I0431	V7	1.00E-05	8
I0431	V8	1.00E-05	8
I0431	V1	0.007722	9
I0431	V2	1.00E-05	9
I0431	V3	1.00E-05	9
I0431	V4	0.794883	9
I0431	V5	1.00E-05	9
I0431	V6	0.029903	9
I0431	V7	0.108881	9
I0431	V8	0.033336	9
I0431	V9	0.025246	9
I0432	V1	1	1
I0432	V1	0.484763	2
I0432	V2	0.515237	2
I0432	V1	0.35373	3
I0432	V2	0.238412	3
I0432	V3	0.407858	3
I0432	V1	1.00E-05	4
I0432	V2	0.328721	4
I0432	V3	0.224899	4
I0432	V4	0.446371	4
I0432	V1	0.369127	5
I0432	V2	0.536601	5
I0432	V3	1.00E-05	5
I0432	V4	0.094253	5
I0432	V5	1.00E-05	5
I0432	V1	0.53491	6
I0432	V2	1.00E-05	6
I0432	V3	1.00E-05	6
I0432	V4	0.091876	6
I0432	V5	1.00E-05	6
I0432	V6	0.373185	6
I0432	V1	0.042174	7
I0432	V2	0.116906	7
I0432	V3	1.00E-05	7
I0432	V4	1.00E-05	7
I0432	V5	1.00E-05	7
I0432	V6	0.84088	7
I0432	V7	1.00E-05	7
I0432	V1	0.117983	8
I0432	V2	1.00E-05	8
I0432	V3	1.00E-05	8
I0432	V4	0.044769	8
I0432	V5	1.00E-05	8
I0432	V6	0.837197	8
I0432	V7	1.00E-05	8
I0432	V8	1.00E-05	8
I0432	V1	1.00E-05	9
I0432	V2	1.00E-05	9
I0432	V3	1.00E-05	9
I0432	V4	0.99992	9
I0432	V5	1.00E-05	9
I0432	V6	1.00E-05	9
I0432	V7	1.00E-05	9
I0432	V8	1.00E-05	9
I0432	V9	1.00E-05	9
I0433	V1	1	1
I0433	V1	0.543932	2
I0433	V2	0.456068	2
I0433	V1	1.00E-05	3
I0433	V2	0.436101	3
I0433	V3	0.563889	3
I0433	V1	1.00E-05	4
I0433	V2	0.583272	4
I0433	V3	0.372171	4
I0433	V4	0.044547	4
I0433	V1	1.00E-05	5
I0433	V2	0.746008	5
I0433	V3	0.047185	5
I0433	V4	0.206787	5
I0433	V5	1.00E-05	5
I0433	V1	0.743784	6
I0433	V2	0.049623	6
I0433	V3	1.00E-05	6
I0433	V4	0.20656	6
I0433	V5	1.30E-05	6
I0433	V6	1.00E-05	6
I0433	V1	0.20277	7
I0433	V2	1.00E-05	7
I0433	V3	0.583434	7
I0433	V4	1.00E-05	7
I0433	V5	1.00E-05	7
I0433	V6	0.213756	7
I0433	V7	1.00E-05	7
I0433	V1	1.00E-05	8
I0433	V2	1.00E-05	8
I0433	V3	1.00E-05	8
I0433	V4	0.201641	8
I0433	V5	0.591006	8
I0433	V6	0.207304	8
I0433	V7	1.00E-05	8
I0433	V8	1.00E-05	8
I0433	V1	1.00E-05	9
I0433	V2	1.00E-05	9
I0433	V3	1.00E-05	9
I0433	V4	1.00E-05	9
I0433	V5	1.00E-05	9
I0433	V6	0.195788	9
I0433	V7	0.32307	9
I0433	V8	1.00E-05	9
I0433	V9	0.481081	9
I0434	V1	1	1
I0434	V1	0.38599	2
I0434	V2	0.61401	2
I0434	V1	0.107206	3
I0434	V2	0.503154	3
I0434	V3	0.389641	3
I0434	V1	0.142911	4
I0434	V2	0.535649	4
I0434	V3	0.22719	4
I0434	V4	0.094249	4
I0434	V1	0.028162	5
I0434	V2	0.751036	5
I0434	V3	0.011897	5
I0434	V4	0.078873	5
I0434	V5	0.130032	5
I0434	V1	0.734981	6
I0434	V2	0.012715	6
I0434	V3	1.00E-05	6
I0434	V4	0.082033	6
I0434	V5	0.158711	6
I0434	V6	0.01155	6
I0434	V1	0.056465	7
I0434	V2	1.00E-05	7
I0434	V3	0.481425	7
I0434	V4	0.10157	7
I0434	V5	1.00E-05	7
I0434	V6	0.36051	7
I0434	V7	1.00E-05	7
I0434	V1	1.00E-05	8
I0434	V2	1.00E-05	8
I0434	V3	0.088133	8
I0434	V4	0.05522	8
I0434	V5	0.505077	8
I0434	V6	0.351529	8
I0434	V7	1.00E-05	8
I0434	V8	1.00E-05	8
I0434	V1	1.00E-05	9
I0434	V2	0.068413	9
I0434	V3	1.00E-05	9
I0434	V4	1.00E-05	9
I0434	V5	1.00E-05	9
I0434	V6	0.07149	9
I0434	V7	0.454475	9
I0434	V8	1.00E-05	9
I0434	V9	0.405572	9
I0438	V1	1	1
I0438	V1	0.378609	2
I0438	V2	0.621391	2
I0438	V1	0.195547	3
I0438	V2	0.442062	3
I0438	V3	0.362391	3
I0438	V1	0.126672	4
I0438	V2	0.466652	4
I0438	V3	0.197938	4
I0438	V4	0.208737	4
I0438	V1	0.148336	5
I0438	V2	0.719144	5
I0438	V3	1.00E-05	5
I0438	V4	0.038372	5
I0438	V5	0.094138	5
I0438	V1	0.699572	6
I0438	V2	1.00E-05	6
I0438	V3	1.00E-05	6
I0438	V4	0.042614	6
I0438	V5	0.125311	6
I0438	V6	0.132483	6
I0438	V1	1.00E-05	7
I0438	V2	1.00E-05	7
I0438	V3	0.220652	7
I0438	V4	0.077498	7
I0438	V5	1.00E-05	7
I0438	V6	0.70181	7
I0438	V7	1.00E-05	7
I0438	V1	1.00E-05	8
I0438	V2	1.00E-05	8
I0438	V3	0.071306	8
I0438	V4	1.00E-05	8
I0438	V5	0.225077	8
I0438	V6	0.703567	8
I0438	V7	1.00E-05	8
I0438	V8	1.00E-05	8
I0438	V1	1.00E-05	9
I0438	V2	1.00E-05	9
I0438	V3	1.00E-05	9
I0438	V4	1.00E-05	9
I0438	V5	1.00E-05	9
I0438	V6	1.00E-05	9
I0438	V7	0.99992	9
I0438	V8	1.00E-05	9
I0438	V9	1.00E-05	9
I0439	V1	1	1
I0439	V1	0.38894	2
I0439	V2	0.61106	2
I0439	V1	0.202014	3
I0439	V2	0.428182	3
I0439	V3	0.369804	3
I0439	V1	0.14078	4
I0439	V2	0.436784	4
I0439	V3	0.216881	4
I0439	V4	0.205555	4
I0439	V1	0.142637	5
I0439	V2	0.676789	5
I0439	V3	1.00E-05	5
I0439	V4	0.069205	5
I0439	V5	0.11136	5
I0439	V1	0.665935	6
I0439	V2	1.00E-05	6
I0439	V3	1.00E-05	6
I0439	V4	0.070956	6
I0439	V5	0.127475	6
I0439	V6	0.135614	6
I0439	V1	0.027129	7
I0439	V2	1.00E-05	7
I0439	V3	0.206913	7
I0439	V4	0.087194	7
I0439	V5	1.00E-05	7
I0439	V6	0.678734	7
I0439	V7	1.00E-05	7
I0439	V1	1.00E-05	8
I0439	V2	1.00E-05	8
I0439	V3	0.080679	8
I0439	V4	0.025978	8
I0439	V5	0.223371	8
I0439	V6	0.669931	8
I0439	V7	1.00E-05	8
I0439	V8	1.00E-05	8
I0439	V1	1.00E-05	9
I0439	V2	1.00E-05	9
I0439	V3	1.00E-05	9
I0439	V4	1.00E-05	9
I0439	V5	1.00E-05	9
I0439	V6	0.031075	9
I0439	V7	0.958187	9
I0439	V8	1.00E-05	9
I0439	V9	0.010678	9
I0440	V1	1	1
I0440	V1	0.365374	2
I0440	V2	0.634626	2
I0440	V1	0.217575	3
I0440	V2	0.437626	3
I0440	V3	0.3448	3
I0440	V1	0.150194	4
I0440	V2	0.445151	4
I0440	V3	0.185784	4
I0440	V4	0.218871	4
I0440	V1	0.149182	5
I0440	V2	0.707023	5
I0440	V3	1.00E-05	5
I0440	V4	0.028101	5
I0440	V5	0.115684	5
I0440	V1	0.691494	6
I0440	V2	1.00E-05	6
I0440	V3	1.00E-05	6
I0440	V4	0.030922	6
I0440	V5	0.139356	6
I0440	V6	0.138208	6
I0440	V1	1.00E-05	7
I0440	V2	1.00E-05	7
I0440	V3	0.178852	7
I0440	V4	0.096978	7
I0440	V5	1.00E-05	7
I0440	V6	0.72413	7
I0440	V7	1.00E-05	7
I0440	V1	1.00E-05	8
I0440	V2	1.00E-05	8
I0440	V3	0.091723	8
I0440	V4	1.00E-05	8
I0440	V5	0.181245	8
I0440	V6	0.726982	8
I0440	V7	1.00E-05	8
I0440	V8	1.00E-05	8
I0440	V1	1.00E-05	9
I0440	V2	1.00E-05	9
I0440	V3	1.00E-05	9
I0440	V4	1.00E-05	9
I0440	V5	1.00E-05	9
I0440	V6	1.00E-05	9
I0440	V7	0.99992	9
I0440	V8	1.00E-05	9
I0440	V9	1.00E-05	9
I0441	V1	1	1
I0441	V1	0.374885	2
I0441	V2	0.625115	2
I0441	V1	0.219029	3
I0441	V2	0.429481	3
I0441	V3	0.35149	3
I0441	V1	0.13014	4
I0441	V2	0.454199	4
I0441	V3	0.184424	4
I0441	V4	0.231237	4
I0441	V1	0.160529	5
I0441	V2	0.699713	5
I0441	V3	1.00E-05	5
I0441	V4	0.031823	5
I0441	V5	0.107924	5
I0441	V1	0.693681	6
I0441	V2	1.00E-05	6
I0441	V3	1.00E-05	6
I0441	V4	0.032491	6
I0441	V5	0.114962	6
I0441	V6	0.158847	6
I0441	V1	1.00E-05	7
I0441	V2	1.00E-05	7
I0441	V3	0.211571	7
I0441	V4	0.084211	7
I0441	V5	1.00E-05	7
I0441	V6	0.704178	7
I0441	V7	1.00E-05	7
I0441	V1	1.00E-05	8
I0441	V2	1.00E-05	8
I0441	V3	0.075764	8
I0441	V4	1.00E-05	8
I0441	V5	0.242789	8
I0441	V6	0.681397	8
I0441	V7	1.00E-05	8
I0441	V8	1.00E-05	8
I0441	V1	1.00E-05	9
I0441	V2	1.00E-05	9
I0441	V3	1.00E-05	9
I0441	V4	0.15649	9
I0441	V5	1.00E-05	9
I0441	V6	1.00E-05	9
I0441	V7	0.743946	9
I0441	V8	1.00E-05	9
I0441	V9	0.099503	9
I0442	V1	1	1
I0442	V1	0.372903	2
I0442	V2	0.627097	2
I0442	V1	0.227932	3
I0442	V2	0.424238	3
I0442	V3	0.347829	3
I0442	V1	0.150694	4
I0442	V2	0.412834	4
I0442	V3	0.207127	4
I0442	V4	0.229345	4
I0442	V1	0.158115	5
I0442	V2	0.66253	5
I0442	V3	1.00E-05	5
I0442	V4	0.056247	5
I0442	V5	0.123099	5
I0442	V1	0.652805	6
