Sample_ID	Component	Value	K
I4267	V6	0.014595	9
I4267	V7	0.147323	9
I4267	V8	1.00E-05	9
I4267	V9	0.158097	9
I4285	V1	1	1
I4285	V1	0.032716	2
I4285	V2	0.967284	2
I4285	V1	0.506832	3
I4285	V2	0.493158	3
I4285	V3	1.00E-05	3
I4285	V1	0.772945	4
I4285	V2	0.04962	4
I4285	V3	1.00E-05	4
I4285	V4	0.177426	4
I4285	V1	0.155932	5
I4285	V2	0.06656	5
I4285	V3	1.00E-05	5
I4285	V4	1.00E-05	5
I4285	V5	0.777488	5
I4285	V1	0.063748	6
I4285	V2	1.00E-05	6
I4285	V3	0.114861	6
I4285	V4	1.00E-05	6
I4285	V5	0.678151	6
I4285	V6	0.143221	6
I4285	V1	1.00E-05	7
I4285	V2	0.11977	7
I4285	V3	0.011237	7
I4285	V4	0.678121	7
I4285	V5	1.00E-05	7
I4285	V6	0.074422	7
I4285	V7	0.11643	7
I4285	V1	0.119338	8
I4285	V2	0.113416	8
I4285	V3	0.677708	8
I4285	V4	1.00E-05	8
I4285	V5	0.015219	8
I4285	V6	0.07429	8
I4285	V7	1.00E-05	8
I4285	V8	1.00E-05	8
I4285	V1	0.108713	9
I4285	V2	0.694006	9
I4285	V3	0.095788	9
I4285	V4	0.076753	9
I4285	V5	1.00E-05	9
I4285	V6	1.00E-05	9
I4285	V7	0.013768	9
I4285	V8	1.00E-05	9
I4285	V9	0.010942	9
I4286	V1	1	1
I4286	V1	0.035505	2
I4286	V2	0.964495	2
I4286	V1	0.502578	3
I4286	V2	0.497412	3
I4286	V3	1.00E-05	3
I4286	V1	0.803179	4
I4286	V2	0.034968	4
I4286	V3	1.00E-05	4
I4286	V4	0.161843	4
I4286	V1	0.140867	5
I4286	V2	0.053557	5
I4286	V3	1.00E-05	5
I4286	V4	1.00E-05	5
I4286	V5	0.805556	5
I4286	V1	0.05613	6
I4286	V2	1.00E-05	6
I4286	V3	0.076945	6
I4286	V4	1.00E-05	6
I4286	V5	0.738248	6
I4286	V6	0.128658	6
I4286	V1	1.00E-05	7
I4286	V2	0.108841	7
I4286	V3	0.017584	7
I4286	V4	0.738442	7
I4286	V5	1.00E-05	7
I4286	V6	0.060818	7
I4286	V7	0.074295	7
I4286	V1	0.108571	8
I4286	V2	0.073413	8
I4286	V3	0.736214	8
I4286	V4	1.00E-05	8
I4286	V5	0.021301	8
I4286	V6	0.060472	8
I4286	V7	1.00E-05	8
I4286	V8	1.00E-05	8
I4286	V1	0.089236	9
I4286	V2	0.757559	9
I4286	V3	0.046324	9
I4286	V4	0.091705	9
I4286	V5	1.00E-05	9
I4286	V6	1.00E-05	9
I4286	V7	1.00E-05	9
I4286	V8	1.00E-05	9
I4286	V9	0.015136	9
I4288	V1	1	1
I4288	V1	0.042102	2
I4288	V2	0.957898	2
I4288	V1	0.520373	3
I4288	V2	0.479617	3
I4288	V3	1.00E-05	3
I4288	V1	0.800911	4
I4288	V2	0.016394	4
I4288	V3	0.002465	4
I4288	V4	0.18023	4
I4288	V1	0.165847	5
I4288	V2	0.035581	5
I4288	V3	1.00E-05	5
I4288	V4	1.00E-05	5
I4288	V5	0.798552	5
I4288	V1	0.035377	6
I4288	V2	1.00E-05	6
I4288	V3	0.106203	6
I4288	V4	1.00E-05	6
I4288	V5	0.703506	6
I4288	V6	0.154894	6
I4288	V1	1.00E-05	7
I4288	V2	0.147981	7
I4288	V3	0.016687	7
I4288	V4	0.702109	7
I4288	V5	1.00E-05	7
I4288	V6	0.026926	7
I4288	V7	0.106278	7
I4288	V1	0.145484	8
I4288	V2	0.105868	8
I4288	V3	0.700832	8
I4288	V4	1.00E-05	8
I4288	V5	0.015624	8
I4288	V6	0.032163	8
I4288	V7	1.00E-05	8
I4288	V8	1.00E-05	8
I4288	V1	0.146521	9
I4288	V2	0.705316	9
I4288	V3	0.091152	9
I4288	V4	1.00E-05	9
I4288	V5	1.00E-05	9
I4288	V6	1.00E-05	9
I4288	V7	0.056294	9
I4288	V8	1.00E-05	9
I4288	V9	0.000678	9
I4289	V1	1	1
I4289	V1	0.042704	2
I4289	V2	0.957296	2
I4289	V1	0.510311	3
I4289	V2	0.489679	3
I4289	V3	1.00E-05	3
I4289	V1	0.768939	4
I4289	V2	0.042453	4
I4289	V3	1.00E-05	4
I4289	V4	0.188598	4
I4289	V1	0.172093	5
I4289	V2	0.04385	5
I4289	V3	0.009652	5
I4289	V4	1.00E-05	5
I4289	V5	0.774395	5
I4289	V1	0.038264	6
I4289	V2	1.00E-05	6
I4289	V3	0.151433	6
I4289	V4	1.00E-05	6
I4289	V5	0.653174	6
I4289	V6	0.157109	6
I4289	V1	1.00E-05	7
I4289	V2	0.147843	7
I4289	V3	0.018821	7
I4289	V4	0.653928	7
I4289	V5	1.00E-05	7
I4289	V6	0.031198	7
I4289	V7	0.14819	7
I4289	V1	0.144952	8
I4289	V2	0.149743	8
I4289	V3	0.651137	8
I4289	V4	1.00E-05	8
I4289	V5	0.01617	8
I4289	V6	0.037968	8
I4289	V7	1.00E-05	8
I4289	V8	1.00E-05	8
I4289	V1	0.141737	9
I4289	V2	0.652216	9
I4289	V3	0.141076	9
I4289	V4	0.026804	9
I4289	V5	1.00E-05	9
I4289	V6	1.00E-05	9
I4289	V7	0.027128	9
I4289	V8	1.00E-05	9
I4289	V9	0.011009	9
I4290	V1	1	1
I4290	V1	0.007554	2
I4290	V2	0.992446	2
I4290	V1	0.361812	3
I4290	V2	0.638178	3
I4290	V3	1.00E-05	3
I4290	V1	0.818425	4
I4290	V2	0.181555	4
I4290	V3	1.00E-05	4
I4290	V4	1.00E-05	4
I4290	V1	1.00E-05	5
I4290	V2	0.202649	5
I4290	V3	0.007088	5
I4290	V4	1.00E-05	5
I4290	V5	0.790243	5
I4290	V1	0.191146	6
I4290	V2	1.00E-05	6
I4290	V3	0.16801	6
I4290	V4	1.00E-05	6
I4290	V5	0.640814	6
I4290	V6	1.00E-05	6
I4290	V1	1.00E-05	7
I4290	V2	1.00E-05	7
I4290	V3	0.213731	7
I4290	V4	0.68503	7
I4290	V5	1.00E-05	7
I4290	V6	1.00E-05	7
I4290	V7	0.101199	7
I4290	V1	1.00E-05	8
I4290	V2	0.095085	8
I4290	V3	0.682557	8
I4290	V4	1.00E-05	8
I4290	V5	0.222308	8
I4290	V6	1.00E-05	8
I4290	V7	1.00E-05	8
I4290	V8	1.00E-05	8
I4290	V1	1.00E-05	9
I4290	V2	0.700937	9
I4290	V3	0.081376	9
I4290	V4	1.00E-05	9
I4290	V5	1.00E-05	9
I4290	V6	1.00E-05	9
I4290	V7	0.007339	9
I4290	V8	1.00E-05	9
I4290	V9	0.210299	9
I4295	V1	1	1
I4295	V1	0.34903	2
I4295	V2	0.65097	2
I4295	V1	0.211133	3
I4295	V2	0.46564	3
I4295	V3	0.323227	3
I4295	V1	0.083717	4
I4295	V2	0.516719	4
I4295	V3	0.153893	4
I4295	V4	0.245671	4
I4295	V1	0.209889	5
I4295	V2	0.478603	5
I4295	V3	0.179083	5
I4295	V4	0.067221	5
I4295	V5	0.065204	5
I4295	V1	0.468484	6
I4295	V2	0.153338	6
I4295	V3	0.108254	6
I4295	V4	0.064254	6
I4295	V5	1.00E-05	6
I4295	V6	0.20566	6
I4295	V1	0.045023	7
I4295	V2	0.100143	7
I4295	V3	0.238379	7
I4295	V4	1.00E-05	7
I4295	V5	0.114001	7
I4295	V6	0.401747	7
I4295	V7	0.100697	7
I4295	V1	0.097771	8
I4295	V2	0.098976	8
I4295	V3	1.00E-05	8
I4295	V4	0.04586	8
I4295	V5	0.192917	8
I4295	V6	0.40358	8
I4295	V7	0.08251	8
I4295	V8	0.078376	8
I4295	V1	0.032101	9
I4295	V2	0.000401	9
I4295	V3	0.103895	9
I4295	V4	0.48285	9
I4295	V5	0.1014	9
I4295	V6	0.02674	9
I4295	V7	0.001062	9
I4295	V8	1.00E-05	9
I4295	V9	0.251542	9
I4312	V1	1	1
I4312	V1	0.051007	2
I4312	V2	0.948993	2
I4312	V1	0.498161	3
I4312	V2	0.501829	3
I4312	V3	1.00E-05	3
I4312	V1	0.807078	4
I4312	V2	0.035666	4
I4312	V3	0.021563	4
I4312	V4	0.135693	4
I4312	V1	0.119342	5
I4312	V2	0.06592	5
I4312	V3	1.00E-05	5
I4312	V4	0.009942	5
I4312	V5	0.804786	5
I4312	V1	0.063036	6
I4312	V2	1.00E-05	6
I4312	V3	0.135632	6
I4312	V4	0.004393	6
I4312	V5	0.682242	6
I4312	V6	0.114686	6
I4312	V1	0.007257	7
I4312	V2	0.111815	7
I4312	V3	0.054111	7
I4312	V4	0.688316	7
I4312	V5	1.00E-05	7
I4312	V6	0.01564	7
I4312	V7	0.122851	7
I4312	V1	0.112372	8
I4312	V2	0.118025	8
I4312	V3	0.687715	8
I4312	V4	0.0062	8
I4312	V5	0.060626	8
I4312	V6	0.015043	8
I4312	V7	1.00E-05	8
I4312	V8	1.00E-05	8
I4312	V1	0.098619	9
I4312	V2	0.69743	9
I4312	V3	0.104338	9
I4312	V4	0.049154	9
I4312	V5	1.00E-05	9
I4312	V6	0.001657	9
I4312	V7	1.00E-05	9
I4312	V8	1.00E-05	9
I4312	V9	0.048773	9
I4313	V1	1	1
I4313	V1	0.042282	2
I4313	V2	0.957718	2
I4313	V1	0.477639	3
I4313	V2	0.522351	3
I4313	V3	1.00E-05	3
I4313	V1	0.771206	4
I4313	V2	0.080235	4
I4313	V3	0.000584	4
I4313	V4	0.147975	4
I4313	V1	0.129385	5
I4313	V2	0.081773	5
I4313	V3	0.016006	5
I4313	V4	1.00E-05	5
I4313	V5	0.772826	5
I4313	V1	0.076521	6
I4313	V2	1.00E-05	6
I4313	V3	0.158916	6
I4313	V4	1.00E-05	6
I4313	V5	0.651348	6
I4313	V6	0.113195	6
I4313	V1	1.00E-05	7
I4313	V2	0.121246	7
I4313	V3	0.087169	7
I4313	V4	0.663906	7
I4313	V5	1.00E-05	7
I4313	V6	1.00E-05	7
I4313	V7	0.127648	7
I4313	V1	0.121158	8
I4313	V2	0.124047	8
I4313	V3	0.662897	8
I4313	V4	1.00E-05	8
I4313	V5	0.091858	8
I4313	V6	1.00E-05	8
I4313	V7	1.00E-05	8
I4313	V8	1.00E-05	8
I4313	V1	0.123253	9
I4313	V2	0.674551	9
I4313	V3	0.113613	9
I4313	V4	1.00E-05	9
I4313	V5	1.00E-05	9
I4313	V6	1.00E-05	9
I4313	V7	1.00E-05	9
I4313	V8	1.00E-05	9
I4313	V9	0.088532	9
I4314	V1	1	1
I4314	V1	0.142854	2
I4314	V2	0.857146	2
I4314	V1	0.511821	3
I4314	V2	0.433712	3
I4314	V3	0.054467	3
I4314	V1	0.647157	4
I4314	V2	0.060055	4
I4314	V3	0.059016	4
I4314	V4	0.233772	4
I4314	V1	0.22829	5
I4314	V2	0.08384	5
I4314	V3	0.034328	5
I4314	V4	0.02662	5
I4314	V5	0.626923	5
I4314	V1	0.088899	6
I4314	V2	1.00E-05	6
I4314	V3	0.267674	6
I4314	V4	0.0171	6
I4314	V5	0.405727	6
I4314	V6	0.22059	6
I4314	V1	0.012022	7
I4314	V2	0.201362	7
I4314	V3	1.00E-05	7
I4314	V4	0.377831	7
I4314	V5	1.00E-05	7
I4314	V6	0.115672	7
I4314	V7	0.293092	7
I4314	V1	0.201682	8
I4314	V2	0.291459	8
I4314	V3	0.375059	8
I4314	V4	0.011221	8
I4314	V5	1.00E-05	8
I4314	V6	0.12055	8
I4314	V7	1.00E-05	8
I4314	V8	1.00E-05	8
I4314	V1	0.195382	9
I4314	V2	0.344476	9
I4314	V3	0.216363	9
I4314	V4	1.00E-05	9
I4314	V5	1.00E-05	9
I4314	V6	1.00E-05	9
I4314	V7	0.243729	9
I4314	V8	1.00E-05	9
I4314	V9	1.00E-05	9
I4315	V1	1	1
I4315	V1	0.039002	2
I4315	V2	0.960998	2
I4315	V1	0.461429	3
I4315	V2	0.538561	3
I4315	V3	1.00E-05	3
I4315	V1	0.800297	4
I4315	V2	0.075033	4
I4315	V3	0.010542	4
I4315	V4	0.114128	4
I4315	V1	0.099333	5
I4315	V2	0.091884	5
I4315	V3	0.007453	5
I4315	V4	1.00E-05	5
I4315	V5	0.80132	5
I4315	V1	0.078459	6
I4315	V2	1.00E-05	6
I4315	V3	0.213619	6
I4315	V4	1.00E-05	6
I4315	V5	0.622309	6
I4315	V6	0.085593	6
I4315	V1	1.00E-05	7
I4315	V2	0.084021	7
I4315	V3	0.064917	7
I4315	V4	0.626313	7
I4315	V5	1.00E-05	7
I4315	V6	0.02619	7
I4315	V7	0.198539	7
I4315	V1	0.086468	8
I4315	V2	0.190455	8
I4315	V3	0.626364	8
I4315	V4	1.00E-05	8
I4315	V5	0.077656	8
I4315	V6	0.019028	8
I4315	V7	1.00E-05	8
I4315	V8	1.00E-05	8
I4315	V1	0.080079	9
I4315	V2	0.640254	9
I4315	V3	0.175323	9
I4315	V4	0.021281	9
I4315	V5	1.00E-05	9
I4315	V6	1.00E-05	9
I4315	V7	0.026331	9
I4315	V8	1.00E-05	9
I4315	V9	0.056702	9
I4318	V1	1	1
I4318	V1	0.446408	2
I4318	V2	0.553592	2
I4318	V1	0.337755	3
I4318	V2	0.286894	3
I4318	V3	0.375351	3
I4318	V1	0.00875	4
I4318	V2	0.359858	4
I4318	V3	0.209151	4
I4318	V4	0.422242	4
I4318	V1	0.36166	5
I4318	V2	0.52306	5
I4318	V3	0.02053	5
I4318	V4	0.09474	5
I4318	V5	1.00E-05	5
I4318	V1	0.508963	6
I4318	V2	0.009862	6
I4318	V3	0.032922	6
I4318	V4	0.093779	6
I4318	V5	1.00E-05	6
I4318	V6	0.354464	6
I4318	V1	0.051764	7
I4318	V2	0.134786	7
I4318	V3	0.024144	7
I4318	V4	1.00E-05	7
I4318	V5	0.026477	7
I4318	V6	0.746331	7
I4318	V7	0.016488	7
I4318	V1	0.138936	8
I4318	V2	0.011744	8
I4318	V3	1.00E-05	8
I4318	V4	0.052676	8
I4318	V5	0.035182	8
I4318	V6	0.733471	8
I4318	V7	0.027971	8
I4318	V8	1.00E-05	8
I4318	V1	1.10E-05	9
I4318	V2	1.00E-05	9
I4318	V3	0.004151	9
I4318	V4	0.938786	9
I4318	V5	0.013272	9
I4318	V6	0.006109	9
I4318	V7	1.00E-05	9
I4318	V8	1.00E-05	9
I4318	V9	0.037641	9
I4319	V1	1	1
I4319	V1	0.225248	2
I4319	V2	0.774752	2
I4319	V1	0.033131	3
I4319	V2	0.718215	3
I4319	V3	0.248654	3
I4319	V1	0.174595	4
I4319	V2	0.753292	4
I4319	V3	0.065043	4
I4319	V4	0.00707	4
I4319	V1	1.00E-05	5
I4319	V2	0.769119	5
I4319	V3	0.110538	5
I4319	V4	1.00E-05	5
I4319	V5	0.120324	5
I4319	V1	0.750873	6
I4319	V2	0.039985	6
I4319	V3	0.209112	6
I4319	V4	1.00E-05	6
I4319	V5	1.00E-05	6
I4319	V6	1.00E-05	6
I4319	V1	1.00E-05	7
I4319	V2	1.00E-05	7
I4319	V3	0.99994	7
I4319	V4	1.00E-05	7
I4319	V5	1.00E-05	7
I4319	V6	1.00E-05	7
I4319	V7	1.00E-05	7
I4319	V1	1.00E-05	8
I4319	V2	1.00E-05	8
I4319	V3	1.00E-05	8
I4319	V4	1.00E-05	8
I4319	V5	0.99993	8
I4319	V6	1.00E-05	8
I4319	V7	1.00E-05	8
I4319	V8	1.00E-05	8
I4319	V1	1.00E-05	9
I4319	V2	1.00E-05	9
I4319	V3	1.00E-05	9
I4319	V4	1.00E-05	9
I4319	V5	1.00E-05	9
I4319	V6	1.00E-05	9
I4319	V7	1.00E-05	9
I4319	V8	1.00E-05	9
I4319	V9	0.99992	9
I4321	V1	1	1
I4321	V1	0.406821	2
I4321	V2	0.593179	2
I4321	V1	0.341618	3
I4321	V2	0.317103	3
I4321	V3	0.341279	3
I4321	V1	0.032691	4
I4321	V2	0.382076	4
I4321	V3	0.170394	4
I4321	V4	0.414838	4
I4321	V1	0.357129	5
I4321	V2	0.5369	5
I4321	V3	0.029172	5
I4321	V4	0.057553	5
I4321	V5	0.019246	5
I4321	V1	0.531117	6
I4321	V2	0.023553	6
I4321	V3	0.023931	6
I4321	V4	0.055487	6
I4321	V5	0.008686	6
I4321	V6	0.357226	6
I4321	V1	0.011008	7
I4321	V2	0.143253	7
I4321	V3	0.058822	7
I4321	V4	1.00E-05	7
I4321	V5	0.032158	7
I4321	V6	0.744107	7
I4321	V7	0.010643	7
I4321	V1	0.144221	8
I4321	V2	0.005153	8
I4321	V3	0.000138	8
I4321	V4	0.011956	8
I4321	V5	0.059521	8
I4321	V6	0.742298	8
I4321	V7	0.036702	8
I4321	V8	1.00E-05	8
I4321	V1	1.00E-05	9
I4321	V2	0.029547	9
I4321	V3	1.00E-05	9
I4321	V4	0.880553	9
I4321	V5	0.020865	9
I4321	V6	1.00E-05	9
I4321	V7	1.00E-05	9
I4321	V8	1.00E-05	9
I4321	V9	0.068985	9
I4322	V1	1	1
I4322	V1	0.444386	2
I4322	V2	0.555614	2
I4322	V1	0.325192	3
I4322	V2	0.294634	3
I4322	V3	0.380174	3
I4322	V1	0.027186	4
I4322	V2	0.362641	4
I4322	V3	0.213743	4
I4322	V4	0.396429	4
I4322	V1	0.343243	5
I4322	V2	0.529365	5
I4322	V3	0.012164	5
I4322	V4	0.098794	5
I4322	V5	0.016434	5
I4322	V1	0.514443	6
I4322	V2	1.00E-05	6
I4322	V3	0.053531	6
I4322	V4	0.0964	6
I4322	V5	1.00E-05	6
I4322	V6	0.335606	6
I4322	V1	0.059064	7
I4322	V2	0.142745	7
I4322	V3	0.088546	7
I4322	V4	1.00E-05	7
I4322	V5	1.00E-05	7
I4322	V6	0.666075	7
I4322	V7	0.043549	7
I4322	V1	0.142809	8
I4322	V2	0.042931	8
I4322	V3	1.00E-05	8
I4322	V4	0.060444	8
I4322	V5	0.088492	8
I4322	V6	0.665113	8
I4322	V7	0.000191	8
I4322	V8	1.00E-05	8
I4322	V1	0.017597	9
I4322	V2	1.00E-05	9
I4322	V3	0.030198	9
I4322	V4	0.833089	9
I4322	V5	1.00E-05	9
I4322	V6	0.021879	9
I4322	V7	1.00E-05	9
I4322	V8	1.00E-05	9
I4322	V9	0.097197	9
I4323	V1	1	1
I4323	V1	0.426174	2
I4323	V2	0.573826	2
I4323	V1	0.340886	3
I4323	V2	0.299596	3
I4323	V3	0.359519	3
I4323	V1	0.054514	4
I4323	V2	0.346822	4
I4323	V3	0.197758	4
I4323	V4	0.400905	4
I4323	V1	0.341468	5
I4323	V2	0.54322	5
I4323	V3	1.00E-05	5
I4323	V4	0.077257	5
I4323	V5	0.038045	5
I4323	V1	0.538172	6
I4323	V2	1.00E-05	6
I4323	V3	0.034787	6
I4323	V4	0.073016	6
I4323	V5	0.008499	6
I4323	V6	0.345516	6
I4323	V1	0.03472	7
I4323	V2	0.134551	7
I4323	V3	0.066539	7
I4323	V4	1.00E-05	7
I4323	V5	1.00E-05	7
I4323	V6	0.728529	7
I4323	V7	0.035642	7
I4323	V1	0.137197	8
I4323	V2	0.032145	8
I4323	V3	1.00E-05	8
I4323	V4	0.035596	8
I4323	V5	0.074802	8
I4323	V6	0.72023	8
I4323	V7	1.00E-05	8
I4323	V8	1.00E-05	8
I4323	V1	0.024961	9
I4323	V2	1.00E-05	9
I4323	V3	0.022674	9
I4323	V4	0.751399	9
I4323	V5	1.00E-05	9
I4323	V6	0.008295	9
I4323	V7	0.149973	9
I4323	V8	1.00E-05	9
I4323	V9	0.042668	9
I4349	V1	1	1
I4349	V1	0.127742	2
I4349	V2	0.872258	2
I4349	V1	0.690631	3
I4349	V2	0.309359	3
I4349	V3	1.00E-05	3
I4349	V1	0.554784	4
I4349	V2	1.00E-05	4
I4349	V3	1.00E-05	4
I4349	V4	0.445196	4
I4349	V1	0.4368	5
I4349	V2	1.00E-05	5
I4349	V3	1.00E-05	5
I4349	V4	1.00E-05	5
I4349	V5	0.56317	5
I4349	V1	1.00E-05	6
I4349	V2	0.004447	6
I4349	V3	1.00E-05	6
I4349	V4	1.00E-05	6
I4349	V5	0.583711	6
I4349	V6	0.411811	6
I4349	V1	1.00E-05	7
I4349	V2	0.408541	7
I4349	V3	1.00E-05	7
I4349	V4	0.583257	7
I4349	V5	0.00816	7
I4349	V6	1.30E-05	7
I4349	V7	1.00E-05	7
I4349	V1	0.408135	8
I4349	V2	1.00E-05	8
I4349	V3	0.585871	8
I4349	V4	1.00E-05	8
I4349	V5	1.00E-05	8
I4349	V6	1.00E-05	8
I4349	V7	0.005944	8
I4349	V8	1.00E-05	8
I4349	V1	1.00E-05	9
I4349	V2	1.00E-05	9
I4349	V3	1.00E-05	9
I4349	V4	1.00E-05	9
I4349	V5	1.00E-05	9
I4349	V6	1.00E-05	9
I4349	V7	1.00E-05	9
I4349	V8	0.99992	9
I4349	V9	1.00E-05	9
I4351	V1	1	1
I4351	V1	0.13224	2
I4351	V2	0.86776	2
I4351	V1	0.725237	3
I4351	V2	0.274753	3
I4351	V3	1.00E-05	3
I4351	V1	0.467347	4
I4351	V2	1.00E-05	4
I4351	V3	1.00E-05	4
I4351	V4	0.532633	4
I4351	V1	0.520733	5
I4351	V2	1.00E-05	5
I4351	V3	1.00E-05	5
I4351	V4	1.00E-05	5
I4351	V5	0.479237	5
I4351	V1	1.00E-05	6
I4351	V2	0.002993	6
I4351	V3	1.00E-05	6
I4351	V4	1.00E-05	6
I4351	V5	0.540394	6
I4351	V6	0.456582	6
I4351	V1	1.00E-05	7
I4351	V2	0.455566	7
I4351	V3	1.00E-05	7
I4351	V4	0.540088	7
I4351	V5	0.004306	7
I4351	V6	1.00E-05	7
I4351	V7	1.00E-05	7
I4351	V1	0.45319	8
I4351	V2	1.00E-05	8
I4351	V3	0.541616	8
I4351	V4	1.00E-05	8
I4351	V5	1.00E-05	8
I4351	V6	1.00E-05	8
I4351	V7	0.005144	8
I4351	V8	1.00E-05	8
I4351	V1	1.00E-05	9
I4351	V2	1.00E-05	9
I4351	V3	1.00E-05	9
I4351	V4	1.00E-05	9
I4351	V5	1.00E-05	9
I4351	V6	1.00E-05	9
I4351	V7	1.00E-05	9
I4351	V8	0.99992	9
I4351	V9	1.00E-05	9
I4411	V1	1	1
I4411	V1	0.214539	2
I4411	V2	0.785461	2
I4411	V1	0.265268	3
I4411	V2	0.549768	3
I4411	V3	0.184965	3
I4411	V1	0.258985	4
I4411	V2	0.461632	4
I4411	V3	0.083019	4
I4411	V4	0.196364	4
I4411	V1	0.208564	5
I4411	V2	0.041829	5
I4411	V3	0.40939	5
I4411	V4	0.105956	5
I4411	V5	0.23426	5
I4411	V1	0.021064	6
I4411	V2	0.327545	6
I4411	V3	0.361251	6
I4411	V4	0.099205	6
I4411	V5	1.00E-05	6
I4411	V6	0.190926	6
I4411	V1	0.089828	7
I4411	V2	0.153904	7
I4411	V3	1.00E-05	7
I4411	V4	1.00E-05	7
I4411	V5	0.32359	7
I4411	V6	0.081655	7
I4411	V7	0.351003	7
I4411	V1	0.156881	8
I4411	V2	0.338456	8
I4411	V3	1.00E-05	8
I4411	V4	0.085542	8
I4411	V5	1.00E-05	8
I4411	V6	0.093462	8
I4411	V7	0.325629	8
I4411	V8	1.00E-05	8
I4411	V1	0.14602	9
I4411	V2	1.00E-05	9
I4411	V3	0.347111	9
I4411	V4	0.083919	9
I4411	V5	0.323675	9
I4411	V6	0.088281	9
I4411	V7	0.010965	9
I4411	V8	1.00E-05	9
I4411	V9	1.00E-05	9
I4411_d	V1	1	1
I4411_d	V1	0.107633	2
I4411_d	V2	0.892367	2
I4411_d	V1	0.230566	3
I4411_d	V2	0.670667	3
I4411_d	V3	0.098766	3
I4411_d	V1	0.410261	4
I4411_d	V2	0.479963	4
I4411_d	V3	0.029302	4
I4411_d	V4	0.080474	4
I4411_d	V1	0.113114	5
I4411_d	V2	1.00E-05	5
I4411_d	V3	0.512372	5
I4411_d	V4	0.050703	5
I4411_d	V5	0.323801	5
I4411_d	V1	1.00E-05	6
I4411_d	V2	0.366621	6
I4411_d	V3	0.545932	6
I4411_d	V4	0.02637	6
I4411_d	V5	1.00E-05	6
I4411_d	V6	0.061057	6
I4411_d	V1	0.027641	7
I4411_d	V2	0.04809	7
I4411_d	V3	1.00E-05	7
I4411_d	V4	1.00E-05	7
I4411_d	V5	0.375434	7
I4411_d	V6	1.00E-05	7
I4411_d	V7	0.548805	7
I4411_d	V1	0.061837	8
I4411_d	V2	0.510463	8
I4411_d	V3	1.00E-05	8
I4411_d	V4	0.01835	8
I4411_d	V5	1.00E-05	8
I4411_d	V6	1.00E-05	8
I4411_d	V7	0.409311	8
I4411_d	V8	1.00E-05	8
I4411_d	V1	0.058238	9
I4411_d	V2	1.00E-05	9
I4411_d	V3	0.53491	9
I4411_d	V4	1.00E-05	9
I4411_d	V5	0.381823	9
I4411_d	V6	0.02498	9
I4411_d	V7	1.00E-05	9
I4411_d	V8	1.00E-05	9
I4411_d	V9	1.00E-05	9
I4432	V1	1	1
I4432	V1	0.99999	2
I4432	V2	1.00E-05	2
I4432	V1	1.00E-05	3
I4432	V2	1.00E-05	3
I4432	V3	0.99998	3
I4432	V1	1.00E-05	4
I4432	V2	0.009446	4
I4432	V3	0.990534	4
I4432	V4	1.00E-05	4
I4432	V1	1.00E-05	5
I4432	V2	0.061908	5
I4432	V3	1.00E-05	5
I4432	V4	0.938062	5
I4432	V5	1.00E-05	5
I4432	V1	0.064286	6
I4432	V2	1.00E-05	6
I4432	V3	1.00E-05	6
I4432	V4	0.935674	6
I4432	V5	1.00E-05	6
I4432	V6	1.00E-05	6
I4432	V1	0.917245	7
I4432	V2	1.00E-05	7
I4432	V3	0.082705	7
I4432	V4	1.00E-05	7
I4432	V5	1.00E-05	7
I4432	V6	1.00E-05	7
I4432	V7	1.00E-05	7
I4432	V1	1.00E-05	8
I4432	V2	1.00E-05	8
I4432	V3	1.00E-05	8
I4432	V4	0.916471	8
I4432	V5	0.083469	8
I4432	V6	1.00E-05	8
I4432	V7	1.00E-05	8
I4432	V8	1.00E-05	8
I4432	V1	1.00E-05	9
I4432	V2	1.00E-05	9
I4432	V3	1.00E-05	9
I4432	V4	1.00E-05	9
I4432	V5	1.00E-05	9
I4432	V6	0.917895	9
I4432	V7	1.20E-05	9
I4432	V8	1.00E-05	9
I4432	V9	0.082033	9
I4434	V1	1	1
I4434	V1	0.99999	2
I4434	V2	1.00E-05	2
I4434	V1	1.00E-05	3
I4434	V2	1.00E-05	3
I4434	V3	0.99998	3
I4434	V1	1.00E-05	4
I4434	V2	0.046915	4
I4434	V3	0.953065	4
I4434	V4	1.00E-05	4
I4434	V1	1.00E-05	5
I4434	V2	0.091648	5
I4434	V3	1.00E-05	5
I4434	V4	0.908322	5
I4434	V5	1.00E-05	5
I4434	V1	0.093636	6
I4434	V2	1.00E-05	6
I4434	V3	1.00E-05	6
I4434	V4	0.906324	6
I4434	V5	1.00E-05	6
I4434	V6	1.00E-05	6
I4434	V1	0.888468	7
I4434	V2	1.00E-05	7
I4434	V3	0.111482	7
I4434	V4	1.00E-05	7
I4434	V5	1.00E-05	7
I4434	V6	1.00E-05	7
I4434	V7	1.00E-05	7
I4434	V1	1.00E-05	8
I4434	V2	1.00E-05	8
I4434	V3	1.00E-05	8
I4434	V4	0.883083	8
I4434	V5	0.116857	8
I4434	V6	1.00E-05	8
I4434	V7	1.00E-05	8
I4434	V8	1.00E-05	8
I4434	V1	1.00E-05	9
I4434	V2	1.00E-05	9
I4434	V3	1.00E-05	9
I4434	V4	1.00E-05	9
I4434	V5	1.00E-05	9
I4434	V6	0.88863	9
I4434	V7	1.00E-05	9
I4434	V8	1.00E-05	9
I4434	V9	0.1113	9
I4438	V1	1	1
