Sample_ID	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10
AKHA21	0.0613	0.0002	0.001	0.0012	-0.0094	-0.0027	0.0006	-0.0025	-0.0006	-0.0037
AKHA23	0.0628	0.0002	-0.0044	-0.0007	-0.0129	-0.0066	0.0033	-0.0084	-0.0018	-0.0086
AKHA27	0.0612	0.0006	-0.0023	0.0013	-0.0151	-0.0072	-0.0002	-0.0012	-0.003	-0.0053
AKHA29	0.0613	-0.0016	0.0001	0.0018	-0.0121	-0.0068	0.0017	-0.0028	-0.0008	-0.0057
AKHA30	0.0607	-0.0017	-0.0025	-0.0007	-0.0108	-0.0011	0.0004	-0.0012	0.0026	-0.0079
AKHA31	0.0615	-0.0008	-0.0019	0.0006	-0.0101	-0.0052	-0.0016	-0.005	0.0009	-0.0045
AKHA33	0.062	-0.0011	-0.0019	-0.0013	-0.0092	-0.0042	-0.0027	-0.0008	0.0026	-0.0069
AKHA34	0.0619	-0.0006	-0.0033	0	-0.0094	-0.0052	0.002	-0.005	0.0005	-0.0103
AKHA37	0.0612	0.0003	-0.001	-0.0008	-0.0075	-0.0039	-0.0006	-0.0006	0.0022	-0.0051
AKHA39	0.0616	0.001	-0.0038	-0.003	-0.0113	-0.0022	-0.0008	0.0009	-0.0001	-0.0083
AKHA40	0.0633	0	-0.0009	-0.0024	-0.0074	-0.0027	0.0002	0	-0.0012	-0.0096
AKHA41	0.0608	-0.0028	0	-0.003	-0.01	-0.005	-0.0025	-0.0041	-0.0013	-0.0046
AKHA42	0.0611	-0.0063	-0.0011	-0.018	-0.0185	0.002	-0.0009	0.0043	-0.0059	-0.016
AKHA44	0.0606	-0.0002	-0.0031	-0.0034	-0.0114	-0.0007	-0.0002	-0.0033	-0.0041	-0.0051
AKHA46	0.0619	0.0008	-0.0018	-0.0025	-0.0083	-0.0022	0	-0.0026	0.001	-0.0055
AKHA47	0.0611	0.0001	-0.0043	-0.0042	-0.0112	-0.0039	-0.0042	-0.002	0.0003	-0.0073
AKHA52	0.0612	0.0015	-0.0047	-0.0058	-0.0047	-0.0074	-0.0001	-0.0058	-0.0036	-0.0047
AKHA53	0.0613	0	-0.0005	-0.0027	-0.0095	-0.0011	-0.0017	0.0005	-0.0008	-0.0031
AKHA54	0.0617	-0.0026	-0.0013	-0.007	-0.0128	-0.0029	0.0008	-0.0005	-0.0016	-0.0112
AKHA56	0.0625	-0.0007	-0.003	-0.0014	-0.0085	-0.0041	0.0014	-0.0053	-0.001	-0.0082
AKHA57	0.0617	-0.0012	-0.0054	0.0007	-0.0071	-0.0071	-0.0011	-0.0006	-0.0032	-0.0073
AKHA58	0.0616	-0.003	-0.0067	-0.0075	-0.0091	0.0059	-0.0001	-0.0032	-0.0035	-0.0127
AKHA59	0.06	-0.0003	-0.0032	-0.0026	-0.0091	-0.0063	-0.0011	0.0002	-0.003	-0.0039
AKHA60	0.0624	-0.0008	-0.005	-0.0032	-0.0094	-0.0022	0.0002	-0.0057	-0.002	-0.0059
Maronite_01	-0.0131	-0.0341	-0.0023	0.0003	0.0038	-0.0052	-0.0032	0.0012	-0.0021	-0.0054
Maronite_02	-0.0121	-0.0327	-0.0026	0.004	0.0033	-0.0074	-0.0047	0.0007	-0.0001	-0.0019
Maronite_03_2	-0.0115	-0.0357	-0.011	-0.005	0.002	0.0042	-0.0012	0.0077	-0.0013	-0.0122
Maronite_04	-0.0123	-0.0327	-0.0013	0.0064	0.0019	-0.0044	-0.0022	0.0055	0.0039	-0.0016
Maronite_05	-0.0117	-0.0326	-0.0029	0.0044	0.0015	-0.0064	-0.0054	0.001	-0.0012	-0.0002
Maronite_06	-0.0131	-0.0306	-0.0091	0.0017	0.0041	-0.0084	0.0012	-0.0002	-0.0033	0.001
Maronite_07	-0.0129	-0.0298	-0.0039	0.0047	0.0064	-0.0081	-0.0012	0.0027	-0.0009	0.0009
Maronite_08	-0.0124	-0.0351	-0.0077	-0.0003	0.0028	-0.0081	-0.0013	0.005	-0.0042	-0.0045
Maronite_09	-0.013	-0.0362	-0.0074	0.0053	0.0034	-0.0085	-0.0012	0.001	0.0015	-0.001
Maronite_10	-0.0122	-0.0325	-0.0028	0.0045	0.0003	-0.0057	-0.0039	0.0006	0.0008	0.001
Maronite_11	-0.0122	-0.0326	-0.008	0.0056	0.0026	-0.0056	0.0003	0.0062	0.0002	-0.0007
Maronite_12	-0.0124	-0.0353	-0.0034	0.0028	0.0001	-0.003	-0.0021	-0.0008	0.0002	-0.0028
Maronite_13	-0.0127	-0.0354	-0.0043	0.0043	0.003	-0.0032	-0.0023	0.003	-0.0006	-0.0023
Maronite_14	-0.0127	-0.0365	-0.0074	0.0036	-0.0013	-0.0021	-0.0036	0.0045	-0.0012	-0.0046
Maronite_15	-0.0115	-0.0327	-0.005	0.0026	0.0012	-0.0026	-0.003	0.0031	-0.0015	-0.004
AFA002	0.0074	-0.1635	-0.23	-0.1291	-0.1837	0.2637	-0.0472	0.0033	-0.0673	-0.0663
AFA013	0.0077	-0.1666	-0.2367	-0.1279	-0.1844	0.2708	-0.0314	0.0099	-0.0678	-0.0686
ATTA011	0.0086	-0.1816	-0.2558	-0.1599	-0.2019	0.294	-0.0421	0.0221	-0.085	-0.1007
ATTA030	0.008	-0.1796	-0.2548	-0.1467	-0.2022	0.2926	-0.0286	0.0177	-0.078	-0.0828
CAM-GFF-191	0.0091	-0.1835	-0.2553	-0.1524	-0.2069	0.3012	-0.0476	0.0172	-0.084	-0.0894
CAM-GFF-37	0.0087	-0.1844	-0.2614	-0.1574	-0.2092	0.3073	-0.0357	0.0187	-0.0765	-0.0915
CAM-GFF-95	0.0089	-0.1796	-0.2528	-0.1366	-0.1948	0.2844	-0.0614	0.0151	-0.079	-0.0927
CAM-MBO-036	0.0085	-0.1841	-0.2584	-0.1557	-0.2037	0.3002	-0.0587	0.0163	-0.0751	-0.0807
CAM-MBO-051	0.0089	-0.1816	-0.2564	-0.147	-0.2029	0.2895	-0.0619	0.0122	-0.0801	-0.0919
CMF-BNY050	0.0085	-0.1858	-0.2664	-0.1532	-0.2133	0.3072	-0.0699	0.0124	-0.0805	-0.0796
AFA003	0.0082	-0.169	-0.2367	-0.1265	-0.1885	0.2777	-0.0381	0.005	-0.0657	-0.0715
AFA016	0.0078	-0.1696	-0.2356	-0.119	-0.1825	0.2649	-0.0315	0.0116	-0.0696	-0.07
ATTA015	0.0083	-0.1841	-0.2579	-0.1517	-0.2038	0.3039	-0.0515	0.0147	-0.0765	-0.0951
ATTA031	0.0088	-0.1839	-0.2626	-0.1527	-0.2127	0.3078	-0.048	0.0144	-0.0811	-0.0833
CAM-GFF-198	0.0053	-0.1588	-0.2285	-0.1209	-0.171	0.2431	-0.0458	0.0107	-0.0751	-0.0698
CAM-GFF-38	0.0082	-0.1827	-0.259	-0.1342	-0.2052	0.2923	-0.0421	0.013	-0.0778	-0.0809
CAM-GUI-020	0.0076	-0.1788	-0.2508	-0.1421	-0.1993	0.2913	-0.0468	0.0114	-0.0765	-0.0732
CAM-MBO-015	0.0088	-0.1828	-0.2626	-0.1484	-0.2109	0.2999	-0.0358	0.0206	-0.0747	-0.085
CAM-MBO-037	0.0082	-0.1837	-0.2561	-0.1487	-0.2101	0.3018	-0.071	0.0107	-0.079	-0.082
CAM-MBO-052	0.0088	-0.184	-0.2614	-0.148	-0.209	0.3108	-0.0482	0.0124	-0.0871	-0.0992
CMF-BNY005	0.0091	-0.1847	-0.2586	-0.1578	-0.208	0.3039	-0.0463	0.0198	-0.0706	-0.0831
CMF-BNY114	0.0088	-0.1857	-0.263	-0.1519	-0.208	0.3051	-0.0567	0.0154	-0.071	-0.0904
AFA006	0.0072	-0.1657	-0.2301	-0.1309	-0.1802	0.2595	-0.0447	0.012	-0.0693	-0.0727
AFA018	0.008	-0.1703	-0.2398	-0.13	-0.1858	0.277	-0.05	0.0012	-0.0649	-0.0763
ATTA016	0.0087	-0.1825	-0.2588	-0.15	-0.2022	0.2941	-0.0357	0.0213	-0.0783	-0.0778
CAM-GFF-1	0.0076	-0.1831	-0.2597	-0.15	-0.2014	0.3049	-0.0493	0.0157	-0.0776	-0.0805
CAM-GFF-2	0.0085	-0.1837	-0.2542	-0.1634	-0.2073	0.3006	-0.0591	0.0254	-0.0763	-0.0873
CAM-GFF-40	0.0081	-0.1803	-0.254	-0.154	-0.2048	0.2863	-0.0384	0.0231	-0.0894	-0.0879
CAM-GUI-039	0.0085	-0.1791	-0.2531	-0.1551	-0.2021	0.2919	-0.0523	0.0213	-0.0756	-0.085
CAM-MBO-019	0.0087	-0.1806	-0.2562	-0.1616	-0.2091	0.3008	-0.0496	0.0096	-0.0745	-0.0827
CAM-MBO-038	0.0078	-0.1804	-0.2558	-0.1466	-0.2038	0.2976	-0.0414	0.0115	-0.0711	-0.0833
CAM-MBO-083	0.0075	-0.1809	-0.2563	-0.162	-0.2091	0.2921	-0.0571	0.0209	-0.0841	-0.0793
CMF-BNY008	0.0083	-0.1843	-0.2561	-0.147	-0.2059	0.2988	-0.0403	0.0166	-0.0764	-0.09
CMF-BNY130	0.0077	-0.1885	-0.2654	-0.1555	-0.2141	0.3078	-0.0482	0.0115	-0.0761	-0.0776
AFA007	0.009	-0.1709	-0.2459	-0.1362	-0.1907	0.2727	-0.0399	0.0117	-0.0676	-0.0722
AFA019	0.0075	-0.1684	-0.2403	-0.133	-0.1928	0.269	-0.0346	0.0113	-0.0677	-0.0732
ATTA021	0.0081	-0.1821	-0.2532	-0.1459	-0.2043	0.2939	-0.0532	0.0142	-0.0663	-0.0844
CAM-GFF-10	0.0076	-0.1813	-0.2522	-0.1473	-0.2048	0.2976	-0.0433	0.0104	-0.0739	-0.0892
CAM-GFF-27	0.0082	-0.1817	-0.2549	-0.1479	-0.208	0.2958	-0.0593	0.0106	-0.0741	-0.0829
CAM-GFF-44	0.008	-0.1796	-0.2517	-0.1399	-0.2007	0.293	-0.0474	0.011	-0.0799	-0.0834
CAM-GUI-144	0.0087	-0.1841	-0.2567	-0.1635	-0.2109	0.3011	-0.0351	0.0173	-0.0704	-0.0961
CAM-MBO-039	0.0086	-0.1823	-0.2621	-0.1469	-0.2057	0.3054	-0.0474	0.0149	-0.0627	-0.0888
CMF-BNY011	0.0087	-0.1812	-0.255	-0.1683	-0.2072	0.2991	-0.057	0.0244	-0.0826	-0.0934
CMF-BNY137	0.0088	-0.1852	-0.2591	-0.1631	-0.2112	0.3054	-0.0652	0.0164	-0.0743	-0.0871
AFA008	0.0084	-0.1701	-0.2429	-0.1322	-0.191	0.2785	-0.0347	0.0037	-0.064	-0.0769
AFA020	0.0079	-0.1698	-0.2364	-0.1273	-0.1892	0.2716	-0.0576	0.014	-0.0761	-0.0699
ATTA024	0.0082	-0.1824	-0.2544	-0.1506	-0.2052	0.2919	-0.0514	0.0158	-0.0831	-0.0832
CAM-GFF-104	0.0081	-0.1842	-0.2556	-0.1584	-0.2027	0.2975	-0.0466	0.0177	-0.0734	-0.0927
CAM-GFF-28	0.0088	-0.1828	-0.2612	-0.1412	-0.2058	0.3024	-0.0517	0.017	-0.0825	-0.0934
CAM-GFF-45	0.0081	-0.1844	-0.2566	-0.1504	-0.2039	0.2961	-0.0559	0.0083	-0.0776	-0.076
CAM-MBO-002	0.0086	-0.1852	-0.2586	-0.156	-0.2142	0.3061	-0.0658	0.0116	-0.0649	-0.09
CAM-MBO-022	0.008	-0.1831	-0.2565	-0.1494	-0.2005	0.3023	-0.0468	0.0108	-0.0674	-0.0858
CAM-MBO-040	0.008	-0.1824	-0.2592	-0.1546	-0.204	0.2946	-0.0513	0.0256	-0.0872	-0.0924
CAM-MBO-093	0.0086	-0.1849	-0.2552	-0.1557	-0.2042	0.2973	-0.0558	0.0227	-0.083	-0.0912
CMF-BNY139	0.0084	-0.1811	-0.2516	-0.1448	-0.2031	0.2921	-0.0592	0.0134	-0.0854	-0.087
AFA010	0.0072	-0.1706	-0.2373	-0.1298	-0.1899	0.2754	-0.0295	0.0109	-0.0639	-0.0743
AFA047	0.0068	-0.1687	-0.2327	-0.1347	-0.1898	0.2711	-0.0463	0.0138	-0.0693	-0.0766
ATTA025	0.0084	-0.1816	-0.2522	-0.1556	-0.2055	0.302	-0.0619	0.0215	-0.0743	-0.0904
CAM-GFF-116	0.0083	-0.1823	-0.2569	-0.1441	-0.201	0.3034	-0.0623	0.0112	-0.0832	-0.0903
CAM-GFF-29	0.0085	-0.1823	-0.2568	-0.1501	-0.2071	0.3055	-0.0399	0.013	-0.085	-0.0841
CAM-GFF-47	0.0088	-0.1852	-0.2629	-0.1572	-0.2136	0.3068	-0.0392	0.0194	-0.07	-0.0808
CAM-MBO-010	0.0078	-0.1865	-0.2678	-0.1571	-0.208	0.3048	-0.0465	0.0168	-0.0842	-0.093
CAM-MBO-042	0.0082	-0.1808	-0.2556	-0.1476	-0.2004	0.2896	-0.0599	0.0136	-0.0827	-0.091
AFA011	0.0073	-0.1677	-0.2355	-0.1385	-0.1845	0.2665	-0.0465	0.0146	-0.061	-0.068
ATTA002	0.0079	-0.1828	-0.2539	-0.1471	-0.202	0.2894	-0.0504	0.0245	-0.0913	-0.0916
ATTA027	0.0083	-0.1851	-0.2593	-0.1569	-0.2053	0.2998	-0.0359	0.019	-0.0862	-0.0871
CAM-GFF-119	0.0077	-0.1789	-0.2532	-0.1536	-0.2021	0.296	-0.0653	0.0119	-0.0685	-0.0895
CAM-GFF-5	0.0089	-0.1839	-0.2528	-0.1511	-0.2011	0.2978	-0.0456	0.0123	-0.0741	-0.0846
CAM-MBO-012	0.008	-0.1806	-0.2522	-0.1605	-0.2014	0.289	-0.0498	0.0181	-0.0708	-0.0912
CAM-MBO-046	0.008	-0.1824	-0.2578	-0.159	-0.206	0.2932	-0.0612	0.0176	-0.0827	-0.0857
CMF-BNY186	0.0093	-0.1798	-0.2543	-0.1441	-0.1997	0.291	-0.0782	0.007	-0.0731	-0.0875
AFA012	0.0076	-0.1696	-0.2392	-0.1278	-0.191	0.2758	-0.0319	0.0121	-0.072	-0.0824
ATTA006	0.0086	-0.1848	-0.2571	-0.1595	-0.2036	0.2956	-0.0395	0.0189	-0.08	-0.0867
ATTA028	0.0083	-0.1831	-0.2532	-0.154	-0.2026	0.2902	-0.0567	0.0078	-0.0803	-0.0916
CAM-GFF-15	0.0079	-0.183	-0.2654	-0.1481	-0.2068	0.3037	-0.0484	0.0183	-0.0867	-0.0843
CAM-GFF-36	0.0085	-0.1814	-0.2528	-0.1464	-0.2003	0.2926	-0.0416	0.016	-0.0706	-0.0773
CAM-GFF-6	0.0092	-0.1851	-0.2599	-0.1538	-0.2057	0.2976	-0.0594	0.0186	-0.0749	-0.0854
CAM-MBO-013	0.0086	-0.1817	-0.2577	-0.155	-0.2029	0.2909	-0.0457	0.0208	-0.0795	-0.0897
CMF-BNY038	0.008	-0.1835	-0.2577	-0.1404	-0.2052	0.3028	-0.0687	0.0087	-0.0736	-0.0827
CMF-BNY187	0.0084	-0.1814	-0.2579	-0.1495	-0.2018	0.2945	-0.0435	0.0118	-0.0824	-0.0975
SOK6	0.0092	-0.1821	-0.2627	-0.1492	-0.2093	0.2981	-0.0573	0.0078	-0.0822	-0.0925
BLA-109	0.0071	-0.1662	-0.2308	-0.1217	-0.1839	0.2657	-0.0343	0.0119	-0.0751	-0.0718
CAM-PYKL-022	0.0089	-0.1815	-0.2551	-0.1495	-0.2004	0.2921	-0.0417	0.0134	-0.0826	-0.0884
CAM-PYKL-102	0.0083	-0.1847	-0.2607	-0.1509	-0.2066	0.3018	-0.0547	0.0096	-0.0816	-0.0945
CAM-PYKL-180	0.0078	-0.1835	-0.2565	-0.1612	-0.1982	0.2983	-0.0458	0.0178	-0.0734	-0.0878
CAM-PYKL-267	0.0087	-0.1852	-0.2602	-0.1597	-0.2101	0.306	-0.0543	0.0144	-0.0834	-0.0869
CMF-BNY107	0.0092	-0.1812	-0.2593	-0.1492	-0.2098	0.2951	-0.0389	0.0189	-0.0844	-0.0824
GOU009	0.007	-0.1731	-0.2458	-0.1325	-0.1936	0.2876	-0.042	0.0074	-0.0641	-0.0636
GOU021	0.0047	-0.1478	-0.1992	-0.1075	-0.1546	0.2302	-0.0456	-0.007	-0.0476	-0.0564
GOU044	0.0082	-0.1716	-0.2427	-0.1292	-0.189	0.2731	-0.042	0.0096	-0.0726	-0.0746
SOK1	0.0082	-0.1807	-0.2544	-0.1558	-0.2008	0.286	-0.0397	0.0217	-0.0806	-0.088
AFA017	0.0075	-0.1671	-0.2334	-0.1287	-0.1844	0.2648	-0.0294	0.0147	-0.0648	-0.071
BLA-134	0.005	-0.1581	-0.2205	-0.116	-0.1704	0.2504	-0.0377	0.008	-0.067	-0.0643
CAM-PYKL-006	0.0083	-0.1852	-0.2568	-0.1657	-0.2045	0.2981	-0.0447	0.021	-0.0807	-0.0865
CAM-PYKL-041	0.0082	-0.1834	-0.2575	-0.1484	-0.2068	0.2995	-0.0572	0.0152	-0.0764	-0.0816
CAM-PYKL-136	0.0083	-0.1803	-0.2541	-0.1452	-0.1978	0.2945	-0.0655	0.0102	-0.0803	-0.0837
CAM-PYKL-189	0.0084	-0.1842	-0.2589	-0.1554	-0.2071	0.305	-0.0552	0.0074	-0.064	-0.0815
CMF-BNY112	0.0085	-0.1858	-0.2654	-0.1481	-0.2122	0.3062	-0.0486	0.007	-0.0775	-0.0734
GOU010	0.0068	-0.1687	-0.2337	-0.1298	-0.1817	0.264	-0.0482	0.0148	-0.0779	-0.0648
SOK15	0.0078	-0.182	-0.2589	-0.1459	-0.199	0.2965	-0.0419	0.0258	-0.0869	-0.0948
AFA123	0.0043	-0.1516	-0.2081	-0.1136	-0.1591	0.2261	-0.036	0.013	-0.0706	-0.0641
BLA-140	0.0078	-0.1668	-0.2301	-0.1361	-0.1796	0.2619	-0.0371	0.014	-0.0761	-0.0734
CAM-PYKL-008	0.0086	-0.1858	-0.2653	-0.1459	-0.2099	0.3025	-0.062	0.0099	-0.0821	-0.0876
CAM-PYKL-047	0.0088	-0.1845	-0.2515	-0.167	-0.2111	0.3009	-0.0594	0.0155	-0.0652	-0.0816
CAM-PYKL-156	0.0081	-0.1829	-0.2586	-0.1583	-0.2074	0.3001	-0.0657	0.0242	-0.0775	-0.0885
CAM-PYKL-195	0.0083	-0.1857	-0.2643	-0.1636	-0.2096	0.2969	-0.0538	0.0202	-0.0874	-0.0925
CAM-PYKL-306	0.0086	-0.1826	-0.2562	-0.1387	-0.2032	0.2958	-0.0622	0.0139	-0.0816	-0.0859
CMF-BNY150	0.0077	-0.1832	-0.2544	-0.1528	-0.2012	0.2889	-0.0714	0.0019	-0.0677	-0.0793
GOU012	0.0078	-0.1714	-0.2396	-0.1264	-0.1809	0.2692	-0.0473	0.011	-0.0712	-0.0755
GOU033	0.0072	-0.1698	-0.2351	-0.1322	-0.1904	0.2707	-0.0568	0.0148	-0.08	-0.0726
GOU122	0.0083	-0.1726	-0.2403	-0.1266	-0.1898	0.2792	-0.0432	0.0112	-0.0718	-0.0764
SOK16	0.0085	-0.1804	-0.2574	-0.1469	-0.2047	0.2963	-0.0506	0.0077	-0.0777	-0.0829
BLA-024	0.0084	-0.1708	-0.2362	-0.1341	-0.1889	0.2693	-0.0354	0.0219	-0.0802	-0.077
CAM-GFF-97	0.0087	-0.1835	-0.2552	-0.1631	-0.2084	0.3072	-0.0579	0.0179	-0.08	-0.0908
CAM-PYKL-012	0.0082	-0.1851	-0.2582	-0.1607	-0.2069	0.2987	-0.0501	0.0212	-0.0687	-0.0848
CAM-PYKL-052	0.0089	-0.1849	-0.2609	-0.1566	-0.209	0.3007	-0.0442	0.0219	-0.084	-0.098
CAM-PYKL-160	0.0081	-0.1798	-0.2555	-0.1375	-0.2083	0.2996	-0.0478	0.0125	-0.0837	-0.0953
CAM-PYKL-222	0.0088	-0.1813	-0.2542	-0.1493	-0.2027	0.2953	-0.0495	0.0153	-0.0723	-0.094
CAM-PYKL-309_IgnorePIHAT	0.0086	-0.182	-0.2572	-0.1469	-0.2028	0.2997	-0.0547	0.0213	-0.0857	-0.0935
GOU001	0.0078	-0.1662	-0.23	-0.1302	-0.1848	0.2707	-0.0361	0.016	-0.0701	-0.0765
GOU013	0.0076	-0.1687	-0.2402	-0.1337	-0.1887	0.2694	-0.024	0.0179	-0.0676	-0.0628
GOU035	0.008	-0.1705	-0.2435	-0.1319	-0.1885	0.2702	-0.0391	0.0187	-0.0922	-0.08
GOU131	0.0052	-0.1491	-0.2053	-0.1075	-0.1561	0.2242	-0.0267	0.0136	-0.0705	-0.0616
SOK17	0.0085	-0.1834	-0.2551	-0.1508	-0.2028	0.2903	-0.0511	0.0226	-0.0789	-0.0916
CAM-GUI-011	0.0082	-0.1813	-0.259	-0.1537	-0.2036	0.2898	-0.0454	0.0229	-0.0826	-0.079
CAM-PYKL-017	0.0086	-0.1797	-0.2542	-0.1513	-0.2046	0.2926	-0.0571	0.0104	-0.0809	-0.0829
CAM-PYKL-057	0.0092	-0.185	-0.2595	-0.1627	-0.2101	0.3008	-0.0405	0.0166	-0.0725	-0.0841
CAM-PYKL-170	0.0086	-0.1838	-0.2577	-0.1536	-0.2021	0.2989	-0.0579	0.0234	-0.0878	-0.0859
CAM-PYKL-230	0.009	-0.1813	-0.2573	-0.1522	-0.2041	0.2946	-0.0253	0.0192	-0.0832	-0.0879
CAM-PYKL-317_IgnorePIHAT	0.0087	-0.1818	-0.2573	-0.1439	-0.2026	0.3003	-0.0537	0.0198	-0.085	-0.0941
GOU002	0.0076	-0.1636	-0.2291	-0.1319	-0.1833	0.2597	-0.0408	0.016	-0.0727	-0.0746
GOU015	0.0081	-0.1696	-0.2372	-0.1297	-0.1833	0.264	-0.0445	0.013	-0.0818	-0.0761
GOU036	0.0082	-0.1709	-0.2385	-0.1334	-0.1884	0.2715	-0.0423	0.0117	-0.0777	-0.077
NSO123	0.0082	-0.1872	-0.2613	-0.1588	-0.2059	0.2988	-0.0471	0.0216	-0.0801	-0.0824
SOK18	0.0089	-0.1824	-0.2607	-0.1483	-0.204	0.3032	-0.0337	0.0117	-0.0804	-0.1008
CAM-GUI-153	0.0086	-0.1823	-0.2602	-0.1539	-0.1978	0.2901	-0.0447	0.0249	-0.087	-0.0753
CAM-PYKL-018	0.0086	-0.1836	-0.254	-0.151	-0.2025	0.2938	-0.0607	0.0183	-0.0858	-0.09
CAM-PYKL-058	0.0085	-0.1847	-0.2556	-0.1701	-0.2093	0.3023	-0.0506	0.0144	-0.0727	-0.0939
CAM-PYKL-171	0.0082	-0.1829	-0.2568	-0.1588	-0.2071	0.3017	-0.058	0.0205	-0.0706	-0.082
CAM-PYKL-235	0.0081	-0.1838	-0.258	-0.1436	-0.2091	0.3028	-0.0507	0.0132	-0.0817	-0.0888
CMF-BNY006	0.0085	-0.1859	-0.2598	-0.1542	-0.2086	0.2996	-0.0569	0.0167	-0.081	-0.0876
GOU004	0.0062	-0.157	-0.2112	-0.1312	-0.166	0.2386	-0.0354	0.0265	-0.0688	-0.0806
GOU016	0.0084	-0.1696	-0.233	-0.1361	-0.1835	0.2617	-0.0377	0.0217	-0.0811	-0.0694
GOU037	0.0052	-0.1553	-0.213	-0.1141	-0.166	0.247	-0.0608	0.0055	-0.059	-0.0671
SOK9	0.0086	-0.1832	-0.257	-0.1542	-0.2095	0.2975	-0.0486	0.0191	-0.0851	-0.087
SOK21	0.0084	-0.183	-0.2589	-0.1528	-0.2054	0.2954	-0.0668	0.0136	-0.0844	-0.0916
BLA-103	0.0055	-0.1561	-0.2184	-0.1243	-0.1685	0.2504	-0.0275	0.0105	-0.0659	-0.0629
CAM-GUI-174	0.0085	-0.1824	-0.2623	-0.1562	-0.207	0.3059	-0.056	0.0145	-0.0799	-0.0898
CAM-PYKL-020	0.0076	-0.183	-0.2568	-0.1525	-0.2047	0.2916	-0.0557	0.0164	-0.071	-0.0869
CAM-PYKL-093	0.0076	-0.1836	-0.2574	-0.1547	-0.2017	0.2937	-0.0445	0.0219	-0.0783	-0.0874
CAM-PYKL-177	0.0078	-0.1823	-0.2559	-0.1676	-0.2056	0.2888	-0.0462	0.019	-0.0702	-0.0848
CAM-PYKL-244	0.0088	-0.1813	-0.2499	-0.1501	-0.1981	0.2925	-0.0759	0.0147	-0.0742	-0.0965
CMF-BNY034	0.0088	-0.1896	-0.2635	-0.1722	-0.2136	0.3066	-0.0417	0.0224	-0.0708	-0.0838
GOU005	0.0073	-0.1624	-0.2308	-0.1277	-0.1795	0.2602	-0.026	0.0215	-0.0825	-0.0762
GOU017	0.0086	-0.1737	-0.246	-0.1377	-0.1889	0.2762	-0.0406	0.0205	-0.0871	-0.0763
SOK32	0.0083	-0.1787	-0.2532	-0.15	-0.1999	0.2903	-0.0586	0.0202	-0.0839	-0.0853
BLA-107	0.006	-0.1616	-0.2296	-0.1255	-0.1805	0.2571	-0.0438	0.0059	-0.0714	-0.0652
CAM-MBO-089	0.0085	-0.1833	-0.2591	-0.1481	-0.2069	0.2997	-0.0485	0.0183	-0.0904	-0.0858
CAM-PYKL-021	0.0081	-0.1865	-0.2593	-0.1491	-0.2051	0.302	-0.0312	0.0211	-0.0741	-0.0793
CAM-PYKL-098	0.0086	-0.1818	-0.2551	-0.1456	-0.2004	0.2903	-0.0566	0.0143	-0.0787	-0.0814
CAM-PYKL-178	0.0078	-0.1805	-0.2507	-0.1467	-0.1983	0.2839	-0.0597	0.0212	-0.0754	-0.0921
CAM-PYKL-263	0.0084	-0.1825	-0.2557	-0.1573	-0.2054	0.297	-0.0597	0.0155	-0.0657	-0.0782
CMF-BNY036	0.0084	-0.1855	-0.2673	-0.1685	-0.2144	0.3022	-0.0505	0.0234	-0.0831	-0.0917
GOU007	0.0078	-0.1699	-0.2371	-0.1422	-0.1832	0.2753	-0.0517	0.0113	-0.068	-0.0777
GOU020	0.0075	-0.1661	-0.2261	-0.1284	-0.1767	0.2627	-0.0417	0.0133	-0.0653	-0.0712
GOU040	0.0079	-0.1688	-0.235	-0.1343	-0.1852	0.2679	-0.0477	0.0117	-0.0884	-0.0783
SOK5	0.0082	-0.1828	-0.2547	-0.1517	-0.2005	0.2942	-0.041	0.0177	-0.0847	-0.0983
CAM-GUI-029	0.0079	-0.1763	-0.2418	-0.1363	-0.1898	0.2806	-0.0433	0.0117	-0.0802	-0.0642
SOM65	0.0086	-0.182	-0.2547	-0.1529	-0.2006	0.2901	-0.0619	0.0219	-0.0932	-0.0892
TK-KV-FOU002	0.0084	-0.1844	-0.2634	-0.1491	-0.2074	0.2942	-0.0476	0.0157	-0.0769	-0.083
TK-KV-FOU017	0.0087	-0.1807	-0.253	-0.1421	-0.1991	0.2892	-0.0464	0.0136	-0.0853	-0.0819
TK-KV-FOU078	0.0085	-0.1854	-0.2613	-0.1408	-0.2086	0.3033	-0.0287	0.0102	-0.0706	-0.0947
TK-KVBAF011	0.0085	-0.18	-0.2601	-0.1456	-0.2006	0.2947	-0.0451	0.0123	-0.0811	-0.0811
TK-KVBAF070	0.0084	-0.1807	-0.2531	-0.1509	-0.2036	0.2889	-0.0506	0.018	-0.0724	-0.0777
TK-KVBAN050	0.008	-0.1816	-0.2581	-0.1501	-0.2051	0.2998	-0.044	0.017	-0.0794	-0.0914
TK-KVSAB069	0.0027	-0.1418	-0.2068	-0.1151	-0.1558	0.2216	-0.0384	0.0087	-0.057	-0.0536
TK-KVWUM008	0.0081	-0.1832	-0.2585	-0.1535	-0.205	0.2926	-0.0458	0.0168	-0.0822	-0.085
TK-KVWUM016	0.0082	-0.1873	-0.2617	-0.1521	-0.2074	0.3057	-0.0654	0.012	-0.0819	-0.095
TK-KVWUM027	0.0091	-0.182	-0.2573	-0.1529	-0.2024	0.3026	-0.0434	0.014	-0.0751	-0.0812
