Sample_ID	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10
BOT2.009	0.0082	-0.2057	-0.275	-0.2217	-0.2312	0.333	-0.0842	0.0385	-0.0834	-0.1209
BOT2.024	0.0095	-0.2061	-0.2675	-0.2232	-0.2343	0.3325	-0.0723	0.0391	-0.0702	-0.122
BOT2.028	0.0092	-0.2083	-0.2779	-0.2315	-0.2327	0.3393	-0.0837	0.035	-0.0774	-0.1259
BOT2.030	0.0088	-0.2009	-0.27	-0.2104	-0.225	0.328	-0.0701	0.0373	-0.0736	-0.1168
BOT2.039	0.0081	-0.2066	-0.2721	-0.2364	-0.2336	0.3373	-0.057	0.0476	-0.0862	-0.1256
BOT2.045	0.0085	-0.208	-0.2781	-0.2393	-0.2344	0.3418	-0.0599	0.0454	-0.0713	-0.1211
BOT2.046	0.0085	-0.2172	-0.2868	-0.2456	-0.2497	0.3599	-0.081	0.046	-0.076	-0.1431
BOT2.048	0.0095	-0.215	-0.2852	-0.2269	-0.2368	0.3515	-0.0708	0.0439	-0.0884	-0.1456
BOT2.056	0.0083	-0.2047	-0.2742	-0.2155	-0.2356	0.339	-0.0744	0.041	-0.0712	-0.1429
BOT2.057	0.0081	-0.2162	-0.2823	-0.2516	-0.2508	0.3541	-0.0856	0.0485	-0.0829	-0.1538
BOT3.001	0.0084	-0.205	-0.272	-0.22	-0.2327	0.3414	-0.0905	0.0255	-0.0715	-0.1309
BOT3.005	0.0085	-0.2038	-0.279	-0.2062	-0.2312	0.3375	-0.0649	0.0272	-0.0774	-0.1138
BOT3.006	0.0076	-0.2025	-0.2704	-0.2263	-0.2322	0.3275	-0.0791	0.0428	-0.0671	-0.1184
BOT3.012	0.0085	-0.2071	-0.2794	-0.2255	-0.2326	0.3403	-0.0864	0.0277	-0.0636	-0.1328
BOT3.013	0.0084	-0.2068	-0.2785	-0.2098	-0.2356	0.3434	-0.0796	0.0239	-0.0574	-0.1143
BOT3.014	0.0093	-0.2033	-0.2728	-0.2143	-0.234	0.3294	-0.0772	0.0337	-0.0772	-0.1202
BOT5.002	0.0076	-0.2041	-0.2765	-0.2233	-0.2282	0.3308	-0.0724	0.0374	-0.0824	-0.1296
BOT5.008	0.008	-0.2031	-0.2716	-0.2094	-0.229	0.3347	-0.071	0.0353	-0.0798	-0.1275
BOT5.012	0.0088	-0.2041	-0.272	-0.2278	-0.2346	0.3368	-0.0834	0.0419	-0.0875	-0.1245
BOT5.014	0.0086	-0.2093	-0.2725	-0.2475	-0.2341	0.3344	-0.0887	0.0442	-0.0688	-0.1439
BOT5.018	0.0073	-0.1974	-0.2726	-0.1891	-0.224	0.3317	-0.0662	0.0275	-0.0882	-0.1131
BOT5.025	0.0085	-0.2071	-0.2721	-0.2213	-0.2349	0.3392	-0.0767	0.0465	-0.0824	-0.1376
BOT5.033	0.0082	-0.2016	-0.2773	-0.186	-0.2281	0.3282	-0.0746	0.028	-0.0807	-0.1076
BOT5.036	0.0085	-0.1994	-0.2708	-0.1966	-0.2252	0.3173	-0.0685	0.0321	-0.0824	-0.1074
BOT6.001	0.009	-0.2052	-0.2731	-0.2188	-0.2334	0.332	-0.0698	0.0335	-0.0795	-0.13
BOT6.004	0.008	-0.2018	-0.2713	-0.1985	-0.2265	0.3349	-0.0709	0.0228	-0.0665	-0.1005
BOT6.010	0.0081	-0.2107	-0.2802	-0.2233	-0.2344	0.3448	-0.081	0.0387	-0.0769	-0.1358
BOT6.022	0.0089	-0.2106	-0.2804	-0.2329	-0.2397	0.346	-0.0748	0.0427	-0.0787	-0.1328
BOT6.025	0.0076	-0.2021	-0.2727	-0.2133	-0.2329	0.3274	-0.0741	0.042	-0.0916	-0.1281
BOT6.028	0.0076	-0.2078	-0.2754	-0.2188	-0.2295	0.3378	-0.08	0.0306	-0.0815	-0.1273
BOT6.032	0.0085	-0.2071	-0.2744	-0.2483	-0.237	0.3355	-0.0692	0.0476	-0.0775	-0.1306
BOT6.035	0.0087	-0.2072	-0.2704	-0.218	-0.231	0.3372	-0.0695	0.039	-0.0788	-0.1287
BOT6.041	0.0076	-0.2113	-0.2769	-0.2407	-0.2408	0.3411	-0.0776	0.0436	-0.0672	-0.1295
BOT6.046	0.0081	-0.2099	-0.2792	-0.2416	-0.2383	0.3408	-0.0812	0.0472	-0.0831	-0.1345
BOT6.049	0.009	-0.2116	-0.2802	-0.2393	-0.2398	0.3371	-0.08	0.0589	-0.0932	-0.1489
BOT6.054	0.0082	-0.2095	-0.2775	-0.2359	-0.2356	0.3434	-0.0781	0.041	-0.0842	-0.1352
BOT6.058	0.0064	-0.1797	-0.2391	-0.214	-0.2084	0.2945	-0.0727	0.0459	-0.0653	-0.1227
BOT6.081	0.0077	-0.208	-0.2767	-0.2156	-0.2281	0.3365	-0.0651	0.0341	-0.0915	-0.138
BOT6.089	0.0084	-0.2073	-0.2705	-0.2526	-0.2312	0.3331	-0.0746	0.0498	-0.0679	-0.1383
BOT6.090	0.0083	-0.1975	-0.2681	-0.2012	-0.2222	0.3177	-0.0798	0.036	-0.0824	-0.1099
BOT6.091	0.0085	-0.215	-0.2804	-0.2422	-0.2461	0.356	-0.0669	0.0466	-0.0806	-0.1572
BOT6.092	0.0082	-0.2183	-0.2849	-0.2428	-0.2505	0.36	-0.096	0.0491	-0.0866	-0.1416
BOT6.098	0.0083	-0.2158	-0.2868	-0.2537	-0.2509	0.3611	-0.086	0.0446	-0.0759	-0.1508
BOT6.099	0.0085	-0.2141	-0.283	-0.2266	-0.2461	0.3616	-0.0912	0.0365	-0.0836	-0.1337
BOT6.105	0.0089	-0.2094	-0.2729	-0.2275	-0.2351	0.3362	-0.0774	0.0445	-0.0948	-0.1317
BOT6.117	0.0085	-0.2106	-0.2772	-0.2369	-0.2381	0.3471	-0.0674	0.0424	-0.0864	-0.14
BOT6.120	0.0088	-0.2081	-0.2694	-0.2401	-0.2364	0.335	-0.0708	0.0514	-0.0771	-0.1288
BOT6.122	0.0089	-0.2147	-0.2861	-0.2528	-0.2432	0.3494	-0.0815	0.0582	-0.0846	-0.1544
BOT6.126	0.0087	-0.2147	-0.28	-0.2506	-0.2434	0.3571	-0.0847	0.0404	-0.0679	-0.1484
BOT6.127	0.0081	-0.2204	-0.2991	-0.2662	-0.2544	0.3704	-0.0723	0.053	-0.0905	-0.1578
BOT6.128	0.0095	-0.2185	-0.2944	-0.256	-0.2541	0.369	-0.1032	0.0463	-0.0793	-0.1563
BOT6.130	0.0085	-0.2159	-0.2891	-0.2442	-0.2504	0.3615	-0.0893	0.0445	-0.0744	-0.1379
BOT6.138	0.0081	-0.2177	-0.2865	-0.2519	-0.2479	0.3586	-0.1013	0.0507	-0.0864	-0.1497
BOT6.139	0.0084	-0.2129	-0.2832	-0.2468	-0.2411	0.3471	-0.08	0.0454	-0.0763	-0.1374
BOT6.147	0.009	-0.2145	-0.2825	-0.2462	-0.2388	0.355	-0.0693	0.0437	-0.0698	-0.1481
BOT6.148	0.0085	-0.2161	-0.2908	-0.255	-0.2507	0.3553	-0.0756	0.0586	-0.091	-0.1568
BOT6.154	0.0083	-0.1848	-0.2467	-0.173	-0.2037	0.294	-0.0631	0.0301	-0.0687	-0.1005
BOT6.158	0.008	-0.1888	-0.2604	-0.1694	-0.2127	0.306	-0.0662	0.0232	-0.0784	-0.092
BOT6.160	0.0081	-0.189	-0.2559	-0.1797	-0.213	0.2947	-0.0465	0.0259	-0.0773	-0.0897
BOT6.164	0.0079	-0.2146	-0.285	-0.2445	-0.2454	0.3622	-0.092	0.0362	-0.0627	-0.1327
BOT6.177	0.0071	-0.1826	-0.2462	-0.1639	-0.2002	0.2911	-0.0612	0.0277	-0.0772	-0.094
BOT6.184	0.0072	-0.1812	-0.2462	-0.1533	-0.2026	0.2965	-0.0579	0.0164	-0.0652	-0.0864
BOT6.192	0.0088	-0.2138	-0.2859	-0.2384	-0.2402	0.3518	-0.0697	0.0385	-0.0756	-0.1466
BOT6.193	0.0084	-0.2134	-0.2866	-0.2375	-0.2487	0.3584	-0.0782	0.041	-0.0883	-0.1423
BOT6.195	0.009	-0.2151	-0.2841	-0.2419	-0.2455	0.3552	-0.0771	0.0396	-0.0848	-0.1459
BOT6.196	0.0077	-0.1796	-0.2462	-0.1749	-0.2011	0.2902	-0.0539	0.0288	-0.0778	-0.0968
BOT6.199	0.0076	-0.1785	-0.2372	-0.1621	-0.199	0.2856	-0.0543	0.0276	-0.0722	-0.0904
BOT6.200	0.0082	-0.1823	-0.2403	-0.1725	-0.2043	0.2896	-0.0734	0.0261	-0.0696	-0.0982
BOT6.208	0.0087	-0.1856	-0.2552	-0.1492	-0.2089	0.3054	-0.064	0.0089	-0.0692	-0.085
BOT6.222	0.0083	-0.1874	-0.2525	-0.1794	-0.2076	0.3048	-0.0496	0.029	-0.0765	-0.0906
BOT6.233	0.0069	-0.1869	-0.2543	-0.1685	-0.2095	0.2979	-0.05	0.0276	-0.0692	-0.0952
BOT6.235	0.0067	-0.1891	-0.2526	-0.1849	-0.2102	0.2957	-0.0462	0.0379	-0.0839	-0.0936
BOT6.245	0.0077	-0.1839	-0.2443	-0.1724	-0.2096	0.2992	-0.0536	0.0255	-0.0636	-0.0925
BOT6.252	0.007	-0.1829	-0.2418	-0.1752	-0.2004	0.2914	-0.0485	0.0356	-0.0741	-0.0994
BOT6.255	0.0081	-0.1971	-0.2651	-0.2137	-0.2179	0.3173	-0.0635	0.0428	-0.0721	-0.1249
BOT6.258	0.0081	-0.2004	-0.2678	-0.1898	-0.2252	0.3298	-0.0587	0.03	-0.0725	-0.1091
BOT6.259	0.0077	-0.2024	-0.2727	-0.2165	-0.2305	0.3219	-0.0624	0.0453	-0.088	-0.1295
BOT6.270	0.0086	-0.1926	-0.2596	-0.1874	-0.2146	0.3109	-0.0679	0.0196	-0.0695	-0.1071
BOT6.274	0.0075	-0.1936	-0.2617	-0.1802	-0.2198	0.3107	-0.0586	0.038	-0.0923	-0.1137
BOT6.276	0.0083	-0.1894	-0.2561	-0.192	-0.2125	0.3045	-0.0572	0.0313	-0.0746	-0.0987
BOT6.278	0.0079	-0.198	-0.2695	-0.1889	-0.2197	0.3278	-0.0798	0.0187	-0.0727	-0.103
BOT6.279	0.0077	-0.1971	-0.2678	-0.1887	-0.2209	0.3261	-0.0771	0.0194	-0.0814	-0.1098
BOT6.280	0.0077	-0.1963	-0.2696	-0.188	-0.2218	0.3183	-0.0644	0.0273	-0.08	-0.0993
BOT6.282	0.0088	-0.1889	-0.258	-0.1669	-0.212	0.3088	-0.0504	0.0241	-0.086	-0.084
BOT6.292	0.0083	-0.1982	-0.2583	-0.1967	-0.2225	0.317	-0.0794	0.0245	-0.0698	-0.1202
BOT6.306	0.0084	-0.1932	-0.2653	-0.1793	-0.2194	0.3203	-0.0791	0.0189	-0.0723	-0.1035
BOT6.310	0.008	-0.1899	-0.2577	-0.1928	-0.2188	0.3103	-0.0593	0.0301	-0.0767	-0.0929
BOT6.413	0.0087	-0.189	-0.2585	-0.1606	-0.2106	0.307	-0.0642	0.0206	-0.0812	-0.0792
BOT6.417	0.0083	-0.1849	-0.2588	-0.1519	-0.2077	0.2968	-0.0415	0.0183	-0.0811	-0.0748
BOT6.460	0.0088	-0.1902	-0.2656	-0.1621	-0.2151	0.3111	-0.0795	0.0151	-0.0827	-0.0792
BOT6.475	0.0079	-0.1951	-0.2657	-0.1831	-0.2196	0.3167	-0.0531	0.0233	-0.0833	-0.1126
BOT6.476	0.0086	-0.1919	-0.2694	-0.1666	-0.2195	0.3179	-0.072	0.026	-0.0861	-0.0998
BOT6.566	0.0085	-0.1946	-0.2722	-0.1797	-0.2217	0.3181	-0.0651	0.0297	-0.0848	-0.1064
KGA003	0.0078	-0.1956	-0.2676	-0.1801	-0.2207	0.3133	-0.057	0.0339	-0.0759	-0.1028
KGA004	0.0085	-0.1973	-0.2667	-0.1857	-0.2243	0.3204	-0.0576	0.0347	-0.0788	-0.0942
KGA017	0.0081	-0.1941	-0.2731	-0.1681	-0.2239	0.3208	-0.0719	0.0183	-0.0761	-0.0903
NAM003	0.0082	-0.2162	-0.2912	-0.2467	-0.2463	0.3622	-0.0883	0.0394	-0.0742	-0.1501
NAM015	0.0088	-0.215	-0.2803	-0.2427	-0.2442	0.3471	-0.077	0.0402	-0.0835	-0.1574
NAM018	0.0084	-0.2123	-0.2766	-0.251	-0.2407	0.3481	-0.1018	0.0559	-0.0692	-0.1409
NAM021	0.0086	-0.2135	-0.284	-0.2473	-0.243	0.3407	-0.0826	0.0576	-0.0868	-0.1578
NAM038	0.0088	-0.2137	-0.2851	-0.2507	-0.2437	0.3562	-0.0794	0.0566	-0.0808	-0.1503
NAM051	0.0084	-0.2145	-0.2782	-0.2654	-0.2431	0.3473	-0.0686	0.0521	-0.0746	-0.1445
NAM066	0.0081	-0.2181	-0.2881	-0.2482	-0.2426	0.3529	-0.0776	0.0407	-0.0893	-0.1585
NAM088	0.0084	-0.1854	-0.262	-0.1355	-0.2074	0.2989	-0.0407	0.0196	-0.084	-0.082
NAM107	0.0085	-0.2029	-0.2777	-0.2183	-0.2279	0.3303	-0.0684	0.0524	-0.0938	-0.128
NAM109	0.0081	-0.2014	-0.2644	-0.215	-0.2294	0.3309	-0.0859	0.0338	-0.0654	-0.1311
NAM111	0.0087	-0.1962	-0.2636	-0.1956	-0.2163	0.3271	-0.0778	0.0279	-0.0861	-0.1253
NAM113	0.0084	-0.1983	-0.2625	-0.213	-0.2206	0.3292	-0.0961	0.0346	-0.0796	-0.1352
NAM115	0.0082	-0.2063	-0.2837	-0.2152	-0.2319	0.3408	-0.0764	0.0323	-0.0764	-0.129
NAM118	0.0078	-0.2022	-0.27	-0.2112	-0.2264	0.3396	-0.0792	0.0333	-0.0692	-0.1176
NAM119	0.0083	-0.2051	-0.2747	-0.2214	-0.2219	0.3312	-0.0943	0.045	-0.0873	-0.1369
NAM120	0.0078	-0.2015	-0.2693	-0.1918	-0.2277	0.3363	-0.0604	0.0295	-0.0819	-0.1223
NAM129	0.0082	-0.2077	-0.2745	-0.2075	-0.2318	0.3423	-0.0615	0.0343	-0.0806	-0.1377
NAM159	0.0085	-0.2065	-0.2802	-0.2201	-0.2364	0.3392	-0.0865	0.0427	-0.0822	-0.135
NAM167	0.0075	-0.183	-0.2546	-0.1578	-0.2021	0.3036	-0.0535	0.0214	-0.0633	-0.0937
NAM172	0.0076	-0.1849	-0.2512	-0.1714	-0.2012	0.2969	-0.0673	0.0269	-0.0838	-0.094
NAM175	0.0078	-0.1874	-0.253	-0.1634	-0.2065	0.3071	-0.0637	0.0149	-0.0718	-0.0989
NAM179	0.0076	-0.1868	-0.2563	-0.1582	-0.2135	0.3054	-0.0593	0.0261	-0.0786	-0.0949
NAM189	0.009	-0.2207	-0.2947	-0.2637	-0.2562	0.3743	-0.0776	0.0514	-0.074	-0.1546
NAM195	0.0083	-0.2141	-0.2859	-0.2375	-0.2472	0.3526	-0.0865	0.0523	-0.0865	-0.1519
NAM201	0.0087	-0.2053	-0.2761	-0.2213	-0.2305	0.3384	-0.0791	0.0387	-0.0824	-0.1355
NAM209	0.0065	-0.18	-0.2445	-0.1657	-0.1977	0.2841	-0.07	0.0235	-0.0711	-0.0955
NAM211	0.0073	-0.1844	-0.2477	-0.1752	-0.2036	0.2886	-0.0776	0.0299	-0.0716	-0.0985
NAM217	0.0073	-0.188	-0.2519	-0.1686	-0.2108	0.2987	-0.0553	0.0417	-0.0926	-0.0974
NAM232	0.0072	-0.1862	-0.2479	-0.1787	-0.2067	0.2961	-0.0552	0.0295	-0.0833	-0.1043
NAM244	0.0085	-0.1816	-0.2557	-0.1483	-0.2032	0.2949	-0.031	0.0262	-0.0774	-0.0696
NAM245	0.0083	-0.183	-0.2529	-0.1436	-0.2077	0.2951	-0.0509	0.0167	-0.0784	-0.0682
NAM246	0.0083	-0.1826	-0.2587	-0.1497	-0.2066	0.2963	-0.0341	0.0195	-0.0806	-0.0711
NAM259	0.0091	-0.1835	-0.2538	-0.1459	-0.2079	0.2973	-0.0501	0.0166	-0.079	-0.0653
NAM262	0.0083	-0.1838	-0.2588	-0.1488	-0.2078	0.2934	-0.043	0.0236	-0.0875	-0.0766
NAM267	0.0082	-0.1821	-0.2558	-0.151	-0.2029	0.2886	-0.0499	0.021	-0.0745	-0.0744
NAM268	0.0086	-0.184	-0.255	-0.1522	-0.2084	0.2992	-0.0495	0.0172	-0.0771	-0.0699
NAM276	0.0062	-0.1689	-0.2362	-0.1461	-0.1927	0.2765	-0.0463	0.0152	-0.0532	-0.0682
NAM277	0.0081	-0.1809	-0.2503	-0.1488	-0.2029	0.2945	-0.0667	0.0151	-0.0727	-0.0772
NAM284	0.0074	-0.1846	-0.2566	-0.1614	-0.2066	0.2944	-0.0579	0.0281	-0.0796	-0.0816
NAM294	0.0085	-0.18	-0.2545	-0.147	-0.2011	0.2982	-0.0424	0.0123	-0.0749	-0.0751
NAM295	0.0089	-0.1811	-0.2516	-0.1488	-0.201	0.2889	-0.0529	0.023	-0.0915	-0.0803
NAM296	0.0077	-0.1846	-0.2563	-0.1508	-0.2064	0.3023	-0.0516	0.0164	-0.0775	-0.0706
NAM299	0.0057	-0.1751	-0.2289	-0.1803	-0.1941	0.2763	-0.0631	0.03	-0.057	-0.0978
NAM304	0.0036	-0.1539	-0.2091	-0.1613	-0.1738	0.2555	-0.0513	0.0231	-0.0549	-0.1011
NAM308	0.0047	-0.1528	-0.2044	-0.1552	-0.1719	0.2548	-0.0508	0.0299	-0.069	-0.0899
NAM317	0.0064	-0.1913	-0.2544	-0.191	-0.2046	0.3044	-0.0612	0.0264	-0.0744	-0.121
NAM326	0.0074	-0.1901	-0.2519	-0.2034	-0.2092	0.3035	-0.0682	0.031	-0.0603	-0.1051
NAM331	0.0086	-0.1818	-0.251	-0.15	-0.2041	0.2894	-0.0466	0.0107	-0.0709	-0.0671
NAM361	0.0082	-0.2042	-0.2673	-0.2197	-0.2273	0.3249	-0.0761	0.0443	-0.0832	-0.136
NAM369	0.0075	-0.1929	-0.2519	-0.1859	-0.2125	0.3052	-0.0632	0.0377	-0.0845	-0.1091
NAM370	0.007	-0.1979	-0.2652	-0.2029	-0.2183	0.3211	-0.0682	0.0474	-0.0752	-0.122
NAM371	0.0073	-0.189	-0.2514	-0.2003	-0.2133	0.3121	-0.0621	0.0371	-0.0744	-0.1112
NAM376	0.0076	-0.1841	-0.2482	-0.1535	-0.2044	0.2997	-0.044	0.0249	-0.0587	-0.0935
NAM395	0.0085	-0.1824	-0.2555	-0.1512	-0.2014	0.3007	-0.0473	0.0177	-0.0805	-0.0794
NAM399	0.0084	-0.1805	-0.2518	-0.1467	-0.206	0.2907	-0.0477	0.0159	-0.0799	-0.0813
NAM401	0.0082	-0.1848	-0.2596	-0.1412	-0.2048	0.3013	-0.0695	0.0115	-0.0777	-0.0766
NAM410	0.0088	-0.1816	-0.2556	-0.139	-0.2014	0.2912	-0.0482	0.0118	-0.0837	-0.0731
NAM412	0.0066	-0.1856	-0.2472	-0.19	-0.2087	0.2973	-0.0616	0.0335	-0.0768	-0.1038
NAM415	0.0059	-0.1714	-0.2319	-0.1655	-0.1866	0.2798	-0.0587	0.0238	-0.0596	-0.0917
NAM423	0.0032	-0.1328	-0.1864	-0.1339	-0.1591	0.2257	-0.0246	0.0231	-0.0578	-0.073
NAM424	0.007	-0.178	-0.2402	-0.1635	-0.2012	0.2929	-0.0457	0.018	-0.08	-0.0904
NAM427	0.0079	-0.1798	-0.241	-0.1754	-0.1966	0.2875	-0.0646	0.0223	-0.0706	-0.093
NAM429	0.0069	-0.1856	-0.2467	-0.1849	-0.2041	0.2948	-0.0562	0.0234	-0.0711	-0.1039
NAM434	0.0084	-0.1827	-0.2499	-0.142	-0.2013	0.2923	-0.055	0.0166	-0.0792	-0.0805
NAM436	0.0082	-0.182	-0.2545	-0.1439	-0.2022	0.2953	-0.0412	0.0143	-0.0726	-0.0735
NAM442	0.005	-0.1642	-0.2176	-0.1707	-0.1804	0.2608	-0.0634	0.0312	-0.0744	-0.1038
NAM444	0.0077	-0.1879	-0.2509	-0.1914	-0.2134	0.3051	-0.0634	0.0347	-0.075	-0.1121
NAM445	0.0068	-0.1771	-0.2296	-0.1888	-0.196	0.2773	-0.0634	0.0382	-0.0631	-0.1212
NAM448	0.0036	-0.1439	-0.1947	-0.1457	-0.1637	0.2318	-0.0533	0.0267	-0.0632	-0.0852
NAM452	0.0082	-0.1845	-0.2643	-0.1526	-0.2084	0.2991	-0.041	0.0206	-0.0828	-0.0746
NAM453	0.009	-0.1857	-0.2607	-0.1528	-0.2118	0.2945	-0.0429	0.0303	-0.0833	-0.0731
NAM472	0.0042	-0.1487	-0.2019	-0.1429	-0.1713	0.2462	-0.0744	0.0094	-0.0559	-0.0825
ZAM347	0.0082	-0.1862	-0.2608	-0.1434	-0.21	0.3029	-0.0651	0.017	-0.0686	-0.0788
ZAM359	0.0077	-0.1804	-0.2535	-0.1518	-0.1986	0.2908	-0.0493	0.0214	-0.0878	-0.0716
BulgarianD6	-0.0126	0.0121	-0.0019	0.0026	0.0041	-0.0032	-0.0013	0.0052	0.0022	0.0099
BulgarianA4	-0.0125	0.0133	-0.0025	-0.003	0.003	0.0048	0.0014	0.0052	-0.0083	0.0098
hungary3	-0.013	0.0207	0.0003	0.0017	-0.0016	0.0035	-0.0074	0.0053	-0.0052	0.0042
LithuanianF1	-0.0127	0.0461	0.0125	0.0008	-0.0142	0.0355	-0.0012	0.014	-0.0101	0.0073
iran19	-0.0082	-0.0286	0.0287	0.01	0.0027	0.0005	0.0006	-0.0078	-0.0052	0.0015
iran14	-0.0067	-0.0246	0.0286	0.0119	0.001	0.0014	0.0053	0.0037	-0.0073	0.0019
syria464	-0.009	-0.0515	-0.0242	-0.0082	-0.0327	0.0615	-0.1226	-0.0304	0.0204	-0.0443
Lebanon5	-0.0111	-0.0594	-0.0535	-0.0251	-0.0397	0.0751	-0.0056	0.0045	-0.047	-0.028
SaudiA2	-0.0018	-0.0889	-0.0902	-0.0515	-0.0745	0.1153	-0.0179	0.0081	-0.035	-0.0277
Jordan543	-0.0107	-0.0471	-0.033	-0.0091	-0.0186	0.0287	0.0008	-0.0017	-0.0171	-0.0124
BulgarianE2	-0.0132	0.0105	0.0003	0.0013	0.0017	0.0013	-0.0013	0.0109	-0.0093	-0.0004
BulgarianB4	-0.0123	0.0071	0.0031	0.0016	-0.0011	0.0006	-0.006	0.0044	-0.0016	0.0025
hungary6	-0.0129	0.0212	-0.0034	-0.0017	0.0004	0.0062	-0.0024	0.0062	-0.0104	0.0043
lithuania3	-0.013	0.0398	0.0134	0.0016	-0.0123	0.033	-0.0004	0.016	-0.0106	0.0059
iran2	-0.007	-0.0272	0.0366	0.0112	0.0034	0.0063	0.0005	-0.0011	-0.0027	-0.0019
iran20	-0.006	-0.0298	0.0287	0.0062	0.0043	-0.0034	0.0028	0.0021	-0.001	0.005
syria361	-0.0142	-0.0306	0.0154	0.0117	0.0115	-0.0103	0.0037	-0.0022	0.0051	-0.0034
Lebanon6	-0.0078	-0.0331	0.0083	0.0091	-0.0096	0.0075	-0.0058	0.0114	-0.0136	-0.0108
SaudiA5	-0.012	-0.0604	-0.0543	-0.0082	-0.0314	0.0462	-0.0309	0.0052	-0.0084	-0.0394
Jordan214	-0.0105	-0.0423	-0.0242	0.0034	-0.0249	0.0109	0.0066	0.0093	-0.0106	-0.0123
Yemen2	-0.0049	-0.0643	-0.0528	-0.024	-0.0405	0.0606	-0.0198	0.0007	-0.0144	-0.0083
BulgarianA1	-0.0128	0.0067	-0.0021	-0.0021	0.0051	0.0022	0.0012	0.0083	-0.0014	0.0039
HungarianC5	-0.0124	0.0263	0.0062	0.0026	-0.0048	0.0195	0.002	0.0057	0.0024	0.0076
hungary7	-0.0123	0.0255	0.0007	0.0036	0.0002	0.0055	0.0021	0.0075	-0.0012	0.0008
lithuania10	-0.0117	0.0453	0.0132	0.0018	-0.0087	0.0383	-0.0045	0.0184	-0.0072	0.0031
Egypt7	-0.0094	-0.0593	-0.0523	-0.0192	-0.029	0.0384	-0.0076	0.0075	-0.0117	-0.0117
iran3	-0.0082	-0.0334	0.0329	0.0108	-0.0031	0.0088	-0.0009	-0.0039	-0.0065	-0.0015
syria485	-0.0102	-0.038	-0.0176	0.0021	-0.0156	0.0116	-0.011	0.0106	-0.02	-0.0026
Lebanon7	-0.0112	-0.0374	-0.0182	-0.0025	-0.0082	0.0205	-0.0252	0.0155	-0.0095	-0.0115
SaudiA6	-0.0105	-0.0524	-0.0326	-0.0082	-0.021	0.0305	-0.0358	0.0167	0.0038	-0.0211
Jordan445	-0.0116	-0.0459	-0.032	-0.0108	-0.0198	0.021	0.0019	0.0226	0.0131	-0.0111
Yemen3	-0.0042	-0.0862	-0.0954	-0.0449	-0.0668	0.1024	-0.0174	0.0059	-0.0209	-0.0214
BulgarianB1	-0.0137	0.0089	-0.0039	0.0033	0.0046	-0.0022	0.0025	0.0049	0.0036	0.0047
HungarianE5	-0.0124	0.024	-0.0003	0.0006	0.0012	0.007	0.0019	0.0066	0.0026	0.006
HungarianH3	-0.0131	0.0253	-0.0013	-0.0025	-0.0013	0.0145	-0.0046	0.0052	-0.0042	0.003
lithuania9	-0.0128	0.0435	0.0115	-0.0002	-0.0127	0.0366	-0.0012	0.0163	-0.0129	0.0057
Egypt8	-0.0048	-0.0788	-0.0835	-0.0375	-0.0582	0.0795	-0.0192	0.0043	-0.0208	-0.0158
iran7	-0.005	-0.0481	-0.0185	-0.0142	-0.0301	0.0486	-0.0096	0.0043	-0.0129	-0.0104
syria520	-0.0102	-0.0482	-0.0473	-0.0058	-0.0382	0.0687	-0.0414	0.0605	-0.017	-0.0741
syria4	-0.0117	-0.0396	-0.0116	0.0015	-0.0036	0.0084	-0.0073	0.0003	-0.0099	-0.0001
Lebanon8	-0.009	-0.0331	0.0008	0.0092	-0.0045	-0.0025	0.001	0.0101	0.0009	-0.0007
SaudiA7	-0.012	-0.0383	-0.01	0.0044	-0.005	-0.0054	-0.0214	-0.0036	-0.0068	-0.0027
Jordan62	-0.0108	-0.0577	-0.0531	-0.0296	-0.0559	0.1013	-0.0297	0.039	-0.1864	-0.1885
BulgarianC1	-0.0134	0.0038	-0.0002	0.0021	0.0057	-0.0025	-0.0032	0.0064	0.0003	0.0064
hungary15	-0.0117	0.0229	0.0033	0.0017	-0.0063	0.0085	0.0008	0.0044	0.0013	0.001
LithuanianA1	-0.0127	0.0443	0.0081	0.0019	-0.0124	0.0345	-0.0001	0.0145	-0.0104	0.0071
LithuanianE2	-0.0124	0.0416	0.0132	-0.0002	-0.0144	0.0346	-0.0057	0.0149	-0.0125	0.0045
Egypt9	-0.0105	-0.0532	-0.0439	-0.0118	-0.0243	0.0317	-0.009	0.0014	-0.0103	-0.0077
iran11	-0.0079	-0.028	0.0328	0.0137	0.0129	-0.0078	-0.003	0.0063	0.0017	-0.0047
syria461	-0.0082	-0.0614	-0.039	-0.0128	-0.0738	0.1887	-0.8109	-0.2293	0.2267	0.1123
Lebanon1	-0.0127	-0.0369	-0.0021	0.0037	0.0018	-0.0061	-0.0047	0.0046	0.0016	-0.0039
saudi1434	-0.012	-0.0587	-0.0578	-0.0135	-0.0354	0.0326	-0.0188	0.0015	-0.0072	-0.0442
Jordan603	-0.0104	-0.0477	-0.0332	-0.002	-0.0308	0.0397	0.0267	0.0182	-0.0224	0.005
Yemen5	-0.0073	-0.0588	-0.0491	-0.0183	-0.0295	0.0417	-0.0137	0.0046	-0.0189	-0.013
BulgarianF1	-0.0124	0.0105	0.0011	0.0052	0.0016	0.0002	-0.0032	0.0136	0.0037	0.0066
